problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.00234481,0.065,0.012748,0.00696,0.025919709,0.214,0.00317
12,0.00205132,0.017,0.011484,0.007481,0.027546353,0.11,0.004429
13,0.00199792,0.067,0.011607,0.01717,0.033535704,0.904,0.003473
14,0.00208956,0.132,0.012904,0.00704,0.028666022,0.277,0.00404
15,0.00260974,0.006,0.013181,0.012384,0.030660852,0.516,0.004781
16,0.00200671,0.013,0.011488,0.010682,0.025904101,3.427,0.003623
17,0.00180952,0.025,0.011131,0.014692,0.022295277,0.15,0.003283
18,0.00219847,0.014,0.011829,0.008155,0.026915648,0.077,0.004007
19,0.00172358,0.045,0.012805,0.005296,0.023852515,0.08600000000000001,0.003394
20,0.00286427,0.017,0.013404,0.009806,0.025555148,0.091,0.004502
21,0.00219393,0.008,0.011782,0.007037,0.023974276,0.14400000000000002,0.002668
22,0.00219074,0.016,0.01251,0.007032,0.021841222,0.01,0.00295
23,0.003078,0.015,0.012899,0.012103,0.023018596,0.134,0.003586
24,0.00203725,0.028,0.01371,0.009596,0.007768178,0.42,0.003357
25,0.00306714,0.009,0.015275,0.006423,0.018090907,0.008,0.002856
26,0.00160399,0.055,0.011745,0.008925,0.017497778,0.052000000000000005,0.003022
27,0.00272,0.026,0.012275,0.004878,0.00610789,0.184,0.00167
28,0.00265395,0.012,0.012636,0.009868,0.020413817,0.20400000000000001,0.002832
29,0.00239254,0.065,0.01367,0.005183,0.017286848,0.097,0.00314
30,0.00139037,0.009,0.011999,0.008703,0.005983815,0.02,0.002663
31,0.00255612,0.01,0.016046,0.009502,0.023291005,0.109,0.003867
32,0.00186002,0.125,0.012158,0.007387,0.019173933,0.13,0.003764
33,0.00180553,0.084,0.011166,0.00678,0.023394689,0.095,0.004275
34,0.0039066,0.025,0.012937,0.006123,0.022227952,0.157,0.003312
35,0.00296653,0.013,0.011805,0.004295,0.017769123,0.131,0.003176
36,0.00210174,0.043,0.013512,0.006939,0.023708691,0.12,0.004419
37,0.00189775,0.013,0.013128,0.00828,0.018925417,0.151,0.00327
38,0.00178503,0.063,0.013667,0.011534,0.008242951,0.44,0.005214
39,0.00165666,0.051,0.009112,0.005611,0.013686881,0.08700000000000001,0.002559
40,0.00317449,0.008,0.010923,0.00383,0.014600856,0.123,0.002457
41,0.0018736,0.042,0.011563,0.010505,0.020348496,0.107,0.003536
42,0.00161639,0.014,0.009422,0.006551,0.005483649,0.176,0.002548
43,0.000320124,0.018,0.009646,0.006197,0.004090428,0.023,0.002091
