problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000174673,0.003,0.010825,0.00473,0.002883874,0.047,0.000418
12,0.000173007,0.004,0.011288,0.011494,0.002870875,0.007,0.000389
13,0.00010224,0.004,0.007582,0.002544,0.009148991,0.008,0.001005
14,0.000172284,0.003,0.013094,0.004222,0.002508668,0.008,0.000405
15,0.000189047,0.003,0.010749,0.005274,0.0025638,0.015,0.000469
16,0.000155896,0.002,0.008865,0.002697,0.003049459,0.01,0.000384
17,0.000148547,0.002,0.009851,0.003824,0.002336544,0.009000000000000001,0.000341
18,0.000187412,0.011,0.010002,0.005799,0.002334861,0.006,0.001954
19,0.000148409,0.016,0.011194,0.003524,0.002198422,0.006,0.000374
20,0.000168719,0.004,0.011312,0.009741,0.002084783,0.007,0.000379
21,0.0001697,0.003,0.01039,0.006724,0.001955422,0.007,0.000392
22,0.000171584,0.002,0.011073,0.005112,0.001856956,0.009000000000000001,0.000411
23,0.000171993,0.003,0.010367,0.005905,0.002590939,0.009000000000000001,0.000431
24,0.000173649,0.003,0.010707,0.005783,0.001883682,0.007,0.000402
25,0.000163172,0.002,0.009347,0.00303,0.002315199,0.013000000000000001,0.000409
26,0.000155909,0.003,0.009647,0.004324,0.001834889,0.008,0.000374
27,0.000184487,0.005,0.013573,0.007001,0.002055955,0.009000000000000001,0.000411
28,0.000179343,0.003,0.01262,0.005561,0.002762619,0.01,0.000435
29,0.000168582,0.003,0.0102,0.00515,0.00244577,0.009000000000000001,0.000435
30,0.000132321,0.002,0.007376,0.002312,0.00163253,0.005,0.00034
31,0.000151634,0.002,0.009467,0.00343,0.001916338,0.01,0.000372
32,0.000154953,0.003,0.00955,0.005486,0.001579076,0.009000000000000001,0.000354
33,0.000171115,0.003,0.010743,0.004332,0.001856045,0.009000000000000001,0.000397
34,0.000182461,0.003,0.010346,0.004342,0.001966864,0.007,0.000439
35,0.000166019,0.002,0.009075,0.004537,0.001995354,0.009000000000000001,0.000968
36,0.000160861,0.002,0.009649,0.015816,0.002442883,0.047,0.000399
37,0.000166751,0.003,0.00885,0.003703,0.001623328,0.008,0.000392
38,0.000164541,0.021,0.010383,0.003317,0.001840296,0.007,0.003303
39,0.000178451,0.029,0.011739,0.00656,0.002159423,0.007,0.003924
40,0.000174844,0.003,0.010458,0.004347,0.001985807,0.008,0.000423
41,0.000180988,0.003,0.009379,0.003155,0.001956625,0.007,0.000455
42,0.000175468,0.002,0.009656,0.004382,0.00162512,0.007,0.000446
43,0.000170417,0.003,0.010501,0.005217,0.001648245,0.008,0.00043
44,0.00016488,0.003,0.010887,0.007807,0.002127183,0.016,0.000391
45,0.000140081,0.003,0.008293,0.005195,0.001624841,0.006,0.00033
46,0.000170678,0.02,0.009922,0.008761,0.002445343,0.084,0.002342
47,0.000169659,0.003,0.010141,0.00564,0.001601942,0.007,0.000397
48,0.000179082,0.003,0.012233,0.010983,0.001721158,0.008,0.0004
49,0.000155208,0.006,0.009661,0.004677,0.001625555,0.008,0.000373
50,0.000170052,0.003,0.010193,0.006606,0.001655039,0.023,0.000395
51,0.00018711,0.002,0.010553,0.004824,0.001741775,0.008,0.000453
52,0.000152766,0.002,0.008455,0.003578,0.001625672,0.009000000000000001,0.000366
53,0.00015065,0.002,0.008573,0.005193,0.001758372,0.014,0.000353
54,0.000151418,0.011,0.007826,0.003004,0.001582437,0.01,0.001285
55,0.000166569,0.003,0.010876,0.003988,0.001893704,0.032,0.000409
56,0.000149292,0.006,0.011573,0.003576,0.001422817,0.006,0.001101
57,0.000169692,0.005,0.009165,0.003009,0.001908663,0.008,0.000929
58,0.000168084,0.003,0.010717,0.003728,0.001687368,0.007,0.000393
59,0.000178488,0.003,0.012101,0.005359,0.001976374,0.014,0.000422
60,0.000160235,0.013,0.010963,0.003747,0.002129103,0.015,0.003388
61,0.000170158,0.018,0.010204,0.00299,0.001712805,0.007,0.003601
62,0.000183676,0.003,0.013847,0.005125,0.001689505,0.007,0.000424
63,0.000155872,0.013,0.009471,0.002407,0.001877979,0.022,0.002427
64,0.0001642,0.022,0.009603,0.002973,0.001889662,0.01,0.002455
65,0.000169896,0.004,0.011375,0.005743,0.001750173,0.008,0.000394
66,0.000184867,0.004,0.01218,0.007465,0.001787877,0.016,0.000426
67,0.000149992,0.007,0.008348,0.003385,0.001473044,0.006,0.002054
68,0.000170563,0.002,0.010143,0.003236,0.001676749,0.006,0.000388
69,0.000196768,0.002,0.012429,0.003109,0.002001177,0.009000000000000001,0.00045
70,0.000188365,0.019,0.010654,0.003717,0.001839028,0.009000000000000001,0.001889
71,0.000163855,0.003,0.009706,0.005092,0.001487754,0.006,0.000376
72,0.000162988,0.005,0.009465,0.002794,0.00192495,0.007,0.001027
73,0.000155355,0.002,0.00944,0.003439,0.001170855,0.007,0.000374
74,0.000190024,0.003,0.010979,0.004696,0.001494499,0.006,0.000457
75,0.000134674,0.002,0.008009,0.004331,0.001328292,0.008,0.000343
76,0.00015578,0.002,0.010107,0.003323,0.001552217,0.007,0.000362
77,0.00018224,0.003,0.01185,0.007731,0.001400057,0.009000000000000001,0.00042
78,0.000181105,0.002,0.011216,0.005126,0.00129504,0.007,0.00041
79,0.00021589,0.004,0.014128,0.006076,0.002047478,0.009000000000000001,0.000544
80,0.000147836,0.003,0.010165,0.002659,0.001427281,0.008,0.000365
81,0.000176458,0.003,0.012459,0.007499,0.001354101,0.018000000000000002,0.000402
82,0.00017661,0.015,0.010942,0.00423,0.001746912,0.038,0.002514
83,0.000190419,0.003,0.013275,0.003989,0.001493417,0.012,0.000445
84,0.000155012,0.003,0.008502,0.003576,0.001270631,0.005,0.000372
85,0.000176087,0.003,0.012814,0.006504,0.001583554,0.029,0.000427
