problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000180991,0.003,0.01167,0.004743,0.002631187,0.046,0.003011
12,0.000179859,0.003,0.012341,0.011505,0.002801977,0.008,0.004134
13,0.000109394,0.005,0.008007,0.002498,0.008976556,0.007,0.001348
14,0.000178975,0.003,0.013829,0.004257,0.002413598,0.008,0.003438
15,0.000200253,0.003,0.011401,0.005286,0.002537896,0.015,0.003294
16,0.000161211,0.003,0.009569,0.002642,0.002881356,0.009000000000000001,0.001922
17,0.000154764,0.002,0.010748,0.003817,0.001992747,0.009000000000000001,0.002807
18,0.000194129,0.011,0.010927,0.005791,0.002224587,0.007,0.004702
19,0.000154308,0.016,0.011881,0.003533,0.002074365,0.005,0.002565
20,0.000177522,0.003,0.011375,0.009665,0.002046047,0.006,0.006047
21,0.000179755,0.003,0.010525,0.006751,0.002034911,0.007,0.004502
22,0.000178241,0.002,0.010945,0.00514,0.001936373,0.008,0.003956
23,0.00018069,0.003,0.010353,0.005924,0.00259375,0.009000000000000001,0.003993
24,0.000181308,0.003,0.010819,0.005824,0.001853568,0.007,0.003519
25,0.000169934,0.002,0.009413,0.003048,0.002290279,0.015,0.002689
26,0.000161833,0.003,0.009536,0.004349,0.001686587,0.009000000000000001,0.002282
27,0.000192104,0.006,0.013365,0.007043,0.001902932,0.01,0.004091
28,0.000187488,0.003,0.012729,0.005577,0.002660089,0.009000000000000001,0.003415
29,0.000176465,0.003,0.009966,0.005184,0.00233103,0.009000000000000001,0.003325
30,0.000145128,0.002,0.007596,0.002317,0.001595677,0.005,0.001742
31,0.000165316,0.001,0.009413,0.00344,0.001784684,0.009000000000000001,0.002176
32,0.000168186,0.003,0.009458,0.005486,0.001563474,0.008,0.0036
33,0.000185067,0.003,0.010855,0.004349,0.001773972,0.009000000000000001,0.003154
34,0.000203632,0.002,0.010512,0.004288,0.001894453,0.007,0.003136
35,0.000174065,0.003,0.009078,0.004489,0.00194765,0.008,0.002066
36,0.000178533,0.002,0.009525,0.015679,0.002298932,0.049,0.005613
37,0.000177475,0.002,0.008808,0.003789,0.001680669,0.007,0.003281
38,0.000172226,0.021,0.010206,0.003363,0.001801078,0.008,0.004392
39,0.000186537,0.029,0.011733,0.006487,0.0021059,0.008,0.004622
40,0.000180477,0.003,0.010578,0.004366,0.001879528,0.009000000000000001,0.003358
41,0.000184838,0.002,0.009273,0.003156,0.002102816,0.007,0.00264
42,0.000182604,0.002,0.009673,0.004418,0.001613146,0.006,0.003529
43,0.000170185,0.003,0.010384,0.005288,0.001692942,0.009000000000000001,0.002823
44,0.000167626,0.003,0.010904,0.007736,0.002168312,0.016,0.00493
45,0.000140828,0.003,0.008226,0.005214,0.001682565,0.006,0.003661
46,0.00017092,0.02,0.009911,0.008698,0.00244655,0.085,0.003204
47,0.000168655,0.003,0.010094,0.005699,0.001589489,0.008,0.004201
48,0.000179033,0.003,0.012329,0.010951,0.00171093,0.008,0.006453
49,0.000152633,0.006,0.009707,0.004703,0.001553729,0.008,0.003849
50,0.00016942,0.003,0.01013,0.004367,0.001632716,0.022,0.003056
51,0.000198364,0.002,0.010482,0.004822,0.001623231,0.008,0.003821
