problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.00594401,1.152,0.02337,0.030549,0.058099081,1.7790000000000001,0.016291
12,0.00375713,0.872,0.017362,0.032874,0.047775676,0.195,0.014269
13,0.00445006,0.926,0.02019,0.02951,0.052940628,0.258,0.017159
14,0.00378484,0.783,0.021609,0.026164,0.075770442,1.351,0.013388
15,0.00408984,0.967,0.021229,0.029338,0.052242468,0.215,0.016278
16,0.00366955,0.865,0.015948,0.025619,0.038258709,0.179,0.015182
17,0.0044204,1.114,0.016964,0.027659,0.033756149,0.196,0.013206
18,0.00461012,0.775,0.018975,0.028873,0.043862284,1.952,0.016447
19,0.00409894,0.785,0.019358,0.024838,0.047138851,0.248,0.014303
20,0.00375983,0.534,0.015784,0.024737,0.040720663,0.186,0.013585
21,0.00460709,1.46,0.024196,0.03614,0.058440733,0.25,0.018861
22,0.00358156,0.973,0.017189,0.031032,0.034877553,1.608,0.013717
23,0.0037356,1.115,0.019386,0.027612,0.038634208,2.188,0.014482
24,0.00475475,0.641,0.022285,0.02877,0.063750402,0.219,0.012687
25,0.00409689,0.2,0.018345,0.026428,0.03979203,1.411,0.01385
26,0.00372783,1.107,0.021927,0.031785,0.046322402,1.928,0.014456
27,0.00357935,0.791,0.022089,0.027809,0.051562,0.233,0.015659
28,0.00401289,0.739,0.021289,0.026381,0.044705965,0.2,0.014495
29,0.0038473,0.635,0.01997,0.027278,0.038809892,2.4250000000000003,0.012287
30,0.00293372,0.712,0.014958,0.018457,0.027427513,0.161,0.009877
31,0.00409267,0.242,0.020034,0.032988,0.045774327,0.20500000000000002,0.013251
32,0.00407176,1.24,0.016705,0.024775,0.036955272,0.193,0.014549
33,0.00381702,1.291,0.022602,0.039216,0.050340148,0.229,0.01491
34,0.00486307,0.911,0.02327,0.03182,0.045478961,0.228,0.017612
35,0.00533026,1.809,0.024591,0.029093,0.04641103,0.267,0.015724
36,0.00472599,0.908,0.019662,0.033498,0.035597596,0.201,0.014788
37,0.00358006,1.133,0.015656,0.029389,0.029308549,0.197,0.01228
38,0.00434367,0.95,0.021565,0.032841,0.041542694,2.285,0.014037
39,0.00455469,1.547,0.027427,0.044269,0.053757503,0.301,0.022279
40,0.00385096,1.065,0.02232,0.030572,0.047015912,2.267,0.016863
41,0.00467868,1.058,0.026972,0.030863,0.055080287,0.269,0.016892
42,0.00405757,0.88,0.02048,0.024861,0.040732152,1.805,0.014287
43,0.00427295,0.753,0.023494,0.028445,0.053839785,0.243,0.01405
44,0.00406329,1.026,0.023008,0.030753,0.048636092,1.97,0.015928
45,0.0040102,1.609,0.023298,0.03356,0.0491746,3.285,0.017874
46,0.003545,0.037,0.018004,0.029891,0.034521161,0.23900000000000002,0.014251
47,0.00404401,0.753,0.017766,0.021592,0.031987889,1.433,0.011367
48,0.00334304,0.77,0.014648,0.024517,0.03081534,1.809,0.011124
49,0.00527327,1.217,0.022987,0.035509,0.042122669,2.99,0.01605
50,0.00505908,1.061,0.020824,0.032823,0.043410763,0.226,0.014193
51,0.00434386,0.516,0.016859,0.024213,0.032505016,0.187,0.011483
52,0.00411559,0.784,0.019642,0.023068,0.032041788,2.326,0.012047
53,0.00396101,0.836,0.020321,0.031091,0.036539483,0.263,0.013929
54,0.00390051,0.258,0.017032,0.025426,0.032853016,0.178,0.012768
55,0.00543999,0.913,0.022349,0.02991,0.041653222,2.431,0.015913
56,0.00379641,0.739,0.017331,0.023659,0.032038513,0.195,0.012731
