problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
11,0.00261348,1.276,0.017934,0.020829,0.03664086,0.008345
12,0.00314704,0.013,0.026846,0.039774,0.043225058,0.010951
13,0.00232518,0.029,0.019693,0.024828,0.009937469,0.008358
14,0.0029249,0.005,0.024992,0.030359,0.053596405,0.011307
15,0.00283561,7.159,0.024201,0.015005,0.043264577,0.009571
16,0.00287254,3.038,0.022201,0.012837,0.036477047,0.009101
17,0.00352233,0.035,0.026246,0.020164,0.039308376,0.011806
18,0.00280497,14.618,0.025348,0.042264,0.043425212,0.013206
19,0.00271128,4.767,0.025957,0.021672,0.033722928,0.0112
20,0.00276423,19.923,0.025622,0.073274,0.036516573,0.012982
21,0.00295653,12.881,0.025662,0.02838,0.034821479,0.010788
22,0.00217238,0.006,0.015876,0.011539,0.011253629,0.008163
23,0.00382973,31.151,0.02899,0.023544,0.037143255,0.010826
24,0.00251787,0.003,0.019308,0.019763,0.007299729,0.008407
25,0.00314934,0.122,0.022806,0.01663,0.036662954,0.010004
26,0.00333238,6.787,0.021508,0.0272,0.037564751,0.011003
27,0.00440342,33.505,0.030988,0.039486,0.04116257,0.013981
28,0.00227392,0.008,0.021889,0.024334,0.008506028,0.014697
29,0.00255166,0.008,0.021771,0.023911,0.034587728,0.010784
30,0.00394233,0.894,0.026242,0.022697,0.039862032,0.014642
31,0.00297702,10.412,0.021313,0.027321,0.032432028,0.012369
32,0.00338683,10.294,0.025149,0.029436,0.041973963,0.011275
33,0.00344583,0.006,0.027659,0.025022,0.022550722,0.009931
34,0.00284929,5.672,0.027067,0.030625,0.036262901,0.01059
35,0.00299094,14.451,0.025605,0.0204,0.033028689,0.014185
36,0.00293497,1.545,0.021446,0.025484,0.029225453,0.011414
37,0.00275169,4.595,0.024884,0.020265,0.036252107,0.010154
38,0.00316357,10.244,0.024301,0.027937,0.03307907,0.009953
39,0.00305657,4.45,0.024539,0.018666,0.035697437,0.011
40,0.00290694,0.01,0.023242,0.021837,0.009052704,0.010554
41,0.00352219,7.097,0.025037,0.024091,0.035974221,0.011206
42,0.00248035,1.24,0.022126,0.020103,0.034488785,0.010109
43,0.0030964,1.315,0.025517,0.019622,0.025930498,0.012417
44,0.00281098,12.286,0.023537,0.023866,0.032450897,0.009823
45,0.00330558,10.023,0.024912,0.025443,0.038676339,0.012826
46,0.00414428,0.051,0.031183,0.03651,0.042925471,0.012554
47,0.00280148,1.003,0.020425,0.04554,0.0078691,0.010692
48,0.00264315,3.834,0.020903,0.022691,0.02947509,0.010487
49,0.00288959,4.431,0.023214,0.038701,0.03242272,0.009984
50,0.00253295,0.052,0.017758,0.024913,0.034037917,0.008126
51,0.00298644,4.216,0.020453,0.026338,0.033839722,0.009169
52,0.0031786,1.861,0.02421,0.010907,0.032686356,0.009153
53,0.00270364,12.478,0.024926,0.026973,0.00791125,0.01155
