problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000249101,0.004,0.018529,0.015628,0.002823166,0.015,0.006521
12,0.000309399,0.007,0.02232,0.012893,0.002796275,0.016,0.008847
13,0.000308329,0.005,0.018967,0.008407,0.002709095,0.013000000000000001,0.006746
14,0.000368109,0.01,0.028751,0.021222,0.003133175,0.023,0.016407
15,0.000300056,0.005,0.020796,0.017681,0.003106416,0.081,0.008029
16,0.000306406,0.659,0.022332,0.010852,0.003162976,0.017,0.00961
17,0.000264051,0.005,0.014935,0.012325,0.002680149,0.01,0.00858
18,0.000281985,0.003,0.019244,0.011835,0.002522216,0.018000000000000002,0.009801
19,0.000320538,0.006,0.020901,0.00952,0.00252587,0.03,0.00929
20,0.000299334,0.006,0.02048,0.009087,0.002423283,0.016,0.008729
21,0.000330603,4.295,0.0235,0.014404,0.003354289,0.017,0.011689
22,0.000293008,0.005,0.019504,0.010223,0.002396743,0.043000000000000003,0.007497
23,0.000316253,2.329,0.022274,0.012475,0.002772459,0.021,0.014584
24,0.000294285,0.005,0.019625,0.012246,0.002166294,0.017,0.009033
25,0.000304053,0.004,0.021128,0.013896,0.002768523,0.032,0.006648
26,0.000287608,0.005,0.017941,0.010319,0.002230103,0.013000000000000001,0.008923
27,0.000272444,0.137,0.018466,0.010672,0.002399082,0.013000000000000001,0.011016
28,0.000298901,0.005,0.019823,0.015239,0.00265276,0.022,0.006011
29,0.000295534,0.006,0.020802,0.010854,0.002422083,0.016,0.007357
30,0.000315691,0.009,0.020712,0.0149,0.002455354,0.025,0.007038
31,0.000294118,0.007,0.019673,0.016162,0.002310664,0.028,0.009497
32,0.000362504,0.008,0.025217,0.012149,0.002971017,0.017,0.009068
33,0.000273929,0.006,0.020102,0.009277,0.002353167,0.015,0.009367
34,0.000309855,0.005,0.022093,0.011243,0.002834533,0.018000000000000002,0.008243
35,0.000317672,0.007,0.021484,0.011795,0.002329571,0.015,0.007985
36,0.000303396,0.008,0.020961,0.01617,0.002198513,0.018000000000000002,0.012167
37,0.000275084,0.003,0.020343,0.00802,0.002225379,0.018000000000000002,0.004873
38,0.000284854,0.008,0.018349,0.012229,0.002615716,0.013000000000000001,0.010404
39,0.000293646,0.007,0.021718,0.016494,0.002240705,0.025,0.007566
40,0.000269076,0.004,0.020692,0.010472,0.002126392,0.015,0.006423
41,0.000281232,0.008,0.019507,0.015928,0.002108144,0.014,0.010127
42,0.000302277,0.025,0.020307,0.015108,0.002426621,0.015,0.010326
43,0.000285083,0.005,0.01896,0.007439,0.002109488,0.012,0.004196
44,0.000318049,0.007,0.022571,0.005965,0.002261709,0.023,0.004442
45,0.000310664,0.007,0.022913,0.011398,0.002213115,0.017,0.009835
46,0.000277055,0.005,0.020755,0.012613,0.002387392,0.016,0.009994
47,0.000308097,0.006,0.021742,0.021681,0.002246446,0.015,0.010188
48,0.000282521,0.006,0.018207,0.010624,0.002417718,0.014,0.011046
49,0.000293751,0.007,0.021287,0.01635,0.00164611,0.017,0.007402
50,0.000291714,1.81,0.021804,0.011195,0.001721552,0.022,0.012467
51,0.000274927,2.139,0.017718,0.007199,0.001509471,0.014,0.009314
52,0.000326584,0.006,0.02288,0.013342,0.002406429,0.016,0.008223
53,0.000234988,0.005,0.014676,0.009853,0.001321832,0.012,0.009346
54,0.000256033,3.794,0.018557,0.005031,0.001566181,0.015,0.008893
55,0.000298187,0.006,0.020332,0.019967,0.001693517,0.014,0.008063
56,0.000351172,0.007,0.025024,0.016838,0.002298142,0.023,0.01075
57,0.000311684,0.006,0.020601,0.012423,0.001794888,0.016,0.008057
58,0.000268979,0.004,0.018385,0.018229,0.001689653,0.014,0.010922
59,0.000286525,2.805,0.019599,0.007651,0.002097835,0.018000000000000002,0.009926
60,0.000279042,16.115,0.018733,0.010113,0.001718683,0.01,0.007978
61,0.000234057,0.006,0.017509,0.011095,0.001297382,0.03,0.008445
62,0.000306281,0.006,0.020678,0.009633,0.001635161,0.014,0.008979
63,0.000283316,0.006,0.018689,0.013889,0.001738513,0.014,0.007779
64,0.000325167,0.006,0.021269,0.017162,0.002584149,0.016,0.009733
65,0.00034432,0.006,0.023834,0.013931,0.002355624,0.057,0.011047
66,0.000300512,0.008,0.021159,0.006296,0.001766368,0.019,0.00844
67,0.000299833,0.006,0.021348,0.024236,0.001734765,0.025,0.008519
68,0.000291287,0.004,0.022386,0.00957,0.001870027,0.017,0.00725
69,0.00027984,0.004,0.019611,0.006862,0.001895384,0.015,0.006953
70,0.000295143,0.006,0.019614,0.009264,0.001767243,0.015,0.007571
71,0.000308105,0.005,0.020611,0.010356,0.001876863,0.015,0.008614
72,0.000235351,0.005,0.018177,0.015502,0.001474084,0.017,0.007466
73,0.000274902,0.004,0.020713,0.018412,0.001842052,0.014,0.010232
74,0.00027372,0.003,0.019879,0.006423,0.001755278,0.014,0.007873
75,0.000344,0.006,0.024017,0.01577,0.001873868,0.021,0.008239
76,0.000314061,0.006,0.021443,0.008775,0.001884986,0.042,0.007331
77,0.000295844,0.006,0.02008,0.01388,0.001928783,0.017,0.008252
78,0.000247665,0.004,0.017026,0.018268,0.001516925,0.014,0.007103
79,0.000247189,0.005,0.017069,0.005142,0.001632844,0.014,0.003844
80,0.000282013,3.542,0.020578,0.009437,0.001622025,0.029,0.010071
81,0.000314876,0.003,0.020406,0.01164,0.001942381,0.033,0.007548
82,0.000291508,0.006,0.020464,0.016517,0.002148916,0.083,0.007721
83,0.000247874,1.153,0.018274,0.006036,0.001414476,0.014,0.008596
84,0.000276362,2.011,0.018678,0.013492,0.001582307,0.013000000000000001,0.011622
85,0.000323203,0.006,0.02447,0.019528,0.002276486,0.019,0.01233
86,0.000265908,0.005,0.018353,0.039457,0.001697726,0.015,0.007403
87,0.000322789,0.003,0.023323,0.01654,0.001807373,0.028,0.008717
88,0.000327148,0.005,0.022963,0.01237,0.002154232,0.017,0.008955
89,0.000312974,0.007,0.021807,0.007282,0.001774156,0.021,0.006902
90,0.000282066,0.006,0.019989,0.013164,0.001886251,0.015,0.009863
91,0.000300657,0.005,0.021815,0.011827,0.002426282,0.017,0.009532
92,0.000268116,0.006,0.022707,0.011833,0.001621144,0.015,0.008303
93,0.00031856,2.91,0.025084,0.009993,0.002012688,0.017,0.013219
