problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000363834,0.022,0.034208,0.039568,0.004160639,0.04,0.034933
12,0.000301574,0.014,0.027836,0.032121,0.003091777,0.03,0.02861
13,0.000265008,0.009,0.025699,0.070112,0.003308523,0.273,0.023569
14,0.00030773,0.015,0.027705,0.084267,0.004098394,0.325,0.026844
15,0.000283504,0.011,0.026168,0.058278,0.003848673,0.307,0.026712
16,0.00034814,0.016,0.032826,0.068447,0.005008279,0.038,0.032099
17,0.00024985,0.009,0.021853,0.072176,0.003076064,0.026000000000000002,0.021093
18,0.000340089,0.02,0.031643,0.034074,0.003486786,0.036000000000000004,0.029216
19,0.000264109,0.009,0.024938,0.069774,0.003119566,0.028,0.021208
20,0.000352773,0.02,0.034486,0.062323,0.004021041,0.039,0.032293
21,0.000337222,0.014,0.030133,0.081974,0.003514203,0.036000000000000004,0.025405
22,0.00030694,0.013,0.029049,0.084843,0.003425044,0.034,0.026475
23,0.000285332,0.013,0.026524,0.062055,0.00316947,0.047,0.019394
24,0.000279201,0.016,0.025177,0.074606,0.002822018,0.031,0.023648
25,0.000363957,0.015,0.034813,0.084898,0.004331163,0.219,0.023852
26,0.000347557,0.016,0.032023,0.086016,0.004042848,0.039,0.025588
27,0.000315832,0.018,0.028868,0.030984,0.003089997,0.035,0.027243
28,0.000245683,0.008,0.022843,0.076748,0.002717531,0.028,0.024356
29,0.000318306,0.014,0.031055,0.090279,0.003803661,0.035,0.027212
30,0.000341703,0.013,0.03076,0.082427,0.003778976,0.034,0.029296
31,0.00034026,0.014,0.03228,0.081452,0.002826727,0.036000000000000004,0.019454
32,0.00029843,0.014,0.026483,0.063349,0.002823864,0.03,0.025716
33,0.000349347,0.018,0.030562,0.09716,0.003166355,0.043000000000000003,0.030563
34,0.000339293,0.016,0.03198,0.033725,0.002660336,0.035,0.022545
35,0.000321791,0.013,0.030209,0.091412,0.002930245,0.033,0.020988
36,0.00024602,0.01,0.021978,0.02653,0.001778596,0.025,0.017784
37,0.000297937,0.013,0.027715,0.034099,0.002028455,0.032,0.027585
38,0.000305768,0.014,0.029286,0.083794,0.002625397,0.323,0.025466
39,0.000275182,0.016,0.024607,0.027835,0.001884728,0.029,0.023968
40,0.000290709,0.012,0.02653,0.087124,0.002551612,0.03,0.026228
41,0.000290491,0.01,0.027691,0.031816,0.001932651,0.029,0.025873
42,0.000302264,0.012,0.028756,0.088058,0.002614632,0.033,0.026274
43,0.000287182,0.01,0.026925,0.080779,0.002428704,0.03,0.024318
44,0.000281486,0.012,0.025983,0.074398,0.002383997,0.031,0.02266
45,0.000317343,0.015,0.030282,0.028468,0.002428847,0.033,0.020158
46,0.000324768,0.014,0.029665,0.083355,0.002930859,0.2,0.024586
47,0.000348811,0.016,0.033265,0.095132,0.002786488,0.373,0.021781
48,0.000333017,0.016,0.030971,0.062019,0.003122429,0.038,0.02337
49,0.000280276,0.014,0.025204,0.053532,0.002393472,0.306,0.017826
50,0.000321021,0.017,0.030394,0.035603,0.002451914,0.032,0.028759
51,0.000334885,0.015,0.032594,0.09411,0.002990895,0.04,0.029917
52,0.000284522,0.011,0.027838,0.071791,0.002526461,0.296,0.027356
53,0.000307386,0.013,0.032816,0.036072,0.00217753,0.033,0.029805
54,0.000278168,0.017,0.025169,0.079091,0.002473657,0.029,0.023896
55,0.000309566,0.013,0.032455,0.032295,0.00254419,0.032,0.026345
56,0.00031139,0.015,0.032529,0.075795,0.00249705,0.034,0.021413
57,0.000301036,0.017,0.027936,0.091419,0.002287269,0.323,0.026624
58,0.000335527,0.016,0.032684,0.083305,0.003070084,0.036000000000000004,0.027192
59,0.00027263,0.01,0.025059,0.07087,0.002229801,0.028,0.023369
60,0.000289522,0.014,0.027499,0.070986,0.004285095,0.032,0.021832
61,0.000310076,0.017,0.028017,0.075363,0.002682143,0.031,0.026841
62,0.000297767,0.013,0.028008,0.081426,0.002460176,0.185,0.025462
63,0.000310402,0.017,0.029295,0.081679,0.002561592,0.332,0.024573
64,0.000340223,0.017,0.031511,0.085418,0.003178738,0.33,0.030649
65,0.00027719,0.011,0.025909,0.073702,0.002569013,0.167,0.023351
66,0.000298069,0.012,0.027886,0.03277,0.002400475,0.032,0.026968
67,0.0003772,0.02,0.034781,0.095151,0.00322166,0.04,0.029271
68,0.000320947,0.018,0.031298,0.091838,0.002682828,0.035,0.028115
69,0.000301044,0.009,0.027835,0.082409,0.002460604,0.308,0.022972
70,0.000350141,0.016,0.032838,0.035241,0.002667562,0.037,0.0202
71,0.000326973,0.015,0.031742,0.03101,0.002419804,0.035,0.02457
72,0.000326472,0.015,0.031097,0.055871,0.002763563,0.035,0.025804
73,0.000340975,0.019,0.03214,0.096539,0.003012658,0.036000000000000004,0.028279
74,0.000325959,0.015,0.030561,0.033605,0.002804183,0.036000000000000004,0.02947
75,0.000261468,0.009,0.022753,0.068406,0.002112352,0.268,0.022119
76,0.000285398,0.01,0.026882,0.081922,0.002302109,0.032,0.022663
77,0.00027993,0.012,0.025559,0.055227,0.002318018,0.036000000000000004,0.019802
78,0.000295861,0.012,0.026184,0.073355,0.002424117,0.03,0.023887
79,0.000267362,0.01,0.023167,0.080565,0.002289868,0.295,0.023738
80,0.000296674,0.013,0.027705,0.077038,0.002449954,0.031,0.025439
81,0.000328785,0.014,0.029765,0.083111,0.002792021,0.035,0.027158
82,0.000310945,0.016,0.026701,0.077726,0.002586868,0.033,0.025727
83,0.000333253,0.013,0.031388,0.035184,0.002395035,0.035,0.032875
84,0.000281868,0.009,0.026315,0.071631,0.002238796,0.28700000000000003,0.019498
85,0.000286318,0.007,0.027883,0.053851,0.002463193,0.03,0.027924
86,0.0003166,0.011,0.030786,0.031129,0.002506151,0.035,0.025255
87,0.000294904,0.011,0.026136,0.08573,0.00228543,0.035,0.026964
88,0.000312827,0.015,0.03075,0.092911,0.002644384,0.037,0.02622
89,0.000287921,0.01,0.027582,0.031995,0.002074867,0.033,0.018197
90,0.000298027,0.014,0.028128,0.086189,0.002532546,0.034,0.025637
91,0.000291139,0.012,0.027359,0.029528,0.002093965,0.029,0.025848
92,0.000309366,0.014,0.028987,0.083307,0.002701084,0.033,0.027011
