problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000261807,0.002,0.0185,0.01565,0.002727291,0.014,0.000738
12,0.00032444,0.002,0.022454,0.013129,0.002621219,0.016,0.000926
13,0.000315338,0.001,0.019487,0.009104,0.002634165,0.012,0.000932
14,0.0003788,0.002,0.028717,0.021149,0.003176639,0.023,0.001119
15,0.000316729,0.001,0.021033,0.017711,0.00296449,0.077,0.000899
16,0.000308703,0.002,0.022455,0.010965,0.003095787,0.017,0.000961
17,0.000273677,0.001,0.014965,0.012427,0.002369811,0.009000000000000001,0.001276
18,0.000290699,0.001,0.01949,0.011814,0.002503123,0.017,0.000789
19,0.000316283,0.001,0.021049,0.009543,0.002543078,0.03,0.000932
20,0.000302258,0.002,0.020352,0.009326,0.002390512,0.017,0.000871
21,0.000334659,0.002,0.023434,0.014871,0.003094078,0.016,0.002501
22,0.000297271,0.001,0.019267,0.010238,0.0023617,0.04,0.000866
23,0.000325345,0.002,0.022153,0.01111,0.00267325,0.02,0.002751
24,0.000296832,0.002,0.019843,0.012315,0.002279427,0.016,0.000873
25,0.000312686,0.001,0.02138,0.013908,0.002784278,0.034,0.000911
26,0.000293574,0.002,0.018306,0.010384,0.002169079,0.013000000000000001,0.000843
27,0.000279481,0.002,0.018452,0.010698,0.002363693,0.013000000000000001,0.00215
28,0.000301903,0.002,0.019698,0.015677,0.002585248,0.021,0.000923
29,0.000300181,0.001,0.02089,0.011682,0.002402582,0.016,0.000874
30,0.000326062,0.002,0.020479,0.014875,0.002520592,0.015,0.001263
31,0.000301859,0.001,0.019892,0.015981,0.002292225,0.022,0.000857
32,0.000379873,0.003,0.025439,0.01241,0.002876112,0.016,0.00109
33,0.000288505,0.001,0.020496,0.009372,0.002139315,0.014,0.000781
34,0.000331646,0.001,0.022196,0.011384,0.002689468,0.018000000000000002,0.00094
35,0.000320595,0.001,0.021598,0.011719,0.002246672,0.014,0.000903
36,0.000318973,0.001,0.020784,0.016184,0.002127654,0.018000000000000002,0.000914
37,0.000284475,0.002,0.020439,0.007972,0.002244171,0.018000000000000002,0.000839
38,0.000285625,0.002,0.018693,0.012411,0.002572048,0.013000000000000001,0.001595
39,0.000297182,0.002,0.021858,0.016506,0.002154904,0.024,0.000908
40,0.000272662,0.002,0.020734,0.009599,0.002078715,0.015,0.000778
41,0.000289097,0.001,0.019577,0.016064,0.002004342,0.014,0.00174
42,0.000310052,0.002,0.020347,0.015114,0.002404356,0.014,0.000902
43,0.000294285,0.002,0.019245,0.007311,0.002027175,0.013000000000000001,0.000854
44,0.000325161,0.002,0.022634,0.006106,0.002258486,0.02,0.00092
45,0.000311104,0.002,0.022857,0.01157,0.002113358,0.019,0.000905
46,0.000275372,0.001,0.020885,0.012715,0.002237765,0.016,0.000805
47,0.000317405,0.002,0.021742,0.02113,0.002275241,0.016,0.000882
48,0.00029548,0.001,0.017971,0.010477,0.002227294,0.013000000000000001,0.000816
49,0.000297073,0.002,0.021409,0.017627,0.001430288,0.017,0.000878
50,0.000307871,0.002,0.021986,0.011232,0.001729638,0.02,0.002146
51,0.000283619,0.002,0.017934,0.007277,0.001534722,0.015,0.003935
52,0.000330404,0.002,0.023018,0.013333,0.002247607,0.015,0.000958
53,0.00024566,0.001,0.014806,0.009693,0.001391451,0.012,0.000687
54,0.00025895,0.001,0.01856,0.005159,0.001682599,0.014,0.005427
55,0.000313741,0.002,0.020558,0.020034,0.001771723,0.015,0.000802
56,0.000357946,0.002,0.024952,0.016909,0.002386292,0.028,0.001061
57,0.000322668,0.002,0.020059,0.012557,0.001969725,0.015,0.000901
58,0.000274018,0.002,0.018667,0.018157,0.001606445,0.014,0.000748
59,0.000298075,0.001,0.01952,0.007809,0.002144694,0.017,0.002018
60,0.000280452,0.002,0.019078,0.010117,0.001670843,0.01,0.002387
61,0.000241835,0.001,0.017482,0.011091,0.00137294,0.029,0.000696
62,0.000311105,0.001,0.020639,0.00967,0.001733026,0.012,0.000925
63,0.000299087,0.002,0.018831,0.014157,0.001771667,0.013000000000000001,0.000821
64,0.000327499,0.002,0.021312,0.021968,0.002364286,0.015,0.000973
65,0.000351812,0.002,0.023828,0.014078,0.002471122,0.067,0.001
66,0.000310615,0.002,0.021479,0.006445,0.001753595,0.02,0.000858
67,0.000311464,0.002,0.021299,0.027415,0.001683797,0.028,0.000862
68,0.000291751,0.002,0.022406,0.009728,0.001901202,0.016,0.000835
69,0.000284368,0.002,0.019669,0.007027,0.001819646,0.016,0.000793
70,0.000303696,0.001,0.019477,0.009811,0.001712436,0.015,0.000873
71,0.000315932,0.002,0.020487,0.010404,0.00176934,0.015,0.000901
72,0.00023834,0.001,0.018152,0.015594,0.001451431,0.017,0.000697
