problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.0526159,0.054,0.078809,0.178258487,0.255,0.090722
12,0.0326738,0.034,0.053522,0.106425434,0.193,0.055358
13,0.011396,0.012,0.025735,0.167565086,0.23600000000000002,0.086607
14,0.0113129,0.012,0.024983,0.139428443,0.449,0.06866
15,0.0675577,0.066,0.106028,0.14699448,0.278,0.089977
16,0.0706682,0.07,0.103595,0.156647655,0.277,0.094145
17,0.0857372,0.085,0.154333,0.146488154,0.252,0.07086
18,0.0408592,0.041,0.06319,0.149750373,0.20600000000000002,0.06543
19,0.00954949,0.011,0.019161,0.119699779,0.2,0.055895
20,0.147261,0.144,0.261186,0.173528278,0.28700000000000003,0.074755
21,0.318762,0.307,0.578199,0.151374667,0.259,0.075348
22,0.0170489,0.018,0.033014,0.160012425,0.278,0.0925
23,0.177292,0.172,0.301359,0.149050468,0.249,0.097172
24,0.0111812,0.012,0.024726,0.119166389,0.23700000000000002,0.080679
25,0.00982314,0.01,0.020664,0.115310923,0.35000000000000003,0.083914
26,0.165788,0.159,0.302946,0.116372572,0.406,1.588895
27,0.0131239,0.014,0.025725,0.121522471,0.222,0.062033
28,0.0723241,0.072,0.113656,0.135649848,0.244,0.092271
29,0.0140058,0.015,0.028143,0.122500276,0.222,0.076575
30,0.0416875,0.041,0.067258,0.115239553,0.203,0.075117
31,0.0128462,0.014,0.026527,0.126027906,0.245,0.074885
32,0.0600105,0.06,0.10097,0.169348841,0.291,0.085313
33,0.0132748,0.013,0.024238,0.125049755,0.20400000000000001,0.071805
34,0.0119108,0.013,0.022613,0.125021423,0.202,0.08407
35,0.0581351,0.058,0.087773,0.14244137,0.24,0.084454
36,0.044543,0.045,0.073498,0.190706102,0.265,0.070364
37,0.0131425,0.014,0.023596,0.121568978,0.202,0.064286
38,0.0378275,0.039,0.060049,0.11136877,0.21,0.052412
39,0.0159642,0.017,0.031492,0.136854997,0.279,0.10569
40,0.0127819,0.014,0.026077,0.132357731,0.241,0.085892
41,0.0508658,0.051,0.082707,0.148780264,0.25,0.070094
42,0.016065,0.017,0.032654,0.149364824,0.248,0.09061
43,0.0478304,0.048,0.081844,0.122792824,0.267,0.07766
44,0.126619,0.123,0.225344,0.125851125,0.223,0.068403
45,0.0376153,0.037,0.061878,0.10835295,0.179,0.052736
46,0.0113859,0.012,0.026352,0.12745622,0.263,0.078698
47,0.130981,0.127,0.233759,0.133588487,0.245,0.07793
48,0.0579634,0.058,0.08326,0.132915142,0.198,0.069958
49,0.0152401,0.016,0.03077,0.142596027,0.28600000000000003,0.083879
50,0.0146798,0.015,0.031686,0.14212514,0.263,0.083293
51,0.538341,0.515,1.0146,0.137741045,0.245,0.077402
52,0.0144756,0.015,0.028147,0.129341818,0.277,0.082066
