problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.00240715,0.004,0.012611,0.006781,0.025502063,0.213,0.002527
12,0.00216431,0.003,0.011341,0.00729,0.026533616,0.11,0.003655
13,0.00203636,0.002,0.011429,0.016699,0.033646033,0.108,0.002784
14,0.00219043,0.003,0.01293,0.006961,0.027448988,0.105,0.003185
15,0.00270071,0.003,0.013004,0.011955,0.030427347,0.521,0.003711
16,0.00210604,0.003,0.011337,0.010306,0.024757943,0.083,0.002836
17,0.00188514,0.003,0.010944,0.014458,0.021934515,0.152,0.002625
18,0.00229735,0.003,0.011729,0.008027,0.025454213,0.078,0.003234
19,0.00183534,0.003,0.01269,0.005203,0.022759423,0.06,0.002795
20,0.00290791,0.004,0.013173,0.009557,0.024779383,0.091,0.003736
21,0.00225287,0.003,0.011709,0.007058,0.023738773,0.14300000000000002,0.002156
22,0.00228976,0.004,0.012477,0.006875,0.022900787,0.009000000000000001,0.002333
23,0.00317138,0.004,0.013011,0.011802,0.023022211,0.135,0.002994
24,0.00213285,0.003,0.0135,0.009461,0.007468243,0.42,0.002758
25,0.00310153,0.004,0.015144,0.00629,0.017455807,0.008,0.002283
26,0.00173277,0.003,0.011597,0.008734,0.016801994,0.051000000000000004,0.002411
27,0.00277762,0.003,0.012136,0.004837,0.005758618,0.213,0.001526
28,0.00275742,0.003,0.012325,0.00967,0.019046157,0.20600000000000002,0.002359
29,0.00246494,0.004,0.013347,0.0051,0.016800988,0.096,0.002468
30,0.00150333,0.003,0.011999,0.008567,0.005708534,0.02,0.002271
31,0.00266234,0.004,0.016205,0.009286,0.022664622,0.108,0.003085
32,0.00195881,0.003,0.011969,0.007221,0.018669454,0.405,0.002953
33,0.00192502,0.003,0.010929,0.006674,0.022676444,0.095,0.003317
34,0.00394409,0.005,0.01267,0.006031,0.022953799,0.159,0.002708
35,0.00299782,0.004,0.011515,0.004288,0.01744362,0.131,0.002554
36,0.00222647,0.003,0.013395,0.006796,0.023939962,0.122,0.003429
37,0.00200496,0.003,0.012764,0.008091,0.018599225,0.149,0.002591
38,0.00193445,0.003,0.013331,0.011327,0.008241091,0.444,0.00421
39,0.00173226,0.003,0.008865,0.005481,0.013591063,0.089,0.002013
40,0.00316393,0.003,0.010748,0.003781,0.014631027,0.124,0.001933
41,0.00195689,0.003,0.011178,0.010375,0.020403769,0.10400000000000001,0.002807
42,0.00169197,0.002,0.009313,0.006439,0.005431858,0.17300000000000001,0.002253
43,0.000333827,0.001,0.009505,0.006046,0.003887862,0.022,0.001791
44,0.000409652,0.001,0.011913,0.006611,0.012878298,0.021,0.001296
45,0.00299181,0.004,0.012296,0.006088,0.020603834,0.136,0.003213
46,0.00192022,0.003,0.012355,0.008673,0.018659819,0.126,0.001681
47,0.00212745,0.003,0.013283,0.010431,0.017550797,0.17,0.003715
48,0.00241872,0.003,0.011688,0.009178,0.016455609,0.10400000000000001,0.00278
49,0.00252243,0.003,0.011671,0.008228,0.021734389,0.166,0.004023
50,0.00236744,0.004,0.012662,0.007111,0.019736962,0.041,0.003146
51,0.00244112,0.003,0.012469,0.011178,0.006822295,0.10400000000000001,0.002642
52,0.00239834,0.003,0.012657,0.008957,0.016495504,0.089,0.002756
53,0.00266079,0.004,0.013018,0.008704,0.038311583,0.161,0.002922
54,0.00233603,0.003,0.0114,0.0093,0.021856929,0.209,0.002808
