problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.00579747,0.007,0.023547,0.029525,0.057449335,0.212,0.009435
12,0.00367687,0.005,0.017577,0.031996,0.047035039,0.199,0.007803
13,0.00438456,0.006,0.020417,0.028928,0.052565156,0.26,0.009049
14,0.00378428,0.005,0.02168,0.025619,0.074955144,1.344,0.007575
15,0.00400029,0.005,0.02143,0.028347,0.054820328,0.212,0.008763
16,0.00366347,0.004,0.016177,0.025001,0.038170337,0.169,0.007342
17,0.00429487,0.005,0.016984,0.027141,0.033019019,0.184,0.006992
18,0.00448005,0.006,0.019022,0.028312,0.042780745,0.193,0.008725
19,0.00409281,0.006,0.019349,0.024313,0.048019194,0.245,0.008039
20,0.00366209,0.005,0.01617,0.024288,0.039850341,1.864,0.008027
21,0.00457456,0.006,0.025555,0.035099,0.058335135,0.255,0.011771
22,0.00356008,0.004,0.01735,0.030153,0.035270223,1.547,0.00792
23,0.00371345,0.005,0.019534,0.026782,0.036877773,2.1470000000000002,0.007894
24,0.00472667,0.006,0.021927,0.028063,0.063565972,0.222,0.007707
25,0.004004,0.004,0.01835,0.025866,0.038722343,1.385,0.007561
26,0.00374799,0.005,0.021757,0.03105,0.044219297,1.891,0.007978
27,0.00363612,0.005,0.022324,0.027204,0.051630377,0.23800000000000002,0.009346
28,0.00398868,0.005,0.021381,0.025883,0.041814662,0.202,0.007973
29,0.00378286,0.004,0.019837,0.02657,0.037597613,2.378,0.006768
30,0.00292118,0.004,0.014937,0.018087,0.026247202,0.97,0.005817
31,0.0040729,0.005,0.020051,0.032141,0.043374337,1.706,0.007368
32,0.00398973,0.005,0.016743,0.024323,0.036343821,2.0060000000000002,0.00798
33,0.00380867,0.005,0.022821,0.039444,0.04988559,0.229,0.009033
34,0.00480835,0.006,0.023349,0.031738,0.044420741,2.015,0.009928
35,0.00522087,0.006,0.024445,0.028425,0.044733109,0.267,0.00859
36,0.00457881,0.006,0.019613,0.032709,0.035516808,0.198,0.007797
37,0.00355719,0.005,0.015315,0.028738,0.028220771,0.194,0.007224
38,0.00425997,0.006,0.020645,0.031966,0.041013908,0.244,0.008179
39,0.00446293,0.006,0.024346,0.043206,0.052828626,0.298,0.012797
40,0.00380233,0.005,0.020309,0.029572,0.045436231,0.22,0.009213
41,0.00464885,0.007,0.024669,0.030181,0.053805683,0.257,0.00981
42,0.00401662,0.006,0.017789,0.024193,0.039784406,1.756,0.00813
43,0.00424888,0.006,0.022399,0.027979,0.053012311,0.226,0.009693
44,0.00411018,0.006,0.022523,0.030076,0.048260452,1.943,0.009414
45,0.00400689,0.006,0.023188,0.032791,0.04864873,0.251,0.012086
46,0.00349943,0.004,0.018254,0.029146,0.033850828,0.228,0.007903
47,0.00398952,0.006,0.017972,0.021023,0.031889156,1.3940000000000001,0.007455
48,0.00334241,0.004,0.014626,0.023825,0.030629252,1.78,0.006164
49,0.00513367,0.007,0.024364,0.034626,0.043582925,2.927,0.00937
50,0.00493499,0.006,0.020968,0.032093,0.043416852,2.273,0.008007
51,0.0042498,0.005,0.016901,0.023668,0.03208834,0.185,0.006357
52,0.00398575,0.004,0.01976,0.022526,0.031180208,2.282,0.00603
53,0.00388674,0.005,0.020263,0.030224,0.036270465,0.263,0.007463
54,0.00377574,0.005,0.017028,0.024954,0.032564339,0.171,0.006887
55,0.00529723,0.007,0.022215,0.029167,0.040524305,2.3850000000000002,0.008711
56,0.00372102,0.005,0.017153,0.023062,0.032038969,1.743,0.007146
57,0.00303933,0.004,0.01539,0.018238,0.030489814,0.195,0.00551
58,0.00434591,0.005,0.017215,0.020696,0.030625229,0.168,0.006686
59,0.00476835,0.007,0.021359,0.027946,0.041785535,0.211,0.008013
60,0.00406784,0.005,0.020549,0.028457,0.037088738,1.57,0.009168
61,0.00394169,0.005,0.019177,0.029922,0.042627987,0.203,0.00926
62,0.00383497,0.005,0.022266,0.024735,0.042061562,0.222,0.008843
63,0.00477667,0.007,0.02467,0.033534,0.057924964,0.247,0.012143
64,0.00387458,0.006,0.019938,0.031204,0.043203925,1.849,0.008909
65,0.00336204,0.005,0.016499,0.019596,0.039662502,0.17300000000000001,0.00893
66,0.00419428,0.006,0.023438,0.034071,0.043827133,1.911,0.009883
67,0.00362626,0.005,0.016574,0.022739,0.037737707,1.749,0.007773
68,0.0044944,0.006,0.022858,0.031939,0.054536165,0.247,0.010232
69,0.00375806,0.004,0.01671,0.030142,0.032648705,1.7630000000000001,0.007773
70,0.00426902,0.005,0.02163,0.02791,0.038483013,0.22,0.008529
71,0.00365956,0.005,0.016607,0.021124,0.028354971,1.07,0.006246
72,0.00328801,0.004,0.01688,0.020765,0.03168738,0.176,0.006671
73,0.00372994,0.005,0.021525,0.032275,0.048901352,0.242,0.009593
74,0.00373675,0.005,0.018616,0.026698,0.042380677,0.18,0.008339
75,0.00376654,0.005,0.019787,0.025087,0.036929685,0.2,0.009302
76,0.00520542,0.007,0.022636,0.027932,0.040760155,0.232,0.00868
77,0.00504893,0.007,0.0216,0.027122,0.044040338,2.047,0.008639
78,0.00342514,0.005,0.019376,0.032125,0.037693034,0.20500000000000002,0.00742
79,0.00480036,0.006,0.02141,0.031057,0.034616041,0.211,0.008189
80,0.00360382,0.005,0.018141,0.026906,0.033547595,0.203,0.006702
81,0.00425391,0.005,0.020843,0.030708,0.048383055,0.252,0.009815
82,0.00429071,0.005,0.017962,0.025193,0.033898893,0.195,0.007314
83,0.00449176,0.005,0.019039,0.02931,0.04184857,1.82,0.00856
84,0.00408896,0.005,0.0186,0.024666,0.032447857,1.957,0.00793
85,0.00371058,0.005,0.020084,0.027774,0.042840366,1.158,0.007973
86,0.0037972,0.005,0.02102,0.02567,0.039341746,0.895,0.008399
87,0.00484137,0.006,0.01683,0.026069,0.03366381,0.171,0.007822
88,0.00458666,0.005,0.024876,0.02548,0.035375532,0.257,0.007687
89,0.00431001,0.007,0.024832,0.037416,0.050270429,0.245,0.008795
90,0.00471923,0.006,0.023038,0.027626,0.038854572,2.221,0.008972
91,0.00411525,0.005,0.021087,0.032868,0.038253704,0.209,0.008247
92,0.00382293,0.005,0.020136,0.033869,0.038217781,0.211,0.0079
93,0.00372798,0.005,0.019655,0.027911,0.042238201,2.1,0.008478
94,0.00385032,0.006,0.024269,0.040056,0.048791134,0.271,0.009445
95,0.00392711,0.005,0.017152,0.027026,0.038009911,0.171,0.008139
96,0.00415009,0.006,0.022573,0.024503,0.03927704,0.233,0.007543
97,0.00525027,0.006,0.021685,0.033907,0.036591117,0.263,0.008584
98,0.00385479,0.005,0.022465,0.028701,0.043205871,0.268,0.008533
99,0.00415615,0.005,0.019814,0.027312,0.036871519,1.708,0.008172
100,0.00362715,0.005,0.014849,0.01977,0.026850904,0.17500000000000002,0.005646
101,0.00385689,0.005,0.021008,0.024388,0.038804977,0.192,0.007432
102,0.0030458,0.004,0.015253,0.022337,0.027961557,0.166,0.00701
103,0.00466437,0.006,0.016269,0.024568,0.034888729,2.019,0.007343
104,0.00372773,0.005,0.019829,0.022996,0.037971335,1.03,0.007514
105,0.00420039,0.005,0.017844,0.025256,0.033316451,0.23800000000000002,0.007114
106,0.00364932,0.005,0.016956,0.027524,0.028614263,2.466,0.007037
107,0.00398833,0.005,0.023041,0.026263,0.042368999,0.23,0.008119
108,0.00412428,0.006,0.022158,0.027693,0.035106301,0.202,0.007609
109,0.00373824,0.005,0.019393,0.030474,0.040568283,1.3800000000000001,0.008198
110,0.00373251,0.004,0.019646,0.029189,0.042593209,0.228,0.009687
111,0.00334155,0.005,0.017484,0.024853,0.031717781,0.189,0.007106
112,0.00510791,0.006,0.018461,0.026201,0.034468504,0.20400000000000001,0.007866
113,0.00321819,0.004,0.017583,0.027424,0.02848471,2.352,0.006744
114,0.00404384,0.006,0.019433,0.027905,0.035237829,1.573,0.008179
115,0.00373171,0.005,0.019757,0.0269,0.036330986,0.203,0.008255
116,0.00316832,0.004,0.018252,0.025573,0.037082825,0.194,0.007972
117,0.00440689,0.005,0.022399,0.02646,0.044977313,2.5,0.008803
118,0.00451729,0.006,0.019279,0.027441,0.033889872,0.19,0.007386
119,0.00376977,0.005,0.017219,0.025165,0.029983969,0.17400000000000002,0.007204
120,0.00426783,0.005,0.021273,0.032106,0.044292982,0.216,0.009718
121,0.00384362,0.005,0.016941,0.026453,0.039238841,2.375,0.008604
122,0.00406713,0.005,0.020576,0.028208,0.037506706,0.189,0.007686
123,0.00398891,0.005,0.021916,0.028494,0.046006766,2.615,0.009464
124,0.00340585,0.004,0.017744,0.025771,0.034224855,0.242,0.008273
125,0.00381925,0.005,0.022164,0.043029,0.052581197,1.854,0.011994
126,0.00482296,0.006,0.021601,0.031197,0.049351282,0.20700000000000002,0.010185
127,0.00435169,0.006,0.02096,0.036648,0.043325242,2.243,0.011064
128,0.00426177,0.005,0.020181,0.026896,0.045549751,0.216,0.008301
129,0.00284624,0.004,0.017243,0.020949,0.031765137,1.012,0.006459
130,0.00561062,0.007,0.02124,0.030357,0.037690248,0.232,0.008467
131,0.00387482,0.005,0.017056,0.02568,0.034059276,0.198,0.007456
132,0.00455144,0.005,0.018754,0.032586,0.036652048,0.213,0.00808
133,0.0041064,0.005,0.021608,0.026804,0.040626685,0.20400000000000001,0.008863
134,0.00393459,0.005,0.02082,0.026191,0.038149313,0.219,0.008634
135,0.00382441,0.004,0.018076,0.027339,0.039293089,0.177,0.007823
136,0.00458031,0.007,0.024538,0.036133,0.046733328,0.261,0.009287
137,0.00338296,0.004,0.01634,0.023888,0.029829136,0.194,0.007087
138,0.00493734,0.005,0.021453,0.025603,0.034110106,0.20600000000000002,0.008527
139,0.0036859,0.005,0.018318,0.030316,0.030973334,1.672,0.007673
140,0.00416696,0.005,0.019622,0.025903,0.033250308,0.17,0.007511
141,0.00344535,0.004,0.016292,0.02235,0.032658423,0.17400000000000002,0.007088
142,0.00369967,0.005,0.016448,0.021424,0.033716038,1.766,0.007085
143,0.00474843,0.005,0.020036,0.024616,0.034606917,0.20700000000000002,0.008163
144,0.00485933,0.006,0.022168,0.027359,0.04720541,0.253,0.009089
145,0.00420159,0.005,0.018656,0.024157,0.037570937,0.225,0.009062
146,0.00359307,0.005,0.018152,0.027916,0.033966947,0.211,0.007397
147,0.0035932,0.005,0.02138,0.030705,0.039405385,0.227,0.008506
148,0.00425375,0.006,0.023161,0.030986,0.044918758,0.223,0.009458
149,0.00484491,0.006,0.021716,0.027826,0.03989855,0.259,0.009003
150,0.00464601,0.006,0.020981,0.023526,0.034782183,2.5,0.008687
151,0.00362018,0.004,0.016903,0.020522,0.037824865,1.697,0.008486
152,0.00423346,0.006,0.017158,0.023853,0.03244177,0.199,0.008753
153,0.00443634,0.006,0.02232,0.029816,0.047860895,0.215,0.009626
154,0.00326465,0.004,0.01928,0.021194,0.032592087,0.17300000000000001,0.005979
155,0.00424166,0.006,0.021544,0.031016,0.036486779,2.266,0.008602
156,0.00350735,0.005,0.020012,0.025061,0.035929215,1.6340000000000001,0.00733
157,0.0041114,0.005,0.018875,0.024259,0.032759546,0.19,0.007708
158,0.00467237,0.005,0.021448,0.036474,0.039243065,0.214,0.008429
159,0.0039656,0.005,0.018255,0.022295,0.03467815,1.228,0.007446
160,0.00416033,0.005,0.016269,0.023832,0.030889551,0.192,0.007612
161,0.00360543,0.005,0.018168,0.022611,0.032559755,0.189,0.007022
162,0.00501065,0.007,0.023581,0.041648,0.042552814,2.314,0.009224
163,0.004018,0.005,0.019975,0.035174,0.040546457,2.559,0.008487
164,0.00360644,0.005,0.01861,0.031432,0.039437438,0.219,0.008584
165,0.00541214,0.007,0.023086,0.028456,0.044238393,0.218,0.009207
166,0.00419187,0.005,0.019887,0.027345,0.039600094,0.211,0.008356
167,0.00329317,0.004,0.017022,0.033556,0.034751342,2.444,0.008433
168,0.00428643,0.005,0.021453,0.023684,0.038701996,0.225,0.008417
169,0.00300085,0.004,0.018646,0.036684,0.043950687,0.23500000000000001,0.00929
170,0.00443582,0.006,0.019767,0.032204,0.045992197,0.22,0.008227
171,0.0043626,0.006,0.021968,0.033347,0.046453251,0.275,0.009121
172,0.00358599,0.005,0.019763,0.027344,0.037147676,1.672,0.00818
173,0.00322042,0.004,0.019397,0.021888,0.033905288,0.2,0.00759
174,0.00454507,0.006,0.018006,0.023296,0.031021209,0.18,0.007085
175,0.00375419,0.005,0.017951,0.021094,0.033372706,2.358,0.006931
176,0.00470777,0.006,0.02351,0.029518,0.046929424,1.729,0.008766
177,0.00357374,0.005,0.02069,0.028032,0.035293495,1.9120000000000001,0.007424
178,0.00440965,0.006,0.02464,0.031964,0.045592646,0.241,0.010352
179,0.00464611,0.006,0.024035,0.040339,0.053058026,3.161,0.011752
180,0.00412775,0.006,0.019936,0.02583,0.037733409,0.203,0.007728
181,0.00397804,0.005,0.023835,0.031265,0.044092104,0.231,0.008384
182,0.00385652,0.006,0.023214,0.025728,0.037754524,0.224,0.007913
183,0.00334889,0.005,0.017113,0.026167,0.03535366,1.455,0.007281
184,0.0044203,0.005,0.026837,0.020486,0.026684919,1.1400000000000001,0.005221
185,0.00444026,0.006,0.023582,0.040483,0.041429407,0.266,0.009587
186,0.00355157,0.005,0.017527,0.02402,0.026881509,0.168,0.005384
187,0.00433147,0.006,0.022293,0.029258,0.041727573,1.911,0.009296
188,0.00445773,0.005,0.01841,0.024498,0.032115997,0.186,0.00783
189,0.00368282,0.005,0.020463,0.029757,0.042206904,2.0260000000000002,0.009214
190,0.00313234,0.004,0.01548,0.029272,0.032080707,1.824,0.008148
191,0.00406711,0.005,0.022513,0.031027,0.046326442,0.227,0.010866
192,0.00312806,0.004,0.016528,0.0205,0.033496895,0.153,0.006762
193,0.00389098,0.005,0.019771,0.027268,0.040833892,0.22,0.008121
194,0.00432746,0.006,0.020703,0.031237,0.048257913,2.18,0.011473
195,0.00396264,0.005,0.022927,0.029749,0.042929709,1.426,0.00935
196,0.00352618,0.005,0.017017,0.026706,0.029010276,0.184,0.00662
197,0.0043436,0.005,0.019129,0.023768,0.033017858,1.047,0.006924
198,0.0041749,0.006,0.022091,0.024526,0.043803714,0.253,0.008608
199,0.00434667,0.006,0.019098,0.027623,0.036738973,0.202,0.007542
200,0.00393202,0.005,0.018333,0.030091,0.034611953,0.21,0.007404
201,0.00308429,0.005,0.016716,0.020642,0.031790586,1.865,0.006293
202,0.00403513,0.005,0.019896,0.026853,0.032701863,0.187,0.007025
203,0.00322399,0.004,0.017541,0.025282,0.028275807,1.4040000000000001,0.006879
204,0.00343956,0.004,0.017229,0.02169,0.031055712,0.153,0.006372
205,0.00397817,0.005,0.018911,0.031983,0.038784433,0.196,0.00773
206,0.00491742,0.007,0.023828,0.03164,0.046414031,0.254,0.009834
207,0.00412341,0.005,0.020713,0.02933,0.044927087,0.247,0.00997
208,0.0039787,0.005,0.020611,0.019428,0.031386325,0.181,0.006644
209,0.00368262,0.004,0.018655,0.029509,0.033464989,0.23,0.007964
210,0.00407359,0.005,0.017381,0.024034,0.029799432,1.2590000000000001,0.007484
