problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000170132,0.001,0.010964,0.004654,0.002669739,0.046,0.000416
12,0.000168686,0.001,0.011463,0.011126,0.002689021,0.007,0.000385
13,8.2715e-05,0.001,0.007645,0.002441,0.008848236,0.007,0.000713
14,0.00016957,0.001,0.01318,0.004156,0.002688461,0.008,0.000402
15,0.000184798,0.001,0.010603,0.005175,0.002613317,0.012,0.000466
16,0.000152259,0.001,0.008916,0.002593,0.002920035,0.009000000000000001,0.000377
17,0.000148103,0.001,0.009959,0.003719,0.002058951,0.009000000000000001,0.000343
18,0.000178861,0.001,0.010067,0.005719,0.002185829,0.007,0.001708
19,0.000148636,0.001,0.011279,0.003453,0.002071328,0.006,0.00037
20,0.000166924,0.001,0.011247,0.009471,0.00204293,0.006,0.000378
21,0.0001682,0.001,0.010584,0.006574,0.001967825,0.007,0.000394
22,0.000168588,0.001,0.011168,0.004995,0.001827728,0.008,0.000412
23,0.000168838,0.001,0.010251,0.005753,0.002484822,0.009000000000000001,0.000426
24,0.000167988,0.001,0.010943,0.005598,0.001798698,0.007,0.0004
25,0.000159773,0.001,0.009504,0.002996,0.002262219,0.013000000000000001,0.000405
26,0.000154118,0.001,0.009612,0.004268,0.001640765,0.009000000000000001,0.000372
27,0.000179435,0.001,0.013614,0.006809,0.001916786,0.01,0.000411
28,0.000178793,0.001,0.012798,0.005498,0.002700221,0.009000000000000001,0.000423
29,0.000164906,0.001,0.010042,0.005097,0.002322508,0.007,0.000424
30,0.000131052,0.001,0.007485,0.002278,0.001636048,0.005,0.000343
31,0.000149489,0.001,0.009498,0.003403,0.001807634,0.009000000000000001,0.000371
32,0.000150545,0.001,0.009577,0.005343,0.001627455,0.008,0.000353
33,0.000167435,0.001,0.011062,0.004243,0.001831915,0.009000000000000001,0.000396
34,0.000179917,0.001,0.010444,0.004206,0.001869946,0.008,0.00045
35,0.000161809,0.001,0.009187,0.004419,0.001893368,0.007,0.000896
36,0.000157084,0.001,0.009736,0.015325,0.002148162,0.048,0.000391
37,0.000160744,0.001,0.008821,0.003637,0.001601953,0.008,0.000393
38,0.000161456,0.001,0.010369,0.003222,0.0018006,0.007,0.002719
39,0.000174111,0.001,0.011918,0.006428,0.002136657,0.007,0.003148
40,0.000171976,0.001,0.010595,0.004281,0.001997942,0.009000000000000001,0.000415
41,0.000176312,0.001,0.009362,0.003095,0.001928935,0.007,0.000448
42,0.000169716,0.001,0.009618,0.00432,0.001600753,0.006,0.000443
43,0.000168589,0.002,0.0104,0.00517,0.001696475,0.008,0.000425
44,0.00016086,0.001,0.01093,0.007538,0.002103869,0.016,0.00038
45,0.000138383,0.001,0.008361,0.005094,0.001623279,0.006,0.000322
46,0.000167485,0.002,0.009816,0.008407,0.002414471,0.085,0.00187
47,0.000167075,0.001,0.010125,0.005455,0.001570852,0.007,0.000392
48,0.000175597,0.001,0.012174,0.010637,0.001774838,0.008,0.000397
49,0.000152615,0.001,0.009492,0.004586,0.001610438,0.008,0.000369
50,0.00016668,0.001,0.010158,0.004277,0.001693235,0.024,0.000395
51,0.000203294,0.002,0.010504,0.004713,0.001702951,0.008,0.000447
52,0.000150253,0.001,0.00847,0.0035,0.001584666,0.009000000000000001,0.000357
53,0.000146545,0.001,0.008682,0.005058,0.001759224,0.014,0.00035
54,0.000149921,0.001,0.007818,0.003004,0.001503027,0.01,0.001148
55,0.000165068,0.001,0.010937,0.00392,0.001947418,0.03,0.000402
56,0.000145631,0.001,0.011455,0.003486,0.001355653,0.006,0.000922
57,0.00016572,0.001,0.009058,0.002968,0.001927956,0.01,0.000874
58,0.000165388,0.001,0.010528,0.003609,0.00169723,0.006,0.000391
59,0.000176296,0.001,0.012238,0.009018,0.002030039,0.013000000000000001,0.00042
60,0.000157999,0.001,0.010777,0.003745,0.002022046,0.016,0.002721
61,0.0001686,0.001,0.009915,0.00297,0.001636778,0.007,0.002882
62,0.000181677,0.001,0.013431,0.004984,0.001728027,0.008,0.000422
63,0.000152839,0.001,0.009307,0.002372,0.001871705,0.008,0.001967
64,0.000159486,0.001,0.009311,0.00292,0.001864938,0.011,0.002089
65,0.000168255,0.001,0.011388,0.005466,0.001668187,0.008,0.000391
66,0.000182153,0.001,0.012276,0.007218,0.001802477,0.016,0.000423
67,0.000148259,0.001,0.008501,0.00334,0.001435044,0.005,0.001699
68,0.000169119,0.001,0.010204,0.003173,0.001559777,0.006,0.000389
69,0.000196127,0.002,0.012326,0.003067,0.002003733,0.008,0.000451
70,0.000186237,0.001,0.010582,0.00367,0.0017907,0.009000000000000001,0.001601
71,0.000162276,0.001,0.009674,0.004901,0.001578929,0.006,0.000389
72,0.000160963,0.001,0.009321,0.002782,0.001915198,0.005,0.000925
73,0.000153294,0.001,0.009171,0.00339,0.00116464,0.006,0.000386
74,0.000188624,0.002,0.010864,0.004607,0.001402556,0.006,0.000473
75,0.000132807,0.001,0.007891,0.004274,0.001283982,0.007,0.000329
76,0.000151678,0.001,0.009895,0.003263,0.001413233,0.007,0.000355
77,0.000177054,0.001,0.011874,0.007517,0.001394148,0.009000000000000001,0.000418
78,0.000176159,0.001,0.011205,0.00494,0.001486067,0.008,0.000411
79,0.000212479,0.002,0.013929,0.006014,0.00206848,0.01,0.000531
80,0.000145718,0.001,0.009945,0.002609,0.001534569,0.007,0.000352
81,0.000174256,0.001,0.012245,0.007278,0.001305293,0.019,0.0004
82,0.000173314,0.001,0.011021,0.00406,0.001738649,0.04,0.002038
83,0.000187031,0.001,0.013252,0.003878,0.001425443,0.012,0.000446
84,0.000149148,0.001,0.008337,0.00351,0.001301386,0.006,0.000364
85,0.00017351,0.002,0.012838,0.00638,0.001574218,0.03,0.000422
86,0.00015482,0.001,0.009431,0.002686,0.001369052,0.014,0.002126
87,0.000163211,0.001,0.010316,0.005295,0.001211931,0.013000000000000001,0.000381
88,0.000186906,0.001,0.014391,0.005908,0.001641605,0.009000000000000001,0.000435
89,0.000143773,0.001,0.008722,0.004652,0.001154262,0.006,0.000344
90,0.000187563,0.001,0.011404,0.006355,0.001558967,0.007,0.000441
91,0.000151449,0.001,0.008627,0.003626,0.00141841,0.015,0.00037
92,0.00014224,0.001,0.008534,0.006216,0.001107091,0.012,0.000363
93,0.00016141,0.001,0.009701,0.004846,0.00132594,0.007,0.00041
94,0.000167267,0.001,0.008968,0.005064,0.001230919,0.006,0.000415
95,0.00016748,0.001,0.009829,0.004211,0.001296303,0.006,0.000395
96,0.000181711,0.001,0.011617,0.01197,0.001823172,0.009000000000000001,0.001928
97,0.000148479,0.001,0.009331,0.01031,0.001016604,0.005,0.000364
98,0.000160266,0.001,0.009882,0.00581,0.001153478,0.009000000000000001,0.00037
99,0.000172175,0.001,0.012323,0.004293,0.001479746,0.012,0.0004
100,0.000144595,0.001,0.009378,0.003631,0.001275223,0.006,0.000347
101,0.000157087,0.001,0.009754,0.003887,0.001274176,0.008,0.000391
102,0.000193119,0.001,0.011773,0.005422,0.001548234,0.014,0.000482
103,0.000188933,0.001,0.012981,0.006067,0.001618007,0.014,0.00046
104,0.000154234,0.001,0.009941,0.002728,0.001196544,0.01,0.00037
105,0.000165735,0.001,0.011161,0.004047,0.001468366,0.012,0.000417
106,0.000149656,0.001,0.008887,0.003803,0.001071495,0.005,0.000369
107,0.000178624,0.001,0.020849,0.00428,0.001376804,0.009000000000000001,0.000428
108,0.000169053,0.001,0.010724,0.003955,0.001172889,0.009000000000000001,0.000408
109,0.000159741,0.001,0.009593,0.004339,0.00127606,0.005,0.000389
110,0.000171034,0.001,0.011114,0.004496,0.001438508,0.009000000000000001,0.000445
111,0.000158531,0.001,0.009175,0.00342,0.001198099,0.017,0.002174
112,0.000160525,0.001,0.011243,0.003857,0.001144478,0.008,0.002112
113,0.000148512,0.001,0.008657,0.002843,0.001057042,0.006,0.000354
114,0.000138943,0.001,0.007806,0.002975,0.000954399,0.005,0.000343
115,0.000190571,0.001,0.010754,0.004186,0.00154037,0.007,0.002252
116,0.00015845,0.001,0.00989,0.003974,0.001392634,0.008,0.00038
117,0.000170438,0.002,0.010358,0.009128,0.001684023,0.01,0.000423
118,0.000164918,0.001,0.009306,0.003034,0.001482972,0.007,0.000435
119,0.000148826,0.001,0.009227,0.007769,0.001264298,0.007,0.000375
120,0.000152372,0.001,0.010052,0.003159,0.001100343,0.007,0.00036
121,0.000170935,0.002,0.011849,0.0051,0.001349468,0.013000000000000001,0.000406
122,0.000160261,0.001,0.009164,0.004066,0.001261356,0.007,0.000386
123,0.000155524,0.001,0.010107,0.00744,0.001341024,0.01,0.001461
124,0.000179509,0.001,0.012263,0.00418,0.001824768,0.01,0.000444
125,0.000152806,0.001,0.008024,0.003106,0.001349194,0.006,0.001387
126,0.000171196,0.001,0.011477,0.005077,0.001523097,0.007,0.000401
127,0.00013658,0.001,0.008968,0.004542,0.001288022,0.011,0.000323
128,0.000151669,0.001,0.009711,0.007518,0.001228214,0.01,0.001337
129,0.000155558,0.001,0.009108,0.003895,0.001215102,0.007,0.002378
130,0.000184436,0.001,0.011446,0.007185,0.00150059,0.007,0.003024
131,0.000189884,0.002,0.011281,0.005545,0.001425276,0.01,0.002463
132,0.000166802,0.001,0.010638,0.003018,0.001425977,0.008,0.000421
133,0.000161563,0.001,0.009612,0.00486,0.001371687,0.01,0.000392
134,0.00014674,0.001,0.009335,0.006916,0.001265479,0.007,0.000344
