problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.0339758,0.034,0.059848,0.144566771,0.13,0.060138
12,0.0282623,0.029,0.046374,0.119870104,0.117,0.046878
13,0.0563044,0.056,0.096601,0.139203092,0.133,0.101298
14,0.0433309,0.044,0.071253,0.151936594,0.217,0.047476
15,0.0487503,0.049,0.081639,0.127061424,0.294,0.062694
16,0.0356287,0.035,0.058887,0.147424253,0.139,0.069686
17,0.0281296,0.028,0.04311,0.135617675,0.158,0.066519
18,0.0302298,0.04,0.047131,0.133004336,0.107,0.065334
19,0.0270087,0.027,0.044058,0.111691173,0.11900000000000001,0.046468
20,0.0328534,0.034,0.051461,0.153567647,0.335,0.076315
21,0.0334644,0.034,0.054656,0.14032273,0.28600000000000003,0.102544
22,0.0332078,0.057,0.056758,0.148191627,0.356,0.058316
23,0.0533283,0.054,0.085831,0.135945589,0.148,0.082611
24,0.0522466,0.052,0.085224,0.116639899,0.179,0.048332
25,0.0371135,0.041,0.063138,0.107838159,0.11900000000000001,0.092458
26,0.0393062,0.046,0.06814,0.11921844,0.161,0.061345
27,0.0831565,0.083,0.141462,0.117891515,0.128,0.051451
28,0.041166,0.041,0.066266,0.122595256,0.116,0.059395
29,0.029279,0.03,0.049347,0.117512741,0.128,0.064859
30,0.0516531,0.052,0.082101,0.100678009,0.113,0.064311
31,0.196416,0.193,0.342047,0.129407681,0.388,0.036722
32,0.0535858,0.054,0.085106,0.140884445,0.353,0.060373
33,0.0311268,0.031,0.050657,0.091817183,0.217,0.04944
34,0.0355542,0.042,0.059138,0.119304675,0.115,0.037295
35,0.046899,0.047,0.077243,0.113001616,0.193,0.060126
36,0.0253102,0.026,0.044016,0.127332992,0.224,0.042869
37,0.0437697,0.042,0.063618,0.105933914,0.101,0.060193
38,0.0299094,0.037,0.046961,0.092517015,0.171,0.042736
39,0.0515704,0.052,0.083864,0.147039438,0.298,0.059578
40,0.0327448,0.033,0.056605,0.116642076,0.183,0.067719
41,0.0329082,0.035,0.055544,0.119359018,0.147,0.053657
42,0.0266552,0.027,0.047792,0.102351356,0.149,0.058786
43,0.0353996,0.036,0.056641,0.116428407,0.32,0.046203
44,0.0249051,0.026,0.040882,0.108048363,0.168,0.047869
45,0.026609,0.027,0.043709,0.086481263,0.229,0.032619
46,0.0292096,0.029,0.04902,0.116555281,0.133,0.138229
47,0.0437132,0.044,0.069607,0.120409542,0.132,0.065755
48,0.0342594,0.045,0.055239,0.113580508,0.13,0.056751
49,0.053438,0.053,0.089264,0.14454468,0.367,0.083507
50,0.0407066,0.052,0.068964,0.114499711,0.32,0.063745
51,0.0287877,0.047,0.047715,0.110735173,0.146,0.066408
52,0.0300035,0.039,0.050387,0.112605008,0.125,0.061592
53,0.0456788,0.047,0.072857,0.14302942,0.233,0.07464
54,0.0263367,0.027,0.040751,0.121376913,0.11,0.07969
55,0.0380086,0.071,0.060054,0.115405903,0.12,0.076028
56,0.0494464,0.049,0.08074,0.108496864,0.109,0.05876
57,0.0374042,0.062,0.061149,0.134668559,0.3,0.069964
58,0.0314295,0.043,0.049354,0.104767963,0.294,0.061042
