problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000233936,0.002,0.01942,0.018386,0.00420813,0.17,0.000533
12,0.000189505,0.001,0.01537,0.015286,0.003681828,0.134,0.000449
13,0.000168013,0.001,0.013712,0.012138,0.002935936,0.11900000000000001,0.000395
14,0.000195268,0.002,0.016073,0.014606,0.003797299,0.135,0.000454
15,0.000179615,0.001,0.013469,0.01425,0.003539857,0.125,0.000425
16,0.00022125,0.001,0.018395,0.016499,0.003923805,0.17,0.000522
17,0.000157595,0.001,0.012293,0.014355,0.0028006,0.10400000000000001,0.000372
18,0.000220023,0.002,0.016927,0.014985,0.003227022,0.14100000000000001,0.000489
19,0.000165208,0.002,0.012194,0.012,0.002704488,0.125,0.000389
20,0.000225205,0.002,0.019176,0.016899,0.003803214,0.161,0.00054
21,0.000211381,0.001,0.016435,0.014758,0.003443112,0.132,0.000506
22,0.000194324,0.002,0.016031,0.010557,0.003074195,0.136,0.00046
23,0.000180759,0.001,0.014368,0.01537,0.002915656,0.113,0.000425
24,0.000179585,0.001,0.016036,0.01536,0.00287796,0.11900000000000001,0.000421
25,0.000230749,0.001,0.019505,0.014277,0.003766642,0.151,0.000547
26,0.000220829,0.002,0.017285,0.017094,0.003359992,0.16,0.00051
27,0.000196287,0.001,0.016591,0.016345,0.0033675,0.151,0.000465
28,0.000157253,0.001,0.01201,0.014071,0.002179536,0.115,0.000368
29,0.000201171,0.001,0.017466,0.016714,0.003433722,0.137,0.000468
30,0.000218175,0.001,0.018189,0.019003,0.003568985,0.17400000000000002,0.000514
31,0.000211608,0.002,0.016508,0.016631,0.003354878,0.146,0.000498
32,0.000188175,0.002,0.01534,0.015464,0.002870794,0.13,0.000447
33,0.000217514,0.002,0.017926,0.017662,0.003120396,0.14300000000000002,0.000513
34,0.00021606,0.002,0.018048,0.016962,0.003288785,0.192,0.000511
35,0.000204113,0.002,0.016252,0.016571,0.003188007,0.147,0.000478
36,0.000156525,0.001,0.011799,0.012174,0.002262898,0.256,0.000362
37,0.000187232,0.002,0.015369,0.01757,0.002618602,0.132,0.000431
38,0.000193245,0.001,0.014631,0.016193,0.002925672,0.215,0.00047
39,0.000170091,0.002,0.012786,0.01542,0.00258832,0.11,0.000412
40,0.000186762,0.001,0.015339,0.016417,0.002909324,0.14,0.000442
41,0.000183924,0.002,0.014542,0.017168,0.00268097,0.132,0.000431
42,0.000187573,0.001,0.015831,0.013822,0.002606526,0.016,0.00044
43,0.000179087,0.001,0.013875,0.012136,0.002625826,0.171,0.000417
44,0.000176212,0.001,0.013861,0.012897,0.002633002,0.117,0.000417
45,0.000199477,0.002,0.01709,0.018548,0.002291834,0.14,0.000462
46,0.000207067,0.001,0.01689,0.017271,0.002525143,0.154,0.000481
47,0.000218708,0.002,0.018593,0.014604,0.002438457,0.14300000000000002,0.000502
48,0.00021141,0.002,0.017603,0.015708,0.002555403,0.156,0.000498
49,0.000177399,0.002,0.013483,0.014939,0.00198208,0.134,0.000411
50,0.000202685,0.002,0.017404,0.016757,0.00243283,0.158,0.00047
51,0.000208523,0.001,0.01711,0.017503,0.002590836,0.139,0.00049
52,0.000180141,0.002,0.014301,0.014749,0.002067585,0.126,0.000425
53,0.000194077,0.001,0.017703,0.014677,0.002625194,0.154,0.000453
54,0.000177554,0.001,0.01291,0.012783,0.002070713,0.125,0.000406
55,0.000196181,0.002,0.015519,0.015684,0.002550492,0.146,0.000459
56,0.000200017,0.001,0.01827,0.012279,0.002172384,0.128,0.000459
57,0.000191952,0.002,0.015743,0.016268,0.002286073,0.137,0.000447
58,0.000213378,0.002,0.017492,0.018076,0.002742926,0.016,0.000498
59,0.000173545,0.002,0.013676,0.016178,0.002208512,0.112,0.000399
60,0.000186637,0.002,0.015664,0.014958,0.002245345,0.125,0.000432
61,0.00019925,0.001,0.015857,0.014961,0.002432644,0.122,0.000451
62,0.00019703,0.002,0.015891,0.018293,0.002167505,0.129,0.00044
63,0.000204108,0.001,0.015685,0.017354,0.002319283,0.131,0.000462
64,0.000220616,0.001,0.016032,0.016543,0.002834939,0.125,0.000495
65,0.000183572,0.001,0.01435,0.014551,0.002170052,0.13,0.000405
66,0.000195544,0.002,0.016017,0.016846,0.002121699,0.135,0.000454
67,0.000249559,0.001,0.020577,0.01742,0.003010251,0.177,0.000595
68,0.000208549,0.001,0.017091,0.013891,0.002466752,0.15,0.000492
69,0.000189391,0.001,0.015676,0.014652,0.002218221,0.133,0.00044
70,0.000225704,0.002,0.017232,0.015988,0.00263439,0.018000000000000002,0.000513
71,0.000211452,0.001,0.017853,0.017344,0.002487911,0.145,0.000486
72,0.000206771,0.001,0.01554,0.015337,0.002403462,0.014,0.000473
73,0.000215788,0.001,0.017496,0.016166,0.002646087,0.136,0.000485
74,0.000205577,0.002,0.017107,0.018292,0.002580321,0.154,0.000481
75,0.000163994,0.001,0.011981,0.014275,0.001986368,0.168,0.000383
76,0.000178605,0.001,0.014293,0.015079,0.002002038,0.114,0.000421
77,0.000177583,0.001,0.013861,0.01569,0.002137611,0.131,0.000413
78,0.000186522,0.001,0.013092,0.013375,0.002262527,0.109,0.000447
79,0.000171283,0.001,0.012702,0.014773,0.002036638,0.127,0.000397
80,0.000187232,0.001,0.015935,0.017994,0.002380942,0.155,0.000445
81,0.000206571,0.001,0.017286,0.01768,0.002495809,0.14,0.000487
