problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.0017725,0.002,0.01475,0.024830629,0.057,0.011573
12,0.00210874,0.004,0.012919,0.019585936,0.046,0.01091
13,0.00176476,0.003,0.011664,0.016203141,0.056,0.01256
14,0.00167986,0.003,0.015831,0.021971283,0.136,0.011475
15,0.00158586,0.002,0.017742,0.023871013,0.07100000000000001,0.011087
16,0.00160813,0.003,0.015576,0.022523404,0.055,0.012376
17,0.00198125,0.003,0.012934,0.019147008,0.049,0.010896
18,0.00174002,0.003,0.010974,0.01846993,0.041,0.014563
19,0.00184854,0.002,0.014099,0.021684662,0.045,0.017696
20,0.00193315,0.003,0.012743,0.018891115,0.037,0.015036
21,0.00172563,0.003,0.013528,0.022292598,0.059000000000000004,0.015843
22,0.00185502,0.003,0.012605,0.016531075,0.231,0.018695
23,0.0019938,0.003,0.010989,0.01726348,0.042,0.012145
24,0.0018223,0.003,0.013547,0.014240709,0.047,0.010599
25,0.000862762,0.002,0.009114,0.012535255,0.037,0.010563
26,0.00179622,0.003,0.014128,0.016079834,0.124,0.014453
27,0.00190891,0.003,0.015714,0.0180519,0.052000000000000005,0.010036
28,0.00167963,0.002,0.014671,0.017333906,0.059000000000000004,0.013983
29,0.00157071,0.003,0.015469,0.018283142,0.155,0.013112
30,0.00161768,0.003,0.011478,0.013519314,0.061,0.01052
31,0.00163693,0.002,0.013199,0.017122721,0.062,0.012622
32,0.0019712,0.003,0.013413,0.013247527,0.049,0.011675
33,0.00157727,0.003,0.014485,0.020095773,0.07200000000000001,0.012477
34,0.00163389,0.003,0.015501,0.018290202,0.069,0.015489
35,0.00164068,0.002,0.013896,0.015563049,0.054,0.009843
36,0.00207326,0.003,0.013489,0.01289031,0.046,0.014963
37,0.00182167,0.002,0.010463,0.012229087,0.046,0.015013
38,0.00233681,0.003,0.013311,0.013104096,0.046,0.013153
39,0.001863,0.004,0.013064,0.015562564,0.058,0.015155
40,0.00157218,0.003,0.013555,0.018205997,0.049,0.01373
41,0.00158954,0.003,0.017252,0.017016058,0.058,0.013153
42,0.00229395,0.003,0.010331,0.012346944,0.031,0.010153
43,0.00175029,0.003,0.014074,0.013431866,0.128,0.013888
44,0.00146649,0.002,0.015785,0.016176697,0.07100000000000001,0.012151
45,0.00198311,0.003,0.01663,0.015259977,0.06,0.010494
46,0.00187221,0.003,0.014485,0.016082375,0.062,0.014247
47,0.00167488,0.003,0.016235,0.017451297,0.127,0.013366
48,0.00207945,0.002,0.011269,0.012463311,0.04,0.01673
49,0.00175114,0.003,0.01366,0.013396869,0.059000000000000004,0.011805
50,0.00182188,0.003,0.012573,0.012490579,0.061,0.010608
51,0.00181029,0.002,0.013451,0.013412977,0.045,0.010817
52,0.00190148,0.003,0.011776,0.01366574,0.056,0.012596
53,0.0017121,0.003,0.013399,0.014246242,0.045,0.009413
54,0.00200728,0.004,0.012616,0.014403471,0.063,0.015875
55,0.00195966,0.003,0.012146,0.01315316,0.053,0.013454
56,0.00167259,0.002,0.01141,0.013721952,0.057,0.01145
57,0.00174314,0.002,0.011435,0.012457478,0.196,0.010399
58,0.0018744,0.003,0.014299,0.01465915,0.048,0.013008
59,0.00168423,0.002,0.012073,0.013738446,0.05,0.011207
60,0.0020368,0.003,0.013467,0.013398435,0.043000000000000003,0.011727
61,0.00184786,0.003,0.015393,0.017033244,0.068,0.012835
62,0.00173685,0.003,0.013018,0.016351576,0.052000000000000005,0.010727
63,0.000733822,0.002,0.014663,0.018083342,0.05,0.013511
64,0.00065416,0.002,0.013963,0.016544865,0.054,0.013859
65,0.00192588,0.003,0.01257,0.0138795,0.046,0.015421
66,0.00158773,0.003,0.013142,0.016247963,0.08,0.009804
67,0.00171323,0.002,0.011852,0.012517416,0.052000000000000005,0.009925
68,0.00181983,0.003,0.015897,0.016605834,0.056,0.011097
69,0.0019947,0.003,0.011969,0.013921665,0.049,0.014442
70,0.00180257,0.003,0.016076,0.015397355,0.061,0.014702
71,0.0016921,0.002,0.011112,0.012480175,0.059000000000000004,0.014507
72,0.00177603,0.002,0.013689,0.01333456,0.052000000000000005,0.01192
