problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000169543,0.001,0.010774,0.004791,0.002444769,0.047,0.000384
12,0.000167007,0.001,0.012344,0.010971,0.002533215,0.009000000000000001,0.000352
13,8.3266e-05,0.001,0.007539,0.002473,0.009185223,0.008,0.00026
14,0.000167456,0.001,0.012198,0.004329,0.002351647,0.008,0.000373
15,0.00018324,0.001,0.010453,0.005408,0.002495483,0.016,0.000437
16,0.000150411,0.001,0.008706,0.002725,0.002876776,0.01,0.000349
17,0.000145208,0.001,0.009686,0.003872,0.002003585,0.009000000000000001,0.000317
18,0.000177792,0.001,0.009955,0.005882,0.002220895,0.007,0.001537
19,0.000145708,0.001,0.011138,0.003541,0.002190511,0.006,0.000346
20,0.000166471,0.001,0.011079,0.009283,0.001983111,0.007,0.000346
21,0.000166407,0.001,0.010263,0.006655,0.001919213,0.007,0.000365
22,0.000166586,0.001,0.010896,0.005168,0.001840603,0.008,0.000386
23,0.000169368,0.002,0.010123,0.005811,0.002463416,0.009000000000000001,0.000389
24,0.000166459,0.001,0.010544,0.00562,0.001776763,0.007,0.000372
25,0.000156014,0.001,0.009241,0.003114,0.002191335,0.014,0.000373
26,0.000152406,0.001,0.009372,0.004401,0.001692756,0.009000000000000001,0.000348
27,0.000180289,0.001,0.013028,0.009006,0.001891257,0.009000000000000001,0.000381
28,0.000175517,0.002,0.012616,0.005682,0.002779689,0.009000000000000001,0.000386
29,0.00016368,0.001,0.009959,0.005238,0.002338225,0.008,0.000393
30,0.000129255,0.001,0.007579,0.002334,0.001621802,0.006,0.000314
31,0.000147466,0.001,0.00935,0.003556,0.001827227,0.008,0.000342
32,0.000150403,0.001,0.009469,0.005408,0.001589559,0.009000000000000001,0.000327
33,0.000165421,0.001,0.010683,0.004449,0.0018036,0.009000000000000001,0.000368
34,0.000178841,0.001,0.010382,0.004454,0.001868739,0.008,0.000408
35,0.000159917,0.001,0.008949,0.004447,0.001911759,0.008,0.000776
36,0.000155215,0.001,0.009723,0.015305,0.002216188,0.047,0.000359
37,0.000156821,0.001,0.008582,0.003734,0.001648951,0.007,0.000365
38,0.000160277,0.001,0.010166,0.00343,0.001796763,0.007,0.002866
39,0.00017305,0.001,0.01156,0.006449,0.002142881,0.007,0.001765
40,0.000169966,0.001,0.010367,0.004441,0.001970633,0.009000000000000001,0.000383
41,0.000175157,0.001,0.009223,0.003233,0.00199288,0.007,0.000422
