problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000225327,0.002,0.019412,0.018998,0.004277749,0.178,0.000481
12,0.000190949,0.002,0.015595,0.015786,0.003575342,0.137,0.000413
13,0.000166095,0.001,0.014023,0.012617,0.002850591,0.11900000000000001,0.000364
14,0.000192867,0.001,0.016166,0.015116,0.003735074,0.139,0.000413
15,0.000179468,0.001,0.01374,0.014786,0.003535312,0.129,0.000387
16,0.000219663,0.002,0.01855,0.017176,0.003780917,0.169,0.000475
17,0.000157355,0.001,0.012326,0.014662,0.002626641,0.1,0.00034
18,0.000209011,0.002,0.016774,0.015478,0.003196686,0.133,0.000441
19,0.000164525,0.002,0.012583,0.012419,0.002660124,0.116,0.000354
20,0.000222146,0.002,0.019163,0.01747,0.003725502,0.152,0.000486
21,0.000212818,0.002,0.016546,0.015463,0.003524147,0.131,0.000463
22,0.000192485,0.002,0.016126,0.011298,0.003133932,0.138,0.000421
23,0.000178869,0.002,0.01354,0.015878,0.002902079,0.109,0.000391
24,0.000177001,0.001,0.015279,0.015847,0.002887797,0.126,0.000382
25,0.00023034,0.001,0.019649,0.01508,0.003772277,0.158,0.000498
26,0.000223941,0.002,0.017677,0.017598,0.003365014,0.153,0.000467
27,0.000194745,0.001,0.016589,0.016971,0.003375638,0.158,0.00043
28,0.00015679,0.002,0.01211,0.014448,0.002214179,0.107,0.00034
29,0.00020069,0.001,0.017379,0.017242,0.003422266,0.138,0.000431
30,0.000216832,0.001,0.018221,0.019405,0.003643357,0.167,0.00047
31,0.000212678,0.001,0.016647,0.017217,0.003410022,0.152,0.000456
32,0.000188805,0.002,0.015192,0.015992,0.002966529,0.134,0.000408
33,0.000218954,0.002,0.018114,0.018277,0.003222552,0.151,0.00047
34,0.000213202,0.002,0.018442,0.017586,0.003325575,0.197,0.000462
35,0.000202254,0.002,0.01645,0.017164,0.003209709,0.138,0.000438
36,0.000155499,0.001,0.01196,0.012566,0.002204803,0.257,0.000335
37,0.000184896,0.001,0.015592,0.018006,0.002628017,0.125,0.0004
38,0.000193078,0.002,0.014914,0.016621,0.002971736,0.176,0.000415
39,0.000169557,0.002,0.012972,0.0159,0.002615516,0.112,0.000378
40,0.000184009,0.002,0.015389,0.01672,0.002834816,0.133,0.0004
41,0.000182465,0.001,0.014666,0.017472,0.002678133,0.136,0.000398
42,0.000188914,0.001,0.016,0.014299,0.002501419,0.016,0.000407
43,0.000180889,0.001,0.013975,0.012538,0.002637294,0.176,0.00039
44,0.00017559,0.001,0.013933,0.013387,0.005071077,0.122,0.00038
45,0.000198384,0.002,0.016889,0.018081,0.002228479,0.153,0.000428
46,0.000204928,0.002,0.016935,0.017592,0.002499204,0.164,0.000442
47,0.00021775,0.002,0.018442,0.015243,0.002455909,0.163,0.000462
48,0.000210187,0.002,0.017757,0.016281,0.002678638,0.159,0.000462
49,0.000178206,0.001,0.013664,0.015415,0.001978746,0.129,0.000381
50,0.000201907,0.002,0.017382,0.017207,0.00247479,0.153,0.000439
51,0.000209282,0.002,0.016998,0.017974,0.002562895,0.134,0.000459
52,0.000179919,0.002,0.014411,0.015104,0.002266809,0.129,0.000389
53,0.00019508,0.001,0.017548,0.015257,0.002490391,0.148,0.000417
54,0.000176055,0.001,0.013146,0.013185,0.002110917,0.123,0.000376
55,0.000193975,0.002,0.015694,0.016191,0.002566642,0.135,0.000425
56,0.000199223,0.001,0.017079,0.013119,0.002206552,0.128,0.000422
57,0.000189031,0.001,0.01515,0.016723,0.002323085,0.133,0.000415
58,0.000213293,0.001,0.017385,0.018469,0.002876848,0.016,0.000461
59,0.000173231,0.001,0.013655,0.01647,0.002059983,0.111,0.00037
60,0.000187088,0.002,0.015722,0.01536,0.002313747,0.137,0.000397
61,0.000192171,0.001,0.015999,0.015491,0.002339454,0.12,0.000417
62,0.000188559,0.001,0.015944,0.018691,0.002137486,0.129,0.000405
63,0.000194445,0.001,0.015648,0.017902,0.002339848,0.129,0.000426
64,0.000212837,0.002,0.01636,0.016994,0.002875037,0.132,0.000452
65,0.000173751,0.001,0.014447,0.014886,0.002134423,0.128,0.000378
66,0.000188143,0.001,0.016221,0.017231,0.002175491,0.134,0.000404
67,0.00023983,0.002,0.020838,0.018026,0.002984264,0.164,0.000511
68,0.000200479,0.002,0.017568,0.014472,0.002529716,0.14400000000000002,0.000434
69,0.000183722,0.001,0.016124,0.015153,0.002215131,0.123,0.000397
70,0.000218228,0.002,0.017549,0.016519,0.002631948,0.02,0.000469
71,0.000207574,0.002,0.018142,0.017956,0.002456516,0.152,0.000449
72,0.000199768,0.001,0.016055,0.015915,0.002467169,0.013000000000000001,0.000435
73,0.000207376,0.001,0.017831,0.016723,0.002656325,0.14,0.000447
74,0.000205683,0.001,0.017461,0.018792,0.002495405,0.14,0.000443
75,0.000163422,0.001,0.012152,0.014579,0.001914622,0.137,0.000353
76,0.000178352,0.001,0.0144,0.015247,0.001924896,0.12,0.000387
77,0.000175652,0.001,0.014036,0.01575,0.002245836,0.121,0.000381
78,0.000184829,0.001,0.013352,0.01354,0.002197326,0.11900000000000001,0.0004
79,0.000167799,0.001,0.012966,0.014801,0.001989468,0.126,0.000366
80,0.000186834,0.001,0.015862,0.018034,0.002431802,0.153,0.000412
81,0.000207618,0.001,0.017339,0.017831,0.002483555,0.14300000000000002,0.000452
82,0.000195003,0.002,0.015674,0.016409,0.002317876,0.145,0.000422
83,0.000209874,0.002,0.016631,0.017005,0.002463206,0.151,0.000453
84,0.000177277,0.001,0.012965,0.015475,0.002166661,0.11800000000000001,0.000386
85,0.000183731,0.001,0.015695,0.016033,0.002086388,0.128,0.000397
86,0.000200452,0.002,0.015925,0.018899,0.002205126,0.139,0.000433
87,0.00018188,0.001,0.015001,0.014665,0.002199568,0.139,0.000393
88,0.000199213,0.001,0.015233,0.01624,0.002202143,0.015,0.000433
89,0.000181642,0.002,0.014512,0.01815,0.002403129,0.123,0.000394
90,0.000188653,0.001,0.016272,0.017111,0.002233173,0.137,0.000401
91,0.000184379,0.001,0.015766,0.016349,0.002104354,0.136,0.000401
92,0.000194707,0.002,0.016074,0.015224,0.002380788,0.129,0.000425
93,0.000195557,0.001,0.015956,0.015502,0.002363801,0.154,0.000424
94,0.000213226,0.001,0.017859,0.017661,0.002654632,0.016,0.00046
95,0.000187703,0.001,0.01545,0.016606,0.00241864,0.122,0.000415
96,0.000203079,0.001,0.015789,0.018229,0.002263256,0.20400000000000001,0.00043
97,0.000197327,0.002,0.016142,0.01577,0.002361251,0.136,0.000425
98,0.00019182,0.001,0.015957,0.017183,0.002242359,0.136,0.000411
99,0.000176493,0.001,0.015018,0.01676,0.002067869,0.13,0.000383
100,0.000203813,0.002,0.016834,0.017203,0.002488799,0.134,0.000434
101,0.000191384,0.001,0.01629,0.015626,0.002350894,0.131,0.000414
102,0.000213566,0.001,0.016696,0.017033,0.002551014,0.186,0.000458
103,0.000169607,0.001,0.013102,0.011697,0.001979929,0.116,0.000366
