problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
11,0.00240485,0.003,0.012698,0.007065,0.024860446,0.005354
12,0.0021111,0.003,0.011444,0.007435,0.025841817,0.004153
13,0.00202359,0.003,0.01147,0.016812,0.032841012,0.024295
14,0.00214899,0.003,0.012681,0.007049,0.027421499,0.004978
15,0.00269946,0.003,0.01291,0.011991,0.029271261,0.006275
16,0.00208451,0.003,0.01137,0.010424,0.023966732,0.005217
17,0.00186275,0.003,0.010958,0.014553,0.0212956,0.004714
18,0.00227756,0.002,0.011704,0.008333,0.026148512,0.007717
19,0.00178308,0.003,0.012712,0.005234,0.022823206,0.006993
20,0.00287442,0.004,0.013221,0.009793,0.024742724,0.00486
21,0.00220295,0.003,0.011711,0.007314,0.023513374,0.003631
22,0.0022783,0.004,0.012332,0.00713,0.023112392,0.00456
23,0.00311863,0.004,0.012785,0.012379,0.021880476,0.004536
24,0.00211729,0.003,0.013606,0.009619,0.007966575,0.004453
25,0.00304986,0.004,0.015189,0.006574,0.017231639,0.004428
26,0.00168215,0.002,0.011538,0.009132,0.016556905,0.004939
27,0.00272349,0.004,0.011893,0.004944,0.005904427,0.001122
28,0.00271394,0.004,0.012321,0.009871,0.019207268,0.004293
29,0.00241557,0.003,0.013222,0.005192,0.016777471,0.005109
30,0.0014525,0.002,0.011927,0.008934,0.005885663,0.001982
31,0.00263827,0.004,0.016107,0.009648,0.022648005,0.006352
32,0.00192618,0.003,0.01199,0.007576,0.017605052,0.017734
33,0.00188585,0.003,0.010969,0.006721,0.022657056,0.005454
34,0.00388535,0.005,0.012786,0.006097,0.020528959,0.005472
35,0.00294164,0.004,0.011685,0.004304,0.016959036,0.005077
36,0.00216398,0.003,0.013336,0.006707,0.023567236,0.007493
37,0.00197193,0.003,0.012783,0.008722,0.018759075,0.006731
38,0.00188266,0.003,0.013332,0.011848,0.008352094,0.003198
39,0.00170033,0.003,0.00896,0.005646,0.013410568,0.007013
40,0.00314473,0.004,0.010831,0.00389,0.014673773,0.005339
41,0.00192851,0.003,0.011178,0.010621,0.020476488,0.006755
42,0.00165345,0.002,0.009353,0.006595,0.005360907,0.001914
43,0.000327536,0.002,0.009563,0.006222,0.003962947,0.001734
44,0.00041018,0.002,0.011939,0.006744,0.012985001,0.001154
45,0.00297876,0.004,0.012447,0.006126,0.0207798,0.010266
46,0.00190515,0.003,0.012438,0.008896,0.020403634,0.001645
47,0.00209011,0.003,0.013314,0.010719,0.01517836,0.006065
48,0.00239234,0.003,0.01154,0.009435,0.016102607,0.005199
49,0.00247122,0.004,0.01172,0.008437,0.021749757,0.005398
50,0.0023378,0.003,0.012877,0.007334,0.019024932,0.007495
51,0.00242284,0.004,0.012524,0.011568,0.006880758,0.002396
52,0.00237657,0.003,0.012592,0.009362,0.016108319,0.005872
53,0.00261866,0.004,0.013052,0.009108,0.037351383,0.008361
54,0.00228583,0.003,0.011303,0.009648,0.021261713,0.006818
55,0.00259943,0.004,0.012219,0.008171,0.021170932,0.005432
56,0.00244964,0.003,0.012078,0.007647,0.018655794,0.005897
57,0.00259133,0.003,0.013722,0.009814,0.024963637,0.007173
58,0.00168007,0.002,0.010715,0.011142,0.01678041,0.005711
59,0.00194302,0.003,0.013336,0.009297,0.010958687,0.001743
60,0.00176121,0.003,0.01379,0.0059,0.004419028,0.000954
61,0.00234353,0.003,0.011798,0.007561,0.006274206,0.001185
62,0.00177801,0.003,0.011056,0.008131,0.018164698,0.001771
63,0.0019003,0.003,0.012507,0.008462,0.019085449,0.006559
64,0.0025447,0.003,0.013844,0.008694,0.017244579,0.004488
65,0.00231296,0.004,0.011694,0.008745,0.018367423,0.005829
66,0.00334395,0.004,0.014832,0.007675,0.015759507,0.004983
67,0.00221541,0.003,0.013527,0.009075,0.018859731,0.002401
68,0.00242049,0.003,0.013123,0.010081,0.027235535,0.001402
69,0.00146734,0.002,0.008536,0.004306,0.014802214,0.00339
70,0.00215048,0.003,0.009367,0.005406,0.013526998,0.003229
71,0.002223,0.004,0.012577,0.007064,0.019559351,0.006852
72,0.00215988,0.003,0.011548,0.006244,0.017883897,0.009382
73,0.00217404,0.004,0.014203,0.011398,0.022367332,0.005435
74,0.00192313,0.002,0.011302,0.008778,0.018323643,0.001427
75,0.00192756,0.003,0.011658,0.009818,0.017876282,0.006782
76,0.00173473,0.002,0.008415,0.004823,0.005910554,0.001551
77,0.00226838,0.003,0.012859,0.006851,0.018163524,0.005154
78,0.00390408,0.005,0.015763,0.007068,0.019690636,0.019583
79,0.00219094,0.003,0.013724,0.011182,0.022302722,0.023141
80,0.00237253,0.004,0.014181,0.00905,0.02077758,0.003067
81,0.00455349,0.006,0.017144,0.007028,0.012513343,0.001739
82,0.00239058,0.003,0.012767,0.00647,0.019040676,0.003733
83,0.00201856,0.003,0.013637,0.007745,0.01759273,0.004828
84,0.00272221,0.003,0.01159,0.005142,0.018653835,0.001761
85,0.00199036,0.003,0.012309,0.006488,0.018607402,0.002732
86,0.0025451,0.003,0.012988,0.008104,0.017116228,0.005017
87,0.00359282,0.004,0.016015,0.010257,0.019482949,0.007052
88,0.00347841,0.005,0.016096,0.010835,0.019835747,0.006863
89,0.00253042,0.003,0.013376,0.008228,0.00606803,0.0012
90,0.00197368,0.003,0.010688,0.007528,0.016965129,0.005343
91,0.00258262,0.003,0.011933,0.009922,0.020777421,0.005734
92,0.0033939,0.005,0.019386,0.007449,0.00673041,0.00278
93,0.00269165,0.004,0.013011,0.007848,0.005757562,0.001223
94,0.00242724,0.003,0.013747,0.008127,0.017692888,0.005776
95,0.00233711,0.003,0.011033,0.005269,0.015822952,0.001298
96,0.00197692,0.003,0.011592,0.006456,0.018061925,0.006279
97,0.00233839,0.003,0.012426,0.007202,0.019301734,0.001857
98,0.00211156,0.003,0.013167,0.005753,0.019372429,0.002329
99,0.002285,0.004,0.01249,0.009139,0.016396981,0.004837
100,0.00199016,0.003,0.010171,0.00669,0.017200281,0.004419
101,0.00249031,0.003,0.014911,0.01076,0.021183735,0.006733
102,0.00182763,0.003,0.011331,0.012285,0.020424787,0.006613
103,0.00239766,0.003,0.011878,0.007957,0.018463485,0.006487
104,0.00208031,0.003,0.011851,0.007647,0.018968969,0.008112
105,0.0029924,0.004,0.014146,0.005309,0.023362549,0.00735
106,0.00205832,0.003,0.014052,0.020331,0.019504591,0.003643
107,0.00221157,0.003,0.010244,0.007765,0.0196577,0.005944
108,0.0025137,0.004,0.01371,0.009768,0.018405414,0.004175
109,0.00237417,0.004,0.013532,0.006855,0.02159347,0.007403
110,0.00284802,0.004,0.014473,0.007469,0.018237897,0.006698
111,0.00195075,0.003,0.010916,0.008099,0.010219053,0.002733
112,0.00203497,0.003,0.010057,0.007808,0.019693988,0.005138
113,0.00243615,0.003,0.014054,0.009275,0.018757291,0.001663
114,0.00181568,0.003,0.010416,0.005883,0.020632957,0.004773
115,0.00229912,0.003,0.014254,0.016357,0.021051871,0.006195
116,0.00229481,0.003,0.014008,0.006491,0.018079016,0.005331
117,0.00208868,0.003,0.013666,0.011837,0.020061798,0.005251
118,0.00225223,0.003,0.015089,0.008472,0.018589587,0.007159
119,0.00177982,0.003,0.01196,0.004933,0.017051583,0.006292
120,0.00341484,0.004,0.023823,0.005458,0.020071425,0.001411
121,0.00203613,0.003,0.01214,0.007678,0.019256152,0.009387
122,0.00242274,0.003,0.010968,0.01052,0.017128782,0.004512
123,0.00185056,0.003,0.00973,0.004679,0.015585817,0.003856
124,0.00192036,0.003,0.010683,0.008695,0.017484697,0.003951
125,0.00291522,0.004,0.012996,0.00772,0.005024344,0.000863
126,0.00268106,0.004,0.012456,0.004378,0.005202957,0.00096
127,0.0019045,0.003,0.012588,0.008124,0.020179482,0.004764
128,0.00187179,0.003,0.011823,0.014574,0.019937538,0.001828
129,0.0023093,0.003,0.010795,0.009478,0.018491734,0.006303
130,0.00182589,0.003,0.011098,0.008541,0.017811066,0.00584
131,0.00215032,0.003,0.012226,0.016852,0.019774482,0.004833
132,0.00233092,0.003,0.014152,0.00962,0.022348409,0.030846
133,0.00180377,0.002,0.011145,0.008314,0.022592167,0.009631
134,0.00380187,0.005,0.016752,0.006316,0.019077295,0.012025
135,0.00198912,0.003,0.010375,0.010339,0.017301053,0.004198
136,0.00363222,0.005,0.015733,0.00831,0.019337447,0.00381
137,0.00178345,0.003,0.011654,0.005245,0.018062287,0.001439
138,0.00249455,0.003,0.012787,0.007051,0.022237757,0.007187
139,0.00222426,0.003,0.010996,0.008921,0.017062267,0.004698
140,0.00258004,0.004,0.011746,0.008517,0.018358264,0.005266
141,0.00235638,0.003,0.013502,0.007366,0.020081354,0.008365
142,0.00210109,0.003,0.012021,0.010104,0.033632209,0.00791
143,0.00230908,0.003,0.012096,0.006459,0.01701386,0.004847
144,0.00235417,0.004,0.012559,0.007934,0.020240216,0.006733
145,0.00228053,0.003,0.009669,0.004015,0.016098692,0.00458
146,0.00313331,0.005,0.013556,0.012422,0.017885841,0.004966
