problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.00632871,0.007,0.012412,0.132950305,0.049,0.036226
12,0.00461247,0.005,0.009554,0.158943364,0.093,0.185462
13,0.00413198,0.005,0.009722,0.167592158,0.342,0.131671
14,0.00806891,0.008,0.013827,0.094374265,0.075,0.058547
15,0.00517942,0.005,0.010435,0.148351541,0.073,0.111384
16,0.000509789,0.001,0.005318,0.014208001,0.023,0.007558
17,0.000357536,0.001,0.004515,0.045949724,0.008,0.007855
18,0.00832664,0.008,0.017333,0.141605521,0.057,0.077991
19,0.00508619,0.005,0.008968,0.108517997,0.107,0.089738
20,0.0119609,0.013,0.024918,0.122229879,0.107,0.101273
21,0.00313585,0.003,0.010542,0.139728869,0.08700000000000001,0.098906
22,0.000414679,0.001,0.004929,0.010402115,0.046,0.007654
23,0.0160356,0.016,0.022262,0.126088303,0.067,0.054139
24,0.00895634,0.009,0.013909,0.156934574,0.095,0.121233
25,0.0113243,0.012,0.018435,0.078922538,0.068,0.248243
26,0.00408202,0.005,0.008597,0.146114485,0.455,0.095284
27,0.00413752,0.004,0.009971,0.17532291,0.088,0.145204
28,0.00629092,0.007,0.012753,0.46486894,0.8310000000000001,0.06737
29,0.00998424,0.011,0.019559,0.128778837,0.077,0.069083
30,0.00829429,0.008,0.015873,0.112919963,0.06,0.104602
31,0.000493058,0.001,0.005617,0.010293901,1.114,0.007933
32,0.00964329,0.01,0.016663,0.133503602,0.28800000000000003,0.129459
33,0.000507049,0.001,0.006221,0.013920413,0.018000000000000002,0.008424
34,0.000388486,0.001,0.00448,0.006538171,0.031,0.007056
35,0.00559373,0.006,0.010484,0.152132252,0.323,0.120581
36,0.000355046,0.001,0.007021,0.011499385,0.018000000000000002,0.008951
37,0.000428581,0.001,0.006315,0.010786161,0.007,0.006358
38,0.00762924,0.009,0.013056,0.096741136,0.076,0.089543
39,0.000839291,0.001,0.005348,0.111531235,0.488,0.182795
40,0.0138016,0.014,0.02225,0.111898255,0.07100000000000001,0.06602
41,0.000545697,0.001,0.004319,0.007461888,0.019,0.006623
42,0.00770533,0.008,0.016282,0.119311997,0.063,0.043001
43,0.0127486,0.013,0.0237,0.161106235,0.109,0.100542
44,0.0086704,0.008,0.015064,0.090449946,0.047,0.05842
45,0.00044276,0.001,0.00533,0.019222038,0.022,0.00755
46,0.0101423,0.01,0.019118,0.087624137,0.055,0.032759
47,0.00494101,0.006,0.010777,0.114850598,0.054,0.036478
48,0.0108385,0.011,0.017766,0.157401076,0.08,0.104996
49,0.0138786,0.014,0.021789,0.12287309,0.108,0.101741
50,0.00247856,0.003,0.006236,0.133345405,0.083,0.091502
51,0.00422598,0.004,0.00865,0.111954607,0.077,0.05637
52,0.0111355,0.012,0.019239,0.085540295,0.055,0.036358
53,0.00950426,0.01,0.017406,0.128913852,0.977,0.076689
54,0.0078323,0.009,0.014518,0.100935553,0.077,0.057294
55,0.0122278,0.013,0.022181,0.109742778,0.065,0.044946
56,0.00315241,0.003,0.007838,0.100561881,0.075,0.078721
57,0.000614655,0.001,0.005917,0.012694275,0.02,0.00892
58,0.00931206,0.01,0.015716,0.091392245,0.36,0.073887
59,0.00344253,0.004,0.00798,0.114802606,0.20600000000000002,0.065708
60,0.00785192,0.005,0.015633,0.07962909,0.056,0.273216
61,0.00952468,0.009,0.016505,0.110221493,0.07,0.054325
62,0.00505348,0.006,0.009775,0.124868551,0.10400000000000001,0.099018
63,0.000449088,0.001,0.004731,0.009433433,0.02,0.008502
64,0.000931681,0.002,0.00507,0.008780965,0.03,0.006322
65,0.000413283,0.001,0.005593,0.018604814,0.019,0.006826
66,0.000538984,0.001,0.006326,0.021853692,0.021,0.008059
67,0.00958555,0.009,0.017242,0.112377678,0.083,0.100076
68,0.0104201,0.011,0.017663,0.127324737,0.082,0.065595
69,0.00150433,0.002,0.005279,0.017378758,0.051000000000000004,0.006976
70,0.0106463,0.011,0.018332,0.13993545,0.096,0.149422
71,0.000302935,0.001,0.005326,0.017727432,0.019,0.005776
72,0.00632826,0.007,0.011842,0.135202815,0.123,0.111662
73,0.00411471,0.005,0.008546,0.135395786,0.109,0.134698
74,0.000446009,0.001,0.005347,0.018455274,0.011,0.007979
75,0.0112452,0.012,0.01924,0.095122012,0.058,0.030053
76,0.000462496,0.001,0.005487,0.015209267,0.037,0.00738
77,0.00172205,0.002,0.008149,0.024696832,0.061,0.008551
78,0.0121352,0.012,0.02164,0.104323276,0.093,0.091544
79,0.00421672,0.009,0.009908,0.15134749,0.367,0.117063
80,0.00312958,0.003,0.009637,0.342954224,0.057,0.056165
81,0.000784865,0.001,0.005184,0.01641526,0.033,0.007674
82,0.000487897,0.001,0.005766,0.009906281,0.026000000000000002,0.00855
83,0.000373074,0.001,0.004524,0.007882901,0.026000000000000002,0.007455
84,0.0119266,0.012,0.019444,0.13080962,0.069,0.111037
85,0.0122057,0.012,0.019823,0.163937502,0.105,0.129654
86,0.00955494,0.01,0.016091,0.135276646,0.067,1.187082
87,0.000409993,0.001,0.005597,0.018744227,0.01,0.007359
88,0.00254667,0.003,0.007971,0.107964007,0.049,0.291235
89,0.000700453,0.001,0.005549,0.016858783,0.043000000000000003,0.006811
90,0.000338582,0.001,0.004988,0.008161092,0.014,0.005834
91,0.00540686,0.006,0.013424,0.107674061,0.083,0.063131
92,0.000396335,0.001,0.005099,0.01052482,0.091,0.011193
93,0.00897693,0.009,0.016099,0.106452759,0.084,0.084717
94,0.0145245,0.014,0.021,0.128533281,0.092,0.179425
95,0.018247,0.018,0.028718,0.097597144,0.057,0.052194
96,0.00845954,0.008,0.016654,0.10330576,0.054,0.04084
97,0.000303537,0.001,0.004712,0.008372977,0.014,0.007524
98,0.0098384,0.01,0.017438,0.145433623,0.076,0.098693
99,0.00220036,0.003,0.006469,0.109670902,0.09,0.057935
100,0.000428033,0.001,0.006509,0.010769907,0.027,0.010188
101,0.000585759,0.001,0.005435,0.016932884,0.02,0.007028
102,0.0132514,0.014,0.018083,0.172129034,0.097,0.12252
103,0.00913294,0.009,0.015928,0.084782175,0.054,0.046918
104,0.00266279,0.003,0.00766,0.121207055,0.065,0.08115
105,0.000328943,0.001,0.004044,0.014715647,0.012,0.008455
106,0.0135449,0.014,0.019186,0.091812953,0.073,0.046135
107,0.000544972,0.001,0.003996,0.008984366,0.019,0.007437
108,0.00737569,0.008,0.01277,0.233626826,0.423,0.125434
