problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.0469039,0.035,0.058971,0.147945866,0.128,0.087777
12,0.0338649,0.029,0.045887,0.119841344,0.11800000000000001,0.059617
13,0.0788571,0.055,0.09808,0.13985378,0.133,0.057718
14,0.0574032,0.044,0.071895,0.152486933,0.215,0.057148
15,0.0655887,0.049,0.082452,0.12734107,0.296,0.09364
16,0.0470157,0.036,0.05875,0.150475644,0.136,0.076498
17,0.0338825,0.028,0.043845,0.135310021,0.16,0.052771
18,0.0376712,0.041,0.048161,0.133320448,0.108,0.057593
19,0.0346987,0.028,0.044821,0.108599202,0.117,0.05826
20,0.0392332,0.034,0.052168,0.151781069,0.331,0.107752
21,0.0446101,0.034,0.057602,0.139976369,0.275,0.057311
22,0.0425772,0.056,0.057563,0.148005035,0.335,0.058811
23,0.0719124,0.053,0.08707,0.135010762,0.146,0.071124
24,0.0701603,0.052,0.086764,0.116965983,0.17200000000000001,0.077278
25,0.0488071,0.041,0.062616,0.108086899,0.125,0.063421
26,0.0521767,0.045,0.066141,0.11951221,0.171,0.049873
27,0.117246,0.082,0.141582,0.117577194,0.126,0.042884
28,0.0528461,0.041,0.067277,0.1238383,0.117,0.085222
29,0.0394601,0.03,0.050236,0.114000416,0.121,0.06369
30,0.0682955,0.052,0.083234,0.102128039,0.11900000000000001,0.040613
31,0.29081,0.193,0.342568,0.132540129,0.368,0.103783
32,0.0704307,0.054,0.086947,0.14210209,0.34400000000000003,0.061563
33,0.0402297,0.031,0.051583,0.091755161,0.203,0.057447
34,0.0466604,0.043,0.057876,0.159493178,0.114,0.062417
35,0.0612613,0.047,0.078203,0.107532079,0.201,0.048038
36,0.0319793,0.026,0.044232,0.127467094,0.217,0.055442
37,0.0530054,0.042,0.064755,0.106254464,0.101,0.080009
38,0.0370456,0.037,0.047746,0.091920402,0.171,0.046085
39,0.0690885,0.052,0.08544,0.147112992,0.296,0.059436
40,0.0436844,0.033,0.057545,0.116018885,0.178,0.050422
41,0.0418821,0.033,0.056331,0.119884086,0.147,0.058476
42,0.0352659,0.027,0.048599,0.102499975,0.157,0.05614
43,0.0418817,0.036,0.056799,0.113569529,0.315,0.087931
44,0.0313207,0.026,0.045091,0.107142559,0.169,0.051618
45,0.0336471,0.027,0.045074,0.086519797,0.227,0.038116
46,0.0383803,0.029,0.049996,0.11469528,0.134,0.227485
47,0.0575818,0.044,0.070977,0.12183846,0.133,0.061132
48,0.0448501,0.045,0.056405,0.117453421,0.126,0.053199
49,0.0718662,0.053,0.089063,0.144137759,0.368,0.090457
50,0.0546724,0.052,0.069219,0.114080092,0.312,0.05754
51,0.039877,0.047,0.048287,0.11170293,0.184,0.063749
52,0.0395939,0.039,0.050973,0.109259418,0.124,0.059259
53,0.0598294,0.046,0.074048,0.143736382,0.225,0.173506
54,0.0316089,0.027,0.04145,0.120251714,0.111,0.06468
55,0.0496034,0.07,0.060882,0.116339568,0.121,0.082183
56,0.0670214,0.049,0.082427,0.109225954,0.111,0.065932
57,0.0490098,0.062,0.062551,0.133385381,0.31,0.08171
58,0.0395301,0.042,0.050368,0.103010423,0.298,0.055727
59,0.0750694,0.056,0.091317,0.155566601,0.147,0.075638
60,0.0601812,0.045,0.073833,0.131396487,0.125,0.08339
61,0.0357106,0.042,0.050258,0.148330349,0.145,0.08437
62,0.0444208,0.035,0.057394,0.097652975,0.116,0.061175
63,0.0567739,0.044,0.070626,0.102943763,0.116,0.046478
64,0.0522664,0.084,0.065758,0.132229119,0.202,0.095253
65,0.0228394,0.02,0.031495,0.096659043,0.214,0.056288
66,0.0438105,0.035,0.055778,0.145380483,0.401,0.068076
67,0.0520655,0.042,0.067364,0.139337402,0.32,0.065132
68,0.0370394,0.044,0.049666,0.161996257,0.138,0.073899
69,0.0630366,0.048,0.077253,0.160102271,0.307,0.114936
70,0.0370479,0.031,0.049607,0.147096045,0.20600000000000002,0.097595
71,0.0581659,0.042,0.070562,0.119937863,0.112,0.049593
72,0.0520752,0.042,0.061468,0.091566658,0.125,0.044094
73,0.0734431,0.055,0.089557,0.110637221,0.20500000000000002,0.045086
74,0.0375092,0.031,0.046638,0.114263691,0.133,0.120562
75,0.0356193,0.059,0.046789,0.108325391,0.121,0.0527
76,0.0549183,0.043,0.068083,0.098486671,0.11800000000000001,0.056512
77,0.0358975,0.027,0.045424,0.104582199,0.115,0.039481
78,0.0381587,0.045,0.048002,0.117160779,0.11900000000000001,0.061723
79,0.037922,0.034,0.048289,0.111877084,0.17200000000000001,0.057154
80,0.0396646,0.032,0.050744,0.122645209,0.135,0.064446
81,0.0489727,0.038,0.061204,0.134833748,0.132,0.08598
82,0.0823687,0.06,0.09791,0.122394305,0.14400000000000002,0.07187
83,0.0417859,0.049,0.053895,0.126116986,0.128,0.053499
84,0.0276073,0.024,0.036102,0.117167935,0.123,0.042712
85,0.0445067,0.061,0.055428,0.099594336,0.354,0.053603
86,0.0915786,0.064,0.110901,0.121535659,0.124,0.07587
87,0.0324886,0.028,0.04438,0.110136622,0.116,0.056629
88,0.0280584,0.048,0.037288,0.112395731,0.10300000000000001,0.030994
89,0.040243,0.04,0.051965,0.147807433,0.147,0.071381
90,0.0286929,0.042,0.038134,0.10098927,0.126,0.137865
91,0.0405121,0.036,0.052227,0.134723226,0.155,0.053441
92,0.0419889,0.033,0.056342,0.091372067,0.11800000000000001,0.057736
93,0.0417973,0.036,0.053512,0.112809481,0.311,0.047549
94,0.0711339,0.055,0.08993,0.14054185,0.34400000000000003,0.088653
95,0.0628151,0.049,0.081263,0.156294906,0.145,0.06652
96,0.0364772,0.031,0.047413,0.093565741,0.266,0.059874
97,0.0469179,0.038,0.058225,0.11567251,0.115,0.089358
98,0.0443884,0.036,0.055719,0.091498407,0.253,0.037967
99,0.0284285,0.024,0.038418,0.128209764,0.364,0.074816
100,0.0391344,0.041,0.050226,0.105055663,0.17300000000000001,0.052533
101,0.0696126,0.052,0.084131,0.131110283,0.14200000000000002,0.106883
102,0.0603742,0.048,0.07739,0.124410218,0.132,0.058898
103,0.0532088,0.042,0.065121,0.122563642,0.127,0.06668
104,0.0564014,0.043,0.070913,0.092653161,0.249,0.057523
105,0.0880759,0.064,0.107405,0.149327926,0.14,0.082597
106,0.05059,0.041,0.062005,0.105094618,0.193,0.049117
107,0.0391265,0.029,0.051875,0.105421316,0.28200000000000003,0.057576
108,0.0419299,0.032,0.053228,0.099168162,0.109,0.055608
109,0.0292391,0.024,0.037606,0.12246713,0.166,0.056164
110,0.042045,0.035,0.055224,0.121813029,0.132,0.050655
111,0.0515457,0.041,0.066303,0.087795145,0.264,0.034432
112,0.0455425,0.042,0.059358,0.119837032,0.321,0.081086
113,0.160341,0.11,0.194293,0.118551142,0.122,0.05603
114,0.101242,0.072,0.120943,0.1287345,0.148,0.055666
115,0.0487039,0.039,0.060013,0.114818163,0.135,0.06137
116,0.0319874,0.028,0.045353,0.118295334,0.137,0.050777
117,0.035702,0.046,0.044018,0.088042144,0.255,0.066577
118,0.0635769,0.05,0.0757,0.118863675,0.267,0.053171
119,0.10856,0.077,0.128447,0.10907889,0.261,0.05893
120,0.0678565,0.05,0.08035,0.117835603,0.303,0.060713
121,0.0368119,0.029,0.046232,0.105117699,0.271,0.05518
122,0.0580725,0.045,0.069401,0.117240448,0.13,0.047876
123,0.032359,0.028,0.043625,0.109569401,0.14400000000000002,0.082374
124,0.0633118,0.048,0.078081,0.136356349,0.324,0.068097
125,0.0505232,0.041,0.063551,0.101208973,0.296,0.042324
126,0.080974,0.059,0.098488,0.140062952,0.2,0.073542
127,0.0293246,0.024,0.037028,0.115937677,0.111,0.069374
128,0.0344893,0.03,0.049336,0.126475546,0.166,0.061844
129,0.0382134,0.029,0.049229,0.097846619,0.121,0.063783
130,0.0481044,0.04,0.058445,0.105092976,0.168,0.067752
131,0.0361076,0.039,0.04586,0.117191998,0.192,0.082132
132,0.0580388,0.045,0.073005,0.124569005,0.122,0.048848
133,0.0670122,0.05,0.084392,0.143029028,0.227,0.071845
134,0.0732492,0.054,0.092796,0.150476899,0.153,0.059786
135,0.0288071,0.036,0.037437,0.120500397,0.318,0.063655
136,0.0382805,0.03,0.050189,0.093019705,0.291,0.060234
137,0.0356809,0.03,0.046912,0.105717396,0.12,0.05552
138,0.0422408,0.032,0.052524,0.108566039,0.116,0.04824
139,0.0620532,0.05,0.078497,0.151107288,0.155,0.080512
140,0.0526964,0.04,0.064461,0.105358366,0.225,0.058109
141,0.0363454,0.055,0.048088,0.134345041,0.151,0.080637
142,0.0771101,0.057,0.091495,0.133142779,0.307,0.066744
143,0.0335158,0.029,0.044993,0.124042879,0.117,0.047537
144,0.0484423,0.04,0.059909,0.13090962,0.132,0.066602
145,0.0563067,0.045,0.069013,0.108788505,0.126,0.067952
146,0.0454458,0.035,0.05888,0.123689142,0.137,0.078741
147,0.0425439,0.033,0.056206,0.123589701,0.339,0.061869
148,0.0653538,0.05,0.080181,0.128991439,0.135,0.057577
149,0.0361523,0.029,0.046659,0.097576853,0.108,0.041121
150,0.0331304,0.029,0.042384,0.092168637,0.11900000000000001,0.050772
151,0.032349,0.028,0.042202,0.083253879,0.242,0.047146
152,0.0466907,0.036,0.058881,0.129042165,0.28500000000000003,0.060828
153,0.047713,0.039,0.057285,0.110016657,0.258,0.067516
154,0.0335812,0.028,0.044572,0.115145071,0.122,0.074292
155,0.0313324,0.027,0.040473,0.104394157,0.123,0.069867
156,0.0335901,0.027,0.044894,0.098483307,0.109,0.038339
157,0.0682962,0.052,0.083042,0.092481859,0.122,0.043257
158,0.0524889,0.041,0.061989,0.100748485,0.109,0.069423
159,0.0875809,0.062,0.102534,0.12732762,0.138,0.087954
160,0.0436153,0.055,0.052586,0.125235489,0.133,0.054204
161,0.0456947,0.044,0.058814,0.126185365,0.15,0.068852
162,0.0643722,0.046,0.076971,0.113814977,0.123,0.066758
163,0.0398966,0.04,0.048456,0.119733828,0.139,0.065891
164,0.0412958,0.064,0.049229,0.10667281,0.123,0.151211
165,0.0302512,0.023,0.037673,0.129022641,0.157,0.05465
166,0.0681118,0.049,0.081699,0.129462085,0.123,0.05207
167,0.032125,0.028,0.043614,0.118853223,0.128,0.076643
168,0.0463616,0.039,0.055763,0.09860729,0.105,0.057708
169,0.036341,0.03,0.046824,0.104980055,0.308,0.062084
170,0.0260054,0.076,0.034341,0.103648388,0.107,0.063885
171,0.0652919,0.049,0.079991,0.122608394,0.11800000000000001,0.066121
172,0.0660713,0.048,0.079891,0.119686032,0.127,0.051845
173,0.0716715,0.052,0.088266,0.114891894,0.275,0.048052
174,0.0310201,0.026,0.041658,0.09246454,0.106,0.041309
175,0.0497207,0.04,0.063093,0.11802998,0.132,0.081502
176,0.0476587,0.039,0.060171,0.141985054,0.147,0.081132
177,0.0442297,0.041,0.056085,0.117863847,0.117,0.063343
178,0.0327593,0.05,0.042473,0.115128285,0.264,0.054258
179,0.0541633,0.042,0.067241,0.112063088,0.248,0.063967
180,0.0431807,0.042,0.053987,0.11170022,0.137,0.058021
181,0.0968312,0.069,0.114259,0.137821277,0.13,0.048756
182,0.0510053,0.04,0.061615,0.117565714,0.186,0.066086
183,0.0295428,0.025,0.04301,0.101505887,0.231,0.044433
184,0.0384968,0.031,0.051194,0.105213114,0.123,0.045687
185,0.0522183,0.038,0.063199,0.138110916,0.16,0.084943
186,0.0523067,0.042,0.063511,0.129919135,0.319,0.076827
187,0.0452849,0.035,0.057722,0.102547214,0.122,0.044331
188,0.0836,0.062,0.10246,0.112213335,0.34400000000000003,0.039974
189,0.048416,0.038,0.060243,0.110467805,0.11900000000000001,0.05806
190,0.122222,0.085,0.147826,0.127279002,0.123,0.071888
191,0.0732956,0.054,0.088633,0.134497082,0.146,0.059455
192,0.0328721,0.026,0.041086,0.090555346,0.188,0.064445
193,0.0368751,0.03,0.0521,0.13208326,0.312,0.062973
194,0.0875596,0.063,0.105666,0.128148096,0.114,0.054121
195,0.0625514,0.045,0.074064,0.123589969,0.136,0.108477
196,0.0582465,0.046,0.070185,0.132486519,0.211,0.071068
