problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.00217388,0.002,0.014688,0.026179595,0.057,0.010544
12,0.00240615,0.003,0.012864,0.02102747,0.047,0.005401
13,0.00206757,0.003,0.011642,0.016994415,0.055,0.006735
14,0.00205669,0.003,0.015768,0.022474209,0.138,0.006736
15,0.0019393,0.003,0.018083,0.025601108,0.068,0.011809
16,0.00183977,0.003,0.015626,0.024599593,0.055,0.011652
17,0.00232531,0.002,0.013009,0.019521112,0.049,0.00703
18,0.00204159,0.003,0.010924,0.018649969,0.041,0.006398
19,0.00213598,0.003,0.014037,0.02208129,0.045,0.010011
20,0.00233927,0.003,0.012388,0.019239989,0.037,0.007378
21,0.00201304,0.003,0.013257,0.023011746,0.063,0.011019
22,0.00223512,0.003,0.012371,0.016393075,0.219,0.006185
23,0.00232908,0.002,0.01082,0.018414292,0.042,0.004788
24,0.00216179,0.002,0.013493,0.014329077,0.046,0.004872
25,0.000886772,0.002,0.008859,0.012729897,0.037,0.006399
26,0.00214011,0.003,0.013744,0.016472508,0.134,0.007506
27,0.00225052,0.003,0.015454,0.018157673,0.052000000000000005,0.004762
28,0.00194409,0.003,0.014599,0.017407188,0.062,0.007557
29,0.00188639,0.003,0.015615,0.018458937,0.158,0.004723
30,0.00186002,0.003,0.011553,0.014575689,0.063,0.008415
31,0.00204779,0.002,0.013266,0.019421735,0.064,0.004727
32,0.00235864,0.003,0.013375,0.01498868,0.048,0.007294
33,0.00188904,0.002,0.014424,0.021840342,0.07200000000000001,0.019799
34,0.00196864,0.002,0.015432,0.019825421,0.069,0.011098
35,0.00194089,0.002,0.013842,0.016522174,0.056,0.005409
36,0.00240825,0.003,0.013442,0.013457176,0.046,0.005029
37,0.00209318,0.002,0.010353,0.012437704,0.046,0.008069
38,0.00270462,0.003,0.013382,0.013008288,0.046,0.004905
39,0.00217653,0.004,0.013038,0.015864909,0.058,0.011562
40,0.00175792,0.003,0.014146,0.018551132,0.05,0.00707
41,0.00185353,0.003,0.018196,0.018040362,0.059000000000000004,0.004959
42,0.00258171,0.003,0.010459,0.010531455,0.03,0.004871
43,0.002035,0.002,0.014111,0.014058833,0.121,0.004925
44,0.00183577,0.003,0.015835,0.016845184,0.07200000000000001,0.004686
45,0.00234221,0.003,0.016797,0.015298974,0.06,0.006513
46,0.00221353,0.003,0.014688,0.016596051,0.062,0.013238
47,0.00182338,0.003,0.016306,0.017920404,0.128,0.005801
48,0.00245318,0.002,0.011268,0.012690201,0.042,0.00789
49,0.00201524,0.003,0.013964,0.013671159,0.057,0.0106
50,0.00204449,0.003,0.012626,0.012737985,0.06,0.012109
51,0.00213231,0.002,0.013633,0.013540179,0.046,0.006101
52,0.00218538,0.002,0.011797,0.013520408,0.057,0.01168
53,0.00202863,0.002,0.013422,0.014557443,0.045,0.003755
54,0.00238928,0.003,0.01265,0.014487761,0.063,0.012414
55,0.0023036,0.003,0.012192,0.013548059,0.055,0.005473
56,0.00195113,0.003,0.011569,0.013599437,0.053,0.004577
57,0.00206749,0.003,0.011583,0.012964898,0.192,0.004713
58,0.00216361,0.003,0.01448,0.015139327,0.047,0.008089
59,0.00198855,0.002,0.012256,0.014414493,0.051000000000000004,0.005514
60,0.00239615,0.003,0.013822,0.013327008,0.043000000000000003,0.010647
61,0.00222431,0.003,0.015572,0.017285035,0.06,0.006337
62,0.0020245,0.003,0.013117,0.019151104,0.055,0.007999
63,0.000752717,0.002,0.014694,0.017820354,0.053,0.013252
64,0.000679031,0.002,0.013938,0.016643957,0.054,0.008116
65,0.00222897,0.003,0.012484,0.013922745,0.046,0.00957
66,0.00192439,0.004,0.013171,0.01601051,0.08,0.009534
67,0.00199349,0.003,0.011909,0.012319304,0.053,0.010518
68,0.00217651,0.004,0.016025,0.018065081,0.057,0.018821
69,0.00230495,0.003,0.01208,0.015059442,0.051000000000000004,0.015374
70,0.00212608,0.003,0.016142,0.01615343,0.062,0.009819
71,0.00195442,0.002,0.011059,0.012796568,0.061,0.007216
72,0.00206951,0.003,0.013808,0.01342123,0.051000000000000004,0.009747
73,0.00242209,0.003,0.011647,0.011825307,0.05,0.007058
74,0.00246156,0.003,0.013589,0.012497267,0.059000000000000004,0.007497
75,0.00180629,0.003,0.014984,0.014196367,0.257,0.006686
76,0.0021596,0.002,0.011664,0.013241275,0.052000000000000005,0.004636
77,0.00212106,0.003,0.013125,0.014437854,0.056,0.004623
78,0.00183024,0.003,0.014117,0.014283677,0.07,0.008959
79,0.00217786,0.003,0.011857,0.012604601,0.052000000000000005,0.007009
80,0.00214538,0.004,0.014183,0.013947988,0.209,0.007139
81,0.00220146,0.003,0.01283,0.013216524,0.041,0.039999
82,0.000774284,0.002,0.010661,0.01137764,0.115,0.012326
83,0.00213196,0.003,0.014587,0.016616123,0.067,0.005751
84,0.00226688,0.003,0.014427,0.015297025,0.052000000000000005,0.00855
85,0.00204261,0.003,0.012152,0.013190765,0.041,0.012839
86,0.00199337,0.002,0.012828,0.014857037,0.059000000000000004,0.009247
87,0.002342,0.002,0.011324,0.012136288,0.038,0.006857
88,0.00194766,0.002,0.012234,0.015544897,0.066,0.010658
89,0.00205749,0.003,0.017374,0.017809592,0.055,0.009157
90,0.00183556,0.003,0.015527,0.017988681,0.084,0.036273
91,0.00204645,0.002,0.014363,0.014716893,0.062,0.008574
92,0.00223493,0.002,0.012445,0.011958535,0.043000000000000003,0.004876
93,0.00204421,0.003,0.017403,0.017930418,0.064,0.006732
94,0.00172051,0.002,0.014254,0.016182447,0.064,0.01515
95,0.00266754,0.003,0.012627,0.013092647,0.049,0.00728
96,0.00201514,0.003,0.01647,0.015589475,0.052000000000000005,0.014384
97,0.00200414,0.003,0.013126,0.014468336,0.05,0.009754
98,0.00197718,0.003,0.017836,0.017855156,0.099,0.0062
99,0.00235465,0.003,0.014993,0.014065111,0.06,0.007436
100,0.00204425,0.002,0.011358,0.010564127,0.049,0.006764
101,0.00213148,0.003,0.012023,0.012886622,0.212,0.006083
102,0.00206321,0.003,0.011103,0.010946367,0.042,0.019243
103,0.00203402,0.003,0.01459,0.0164125,0.047,0.005994
104,0.0023275,0.003,0.015033,0.014141736,0.045,0.005026
105,0.00199775,0.003,0.013464,0.01312793,0.057,0.011755
106,0.00204334,0.002,0.013425,0.012426187,0.043000000000000003,0.005172
107,0.00221585,0.003,0.013742,0.013254177,0.048,0.006296
108,0.00198694,0.002,0.014195,0.016353544,0.059000000000000004,0.01684
109,0.00172454,0.002,0.013874,0.015731473,0.06,0.009319
110,0.00209412,0.003,0.012442,0.012704706,0.051000000000000004,0.012406
111,0.00195274,0.003,0.013082,0.015821724,0.044,0.007667
112,0.00213659,0.002,0.014936,0.015511741,0.059000000000000004,0.006644
113,0.00209234,0.003,0.013345,0.013778789,0.053,0.008021
114,0.00217586,0.004,0.016255,0.015867222,0.062,0.009413
115,0.00230971,0.003,0.014802,0.014942949,0.049,0.006375
116,0.00172648,0.003,0.012701,0.011770012,0.05,0.007692
117,0.00236711,0.003,0.015444,0.013761202,0.053,0.006883
118,0.00226595,0.003,0.011975,0.013858242,0.065,0.017121
119,0.00212718,0.003,0.012968,0.012214551,0.188,0.012139
120,0.00226662,0.004,0.014573,0.013300008,0.053,0.010184
121,0.00214909,0.003,0.012366,0.014443607,0.049,0.008571
122,0.00175258,0.002,0.015322,0.015882559,0.059000000000000004,0.019564
123,0.00233178,0.004,0.012651,0.016321115,0.056,0.008347
124,0.00202999,0.003,0.013622,0.01430204,0.056,0.020195
125,0.0021731,0.002,0.014536,0.014822877,0.046,0.005965
126,0.00219709,0.002,0.0134,0.012913581,0.042,0.007247
127,0.00285818,0.003,0.014896,0.014715545,0.041,0.00919
128,0.00250163,0.003,0.012921,0.014594853,0.043000000000000003,0.013666
129,0.00188039,0.002,0.015505,0.018636019,0.06,0.013148
130,0.00254619,0.003,0.012224,0.016310753,0.047,0.013162
131,0.00238297,0.002,0.012937,0.015121729,0.14,0.007854
132,0.00234003,0.003,0.014631,0.015197568,0.048,0.009391
133,0.00191848,0.002,0.014072,0.018019402,0.259,0.008534
134,0.00215872,0.003,0.012422,0.014436045,0.04,0.006821
135,0.0019338,0.003,0.012017,0.014058629,0.059000000000000004,0.007515
136,0.00184032,0.003,0.014681,0.017104946,0.097,0.007199
137,0.00213243,0.003,0.010865,0.013023687,0.045,0.023194
138,0.00223863,0.003,0.013822,0.015084238,0.135,0.007895
139,0.00207848,0.003,0.015684,0.015410099,0.058,0.00676
140,0.00208718,0.003,0.014314,0.014990888,0.058,0.007812
141,0.00207443,0.003,0.013014,0.01376931,0.128,0.006391
142,0.00221734,0.003,0.010588,0.010436847,0.037,0.007171
143,0.00217351,0.003,0.010893,0.014519419,0.05,0.011137
144,0.00192414,0.003,0.012412,0.012957948,0.229,0.008705
145,0.00213864,0.003,0.015072,0.015363808,0.048,0.006979
146,0.00217831,0.003,0.013679,0.013833026,0.043000000000000003,0.006995
147,0.00222063,0.003,0.01267,0.012331495,0.041,0.00745
148,0.00208169,0.003,0.014036,0.017295451,0.055,0.007953
149,0.00234961,0.003,0.01149,0.012178466,0.045,0.011098
150,0.00227896,0.004,0.012923,0.014186188,0.07,0.005395
151,0.00212413,0.003,0.012237,0.013312611,0.067,0.008937
152,0.00209438,0.003,0.012042,0.012624567,0.061,0.006649
153,0.00180881,0.003,0.015644,0.013472235,0.057,0.005747
154,0.00181609,0.002,0.017015,0.016118985,0.324,0.006894
155,0.00209682,0.003,0.012852,0.017940565,0.054,0.019144
156,0.00226103,0.003,0.011806,0.011610769,0.058,0.008753
157,0.00191338,0.003,0.012314,0.012869629,0.037,0.005072
158,0.00226356,0.003,0.012147,0.011697624,0.044,0.008359
159,0.00217834,0.002,0.012449,0.01409216,0.038,0.004884
160,0.00222393,0.002,0.011041,0.010243361,0.036000000000000004,0.009643
161,0.0022544,0.003,0.013073,0.012151054,0.037,0.005848
162,0.00208667,0.003,0.014411,0.015805727,0.054,0.016305
163,0.00213182,0.003,0.012743,0.013651307,0.046,0.010301
164,0.00239939,0.003,0.010547,0.010017454,0.046,0.019042
165,0.002524,0.003,0.014504,0.014699891,0.055,0.008712
166,0.00267118,0.003,0.012498,0.011674312,0.107,0.004231
167,0.00210596,0.003,0.011291,0.011212366,0.055,0.009234
168,0.00199147,0.003,0.012314,0.013523521,0.06,0.015019
169,0.00164728,0.003,0.011444,0.012277245,0.053,0.004761
170,0.000588127,0.001,0.010318,0.013558558,0.056,0.015139
171,0.00216396,0.003,0.0123,0.013671151,0.065,0.010978
172,0.00217498,0.002,0.012501,0.014327655,0.053,0.007277
173,0.00177213,0.003,0.017282,0.016505059,0.058,0.01213
174,0.00224514,0.003,0.013844,0.013509289,0.048,0.005893
175,0.00193895,0.003,0.012279,0.013780909,0.05,0.014765
176,0.00209956,0.003,0.014337,0.015327058,0.051000000000000004,0.016485
177,0.00222688,0.003,0.012325,0.013835234,0.058,0.006129
178,0.00212624,0.003,0.014723,0.014652832,0.055,0.013716
179,0.00235524,0.003,0.013121,0.013897083,0.069,0.009769
180,0.00204486,0.003,0.014223,0.014576271,0.052000000000000005,0.012324
181,0.00226293,0.003,0.014819,0.01400217,0.045,0.007112
182,0.00194202,0.002,0.012064,0.01252904,0.042,0.007077
183,0.00194494,0.003,0.011356,0.011345578,0.061,0.005225
184,0.00199274,0.003,0.010543,0.010481127,0.04,0.00554
185,0.00232622,0.003,0.013169,0.01424861,0.046,0.004713
186,0.00192624,0.003,0.014432,0.013575532,0.07,0.007726
187,0.00217196,0.003,0.014835,0.017129379,0.068,0.006196
188,0.00183926,0.002,0.013362,0.01309687,0.053,0.005613
189,0.00201497,0.002,0.014204,0.014203959,0.073,0.005512
190,0.00207352,0.003,0.011385,0.011745598,0.044,0.003421
191,0.00223088,0.003,0.014863,0.01555003,0.064,0.006647
192,0.00242402,0.005,0.013956,0.012314689,0.044,0.006384
193,0.00185599,0.003,0.017025,0.01643046,0.061,0.011972
194,0.00203131,0.002,0.013668,0.014064239,0.045,0.008756
195,0.00174823,0.003,0.014743,0.014680818,0.107,0.006627
196,0.00213516,0.002,0.014597,0.014422094,0.042,0.007172
197,0.00206517,0.003,0.012258,0.013625801,0.23,0.012444
198,0.00204459,0.003,0.012342,0.012960312,0.225,0.008636
199,0.00206071,0.003,0.014984,0.014375151,0.057,0.007904
200,0.00216052,0.001,0.015075,0.014171615,0.047,0.018455
201,0.00216397,0.003,0.011963,0.011965133,0.056,0.006824
202,0.00194242,0.003,0.014999,0.013518045,0.051000000000000004,0.006532
203,0.00203844,0.003,0.011787,0.012236921,0.044,0.00714
204,0.00189247,0.003,0.014384,0.013762304,0.063,0.007247
205,0.00197775,0.003,0.012485,0.017532056,0.078,0.009716
206,0.00211009,0.003,0.014036,0.01586494,0.054,0.010087
207,0.00219495,0.003,0.01424,0.01296923,0.059000000000000004,0.007059
208,0.00165082,0.002,0.014031,0.017332295,0.076,0.015104
209,0.00217804,0.003,0.013535,0.012263143,0.20500000000000002,0.005291
210,0.0021514,0.004,0.012726,0.013388138,0.065,0.005901
