problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000232402,0.002,0.019191,0.018359,0.004041199,0.163,0.000526
12,0.000195993,0.002,0.015455,0.015313,0.003522012,0.134,0.000443
13,0.000175068,0.002,0.013636,0.012131,0.002803484,0.11800000000000001,0.000392
14,0.000200711,0.001,0.01635,0.014619,0.00366794,0.132,0.000454
15,0.000188292,0.001,0.013473,0.014196,0.003438805,0.126,0.00042
16,0.000229958,0.002,0.01825,0.016464,0.003920535,0.171,0.000517
17,0.000165332,0.001,0.012392,0.014339,0.003120094,0.105,0.000368
18,0.000214486,0.001,0.016719,0.014877,0.003461004,0.139,0.000486
19,0.000172159,0.001,0.011908,0.01201,0.002718134,0.121,0.000384
20,0.000231559,0.002,0.019056,0.016824,0.003631114,0.161,0.000529
21,0.000219565,0.002,0.016755,0.014773,0.003438481,0.13,0.000504
22,0.000201668,0.001,0.016045,0.01059,0.002963977,0.135,0.000456
23,0.000185658,0.001,0.013621,0.015388,0.002845558,0.115,0.000423
24,0.000188966,0.001,0.015181,0.015336,0.002793874,0.127,0.000416
25,0.000237839,0.002,0.019303,0.014234,0.00369292,0.159,0.000543
26,0.000228347,0.002,0.017446,0.017979,0.003280086,0.163,0.00051
27,0.00020452,0.002,0.016402,0.016855,0.003323099,0.148,0.000462
28,0.000165664,0.001,0.011975,0.014106,0.002242611,0.113,0.000369
29,0.000207231,0.002,0.017401,0.016731,0.003261104,0.148,0.000466
30,0.000225636,0.002,0.018043,0.018913,0.003555164,0.168,0.000519
31,0.000220737,0.002,0.016655,0.016652,0.003222732,0.162,0.000524
32,0.000196618,0.001,0.015169,0.015476,0.002891776,0.129,0.000486
33,0.000226039,0.001,0.017794,0.017725,0.003140707,0.137,0.000557
34,0.000222394,0.001,0.017886,0.016909,0.003256561,0.198,0.000504
35,0.000210153,0.001,0.016094,0.016976,0.003134935,0.14100000000000001,0.000479
36,0.000162547,0.001,0.011912,0.012358,0.002276413,0.185,0.000363
37,0.000193657,0.001,0.015362,0.017603,0.002660628,0.14200000000000002,0.000431
38,0.000199415,0.001,0.016553,0.016213,0.002963176,0.186,0.000451
39,0.000177161,0.001,0.013422,0.015508,0.002605126,0.116,0.000417
40,0.000192642,0.002,0.01576,0.016352,0.002778676,0.14100000000000001,0.000433
41,0.000191008,0.002,0.014712,0.017074,0.002679024,0.129,0.000433
42,0.000196936,0.001,0.015897,0.013877,0.002481935,0.015,0.000442
43,0.000186407,0.001,0.013882,0.012292,0.002594098,0.169,0.000416
44,0.000183597,0.001,0.013851,0.012867,0.005854361,0.121,0.000415
45,0.000207536,0.001,0.016872,0.017617,0.002127947,0.151,0.000462
46,0.000215009,0.002,0.016664,0.017044,0.002537546,0.159,0.000481
47,0.000227012,0.002,0.018347,0.0147,0.002354157,0.153,0.000503
48,0.000218036,0.002,0.017601,0.015714,0.002551891,0.163,0.000495
49,0.000183623,0.001,0.013459,0.014953,0.001895617,0.137,0.000411
50,0.000209277,0.002,0.017171,0.016813,0.002342676,0.157,0.000471
51,0.00021778,0.002,0.017079,0.017422,0.002531345,0.14100000000000001,0.000492
52,0.000187175,0.001,0.014276,0.014703,0.002387955,0.134,0.000422
53,0.000199521,0.001,0.017665,0.014754,0.002403676,0.14400000000000002,0.000451
54,0.000182396,0.001,0.012766,0.012779,0.001997093,0.13,0.000407
55,0.000203071,0.002,0.015285,0.015735,0.002570184,0.138,0.000463
56,0.000204128,0.001,0.016263,0.012297,0.002278105,0.121,0.000461
57,0.000197879,0.002,0.01481,0.016314,0.002252365,0.129,0.000446
58,0.000218917,0.002,0.017191,0.018069,0.002645974,0.016,0.000497
59,0.00017938,0.002,0.01347,0.016131,0.002134102,0.115,0.000399
60,0.000192361,0.001,0.015595,0.014912,0.00217885,0.127,0.000431
61,0.000199487,0.001,0.015735,0.014958,0.002249271,0.124,0.000451
62,0.000194922,0.002,0.015802,0.0183,0.002263099,0.135,0.000437
63,0.000203106,0.002,0.015633,0.01786,0.002404859,0.126,0.000458
64,0.000218216,0.001,0.016088,0.016876,0.002883314,0.129,0.000493
65,0.000182303,0.001,0.014355,0.014622,0.002324915,0.126,0.000406
66,0.000195921,0.003,0.016083,0.016973,0.002171972,0.138,0.000439
67,0.000247632,0.002,0.020444,0.01742,0.002917449,0.177,0.000557
68,0.000207825,0.001,0.01709,0.013806,0.002439628,0.14200000000000002,0.00047
69,0.00019162,0.001,0.015736,0.014733,0.002131376,0.135,0.000429
70,0.0002226,0.001,0.01721,0.015934,0.002591284,0.02,0.000515
71,0.000215354,0.001,0.01957,0.017354,0.002470086,0.14200000000000002,0.000485
72,0.000212189,0.002,0.016225,0.015381,0.002354755,0.014,0.00048
73,0.000214666,0.002,0.017733,0.016114,0.002620083,0.14200000000000002,0.000488
74,0.000215523,0.002,0.017163,0.018253,0.002422647,0.15,0.000484
75,0.000170313,0.001,0.012016,0.014215,0.001827762,0.138,0.000385
76,0.000186471,0.002,0.014386,0.014924,0.001898954,0.12,0.000426
77,0.000183073,0.002,0.013616,0.015272,0.002228024,0.116,0.000413
78,0.000191009,0.001,0.013163,0.013055,0.002237466,0.106,0.000438
79,0.000174112,0.002,0.01281,0.01448,0.002051829,0.123,0.000396
80,0.000194666,0.001,0.015672,0.017644,0.002293313,0.159,0.000444
81,0.000215703,0.002,0.017139,0.017381,0.002450185,0.152,0.000487
82,0.000203395,0.001,0.015659,0.015834,0.002205909,0.15,0.000457
83,0.00022088,0.001,0.016524,0.016511,0.00235577,0.14200000000000002,0.000493
84,0.000184712,0.001,0.012719,0.015068,0.002003308,0.117,0.000414
85,0.000188253,0.001,0.01538,0.015647,0.002034611,0.128,0.000423
86,0.000208701,0.001,0.0159,0.018425,0.00223958,0.14100000000000001,0.000467
87,0.00018919,0.001,0.014903,0.01424,0.002174436,0.148,0.000424
88,0.000206752,0.002,0.014982,0.015613,0.002069667,0.015,0.000467
89,0.00018924,0.001,0.014317,0.017799,0.002280315,0.12,0.000425
90,0.000195921,0.001,0.016211,0.01672,0.002273794,0.131,0.000436
91,0.000191441,0.002,0.015649,0.015816,0.002095242,0.14200000000000002,0.00043
92,0.000201457,0.001,0.01571,0.014789,0.002226873,0.127,0.000457
93,0.000204565,0.002,0.015813,0.014878,0.002341739,0.156,0.000458
94,0.00021959,0.002,0.017455,0.01706,0.002543101,0.015,0.000497
95,0.000194555,0.001,0.015376,0.016181,0.002322659,0.127,0.000444
96,0.000209632,0.002,0.015553,0.017755,0.002161434,0.215,0.000468
97,0.000203126,0.001,0.015883,0.015246,0.002296134,0.127,0.000464
98,0.000196984,0.002,0.015568,0.016751,0.002162239,0.136,0.000444
99,0.000184498,0.002,0.0148,0.016351,0.0019781,0.132,0.000417
100,0.000209581,0.001,0.01665,0.01694,0.002402966,0.139,0.000474
101,0.000197557,0.002,0.016056,0.015804,0.002178517,0.13,0.00045
102,0.000218839,0.002,0.016392,0.016542,0.002602752,0.184,0.000501
103,0.000176622,0.001,0.012912,0.011302,0.001944998,0.114,0.000397
104,0.000212554,0.002,0.018394,0.016197,0.002485092,0.017,0.000487
105,0.000189288,0.001,0.016272,0.013957,0.001991323,0.14200000000000002,0.00043
106,0.000181956,0.001,0.012917,0.014641,0.002118383,0.135,0.000412
107,0.000173617,0.002,0.018907,0.013189,0.001832082,0.116,0.00039
108,0.000210121,0.001,0.016877,0.014793,0.002415209,0.128,0.000475
109,0.00019838,0.002,0.014858,0.015538,0.00230677,0.013000000000000001,0.000446
110,0.000183151,0.002,0.013963,0.012664,0.00184796,0.121,0.000411
111,0.000234588,0.002,0.019127,0.018038,0.002524088,0.165,0.000533
112,0.000209449,0.002,0.016788,0.016141,0.002446509,0.148,0.000474
113,0.000189421,0.001,0.013986,0.015466,0.002175111,0.11900000000000001,0.000428
114,0.000185833,0.001,0.013349,0.015753,0.002208049,0.11,0.000404
115,0.000220052,0.002,0.017365,0.015989,0.002648245,0.14200000000000002,0.000499
116,0.000204467,0.001,0.01613,0.013119,0.002449511,0.133,0.000458
117,0.000186275,0.001,0.013716,0.016273,0.00209277,0.132,0.000416
118,0.000187707,0.002,0.015312,0.014447,0.002197199,0.127,0.000423
119,0.000200724,0.001,0.016115,0.015201,0.002246694,0.158,0.000451
120,0.000169016,0.001,0.012361,0.01232,0.001897618,0.097,0.000382
121,0.000205122,0.001,0.016205,0.015964,0.002191984,0.115,0.000459
122,0.000210174,0.002,0.017114,0.016539,0.002125578,0.147,0.000468
123,0.000176548,0.001,0.013355,0.015026,0.002026703,0.128,0.000401
124,0.000209264,0.002,0.016998,0.015549,0.002385146,0.135,0.000468
125,0.000188103,0.002,0.015575,0.015387,0.002046455,0.135,0.000427
126,0.000196807,0.001,0.016634,0.014709,0.002302608,0.126,0.00045
127,0.000181312,0.001,0.01413,0.014586,0.001779995,0.129,0.000404
128,0.00020933,0.002,0.016318,0.016297,0.002439502,0.14200000000000002,0.000471
129,0.000205109,0.001,0.01656,0.015166,0.002362307,0.14300000000000002,0.000469
130,0.000216724,0.001,0.018572,0.017187,0.002202953,0.159,0.000493
131,0.000185272,0.001,0.014003,0.014916,0.001984783,0.057,0.000417
132,0.000205035,0.001,0.016547,0.01646,0.002308894,0.152,0.000468
133,0.000213065,0.002,0.017344,0.01772,0.002344901,0.14200000000000002,0.000491
134,0.000220704,0.002,0.018142,0.017764,0.002503441,0.15,0.000496
135,0.000219218,0.002,0.016845,0.015703,0.002542403,0.14300000000000002,0.000496
136,0.000205286,0.002,0.016537,0.015916,0.002115513,0.14,0.000463
137,0.000195563,0.001,0.018799,0.013924,0.002184105,0.14100000000000001,0.000442
138,0.00017328,0.001,0.013021,0.014496,0.001897187,0.112,0.00039
139,0.000216266,0.002,0.017902,0.018805,0.002426268,0.146,0.000491
140,0.000204371,0.001,0.016806,0.0152,0.002097629,0.128,0.000461
141,0.000192022,0.002,0.015351,0.014744,0.002000794,0.14400000000000002,0.000424
142,0.000198426,0.001,0.015045,0.014266,0.002221255,0.132,0.000444
143,0.000190808,0.001,0.015164,0.01517,0.002115981,0.12,0.000426
144,0.000193351,0.001,0.014383,0.014531,0.00223311,0.013000000000000001,0.000439
145,0.000212942,0.001,0.017476,0.018165,0.002371851,0.146,0.000482
146,0.000212791,0.001,0.016922,0.016079,0.002190581,0.15,0.00048
147,0.000197351,0.002,0.016572,0.01526,0.002170545,0.127,0.000453
148,0.00020123,0.001,0.016214,0.014861,0.002207383,0.152,0.000453
149,0.000202601,0.002,0.016154,0.015547,0.00222575,0.222,0.00046
150,0.000189477,0.002,0.014544,0.016984,0.002099465,0.123,0.000427
151,0.000184727,0.001,0.014483,0.014929,0.002157718,0.125,0.000415
152,0.000198232,0.001,0.015883,0.016286,0.002185876,0.128,0.000456
153,0.000177139,0.001,0.013653,0.013796,0.001985759,0.122,0.000396
154,0.000198266,0.002,0.016356,0.016627,0.00230494,0.122,0.000446
155,0.000213921,0.001,0.018222,0.015979,0.002399934,0.162,0.000487
156,0.00021202,0.001,0.016267,0.013921,0.002348825,0.14100000000000001,0.000479
157,0.000198891,0.002,0.016315,0.015146,0.002131534,0.14100000000000001,0.000447
158,0.000190993,0.001,0.015111,0.016292,0.002193617,0.136,0.000437
159,0.000173195,0.002,0.013022,0.015294,0.001849976,0.122,0.000388
160,0.00019118,0.002,0.014544,0.014431,0.001859012,0.129,0.000445
161,0.00020109,0.001,0.015471,0.018811,0.002201155,0.112,0.000485
162,0.000177595,0.001,0.013765,0.015653,0.002036642,0.137,0.000439
163,0.00024227,0.002,0.018666,0.018032,0.002701385,0.153,0.000549
164,0.000184401,0.001,0.014015,0.015076,0.001831143,0.134,0.000414
165,0.000215628,0.002,0.017215,0.014264,0.00230763,0.138,0.000492
166,0.000190779,0.001,0.014342,0.015155,0.002143529,0.122,0.00043
