problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000174035,0.001,0.010817,0.00466,0.002596952,0.046,0.000418
12,0.000172873,0.001,0.011601,0.01114,0.002699215,0.008,0.000385
13,9.9137e-05,0.001,0.007548,0.002445,0.008770949,0.007,0.000702
14,0.000171564,0.001,0.013061,0.004171,0.002349749,0.008,0.000402
15,0.000189721,0.001,0.01066,0.005176,0.002417067,0.016,0.000468
16,0.000154712,0.001,0.00883,0.002659,0.002725494,0.01,0.000377
17,0.000151064,0.001,0.009811,0.003893,0.002033256,0.008,0.000345
18,0.000184014,0.001,0.010141,0.005709,0.002227074,0.007,0.001704
19,0.000150299,0.001,0.011128,0.003436,0.002093002,0.006,0.000369
20,0.000169633,0.001,0.011034,0.009409,0.002133357,0.007,0.000375
21,0.000170416,0.001,0.010498,0.006603,0.001937336,0.007,0.000396
22,0.000171335,0.001,0.010868,0.004988,0.001867074,0.009000000000000001,0.000408
23,0.000173127,0.001,0.010156,0.005727,0.002463929,0.01,0.000423
24,0.000173675,0.001,0.010658,0.005615,0.001812837,0.007,0.000401
25,0.000160505,0.001,0.009355,0.002991,0.00223707,0.013000000000000001,0.000403
26,0.00015543,0.001,0.009539,0.004277,0.001641333,0.009000000000000001,0.000374
27,0.00018444,0.001,0.014819,0.009546,0.001880631,0.01,0.00041
28,0.000180928,0.001,0.012838,0.005467,0.002883727,0.009000000000000001,0.000428
29,0.000168413,0.002,0.009869,0.005093,0.002325701,0.008,0.000426
30,0.000132865,0.001,0.007461,0.002272,0.001668697,0.005,0.000339
31,0.00015231,0.001,0.009416,0.003371,0.001870765,0.009000000000000001,0.000369
32,0.00015454,0.001,0.00941,0.005332,0.001561309,0.009000000000000001,0.000352
33,0.000170884,0.001,0.010682,0.004271,0.00173454,0.01,0.0004
34,0.000185044,0.001,0.010248,0.004201,0.002053956,0.007,0.000444
35,0.000164441,0.001,0.009054,0.004393,0.001857723,0.008,0.000894
36,0.000161073,0.001,0.009551,0.015324,0.002294682,0.047,0.000388
37,0.000165336,0.001,0.008627,0.003636,0.001790568,0.008,0.000391
38,0.000164408,0.001,0.010243,0.003256,0.001760453,0.007,0.0027
39,0.000178935,0.002,0.01162,0.006384,0.002027407,0.007,0.003119
40,0.000175164,0.001,0.010373,0.004298,0.001925877,0.009000000000000001,0.000415
41,0.000180684,0.001,0.009186,0.003102,0.001947354,0.007,0.000451
42,0.000175401,0.001,0.009569,0.004323,0.001573218,0.006,0.000443
43,0.000170086,0.001,0.010243,0.005164,0.001707945,0.008,0.00043
44,0.000166057,0.001,0.010712,0.007577,0.002082684,0.016,0.000382
45,0.000140836,0.001,0.008312,0.007186,0.001691397,0.006,0.000324
46,0.000170776,0.001,0.009774,0.008432,0.002464082,0.12,0.001892
47,0.000170117,0.001,0.010052,0.005461,0.001571394,0.007,0.000396
48,0.000178354,0.002,0.012075,0.010587,0.001676182,0.008,0.000398
49,0.000152591,0.001,0.009669,0.004593,0.001553493,0.008,0.000373
50,0.000169538,0.002,0.010142,0.004324,0.001533994,0.025,0.000396
51,0.00018765,0.001,0.010344,0.004675,0.001624417,0.007,0.000451
52,0.000152467,0.001,0.008358,0.003541,0.00163221,0.009000000000000001,0.000357
53,0.000150057,0.001,0.008366,0.005028,0.001717236,0.014,0.000345
54,0.000151144,0.001,0.007756,0.003012,0.001505036,0.018000000000000002,0.001183
55,0.000166497,0.001,0.010944,0.003919,0.001747481,0.034,0.000408
56,0.000149389,0.001,0.011419,0.003476,0.001357433,0.005,0.00093
57,0.000169566,0.001,0.009122,0.002967,0.001956821,0.008,0.000876
58,0.000168936,0.001,0.010602,0.003618,0.001684809,0.006,0.00039
59,0.000178894,0.001,0.012171,0.005238,0.00196751,0.014,0.000426
60,0.000158575,0.002,0.011043,0.00367,0.001982841,0.015,0.002757
61,0.000171635,0.001,0.009984,0.002954,0.001658783,0.006,0.002904
62,0.000183575,0.001,0.01339,0.004936,0.00168607,0.008,0.000421
63,0.000155438,0.001,0.009283,0.002364,0.001775534,0.008,0.002016
64,0.000161842,0.001,0.009343,0.002911,0.001971651,0.01,0.002127
65,0.000170696,0.001,0.011343,0.005585,0.00167654,0.008,0.000398
66,0.000185186,0.001,0.012026,0.007206,0.001763144,0.016,0.000426
67,0.000149818,0.001,0.008252,0.003326,0.001428233,0.005,0.001758
68,0.00017042,0.001,0.010096,0.003175,0.001508303,0.006,0.00039
69,0.000196629,0.001,0.012163,0.003059,0.00196423,0.008,0.000452
70,0.000188904,0.001,0.01054,0.00365,0.001672856,0.009000000000000001,0.001615
71,0.000165178,0.001,0.009431,0.004903,0.001401437,0.006,0.000397
72,0.000162837,0.001,0.009237,0.002774,0.001870398,0.007,0.000937
73,0.000154307,0.001,0.009165,0.003398,0.001135862,0.007,0.000398
74,0.000192698,0.001,0.010894,0.004595,0.001466194,0.006,0.000481
