problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.00616936,0.006,0.012237,0.127273983,0.049,0.024965
12,0.00469035,0.006,0.00944,0.160922473,0.097,0.041177
13,0.00424204,0.004,0.009468,0.167243457,0.514,0.064171
14,0.00933163,0.008,0.013626,0.094151727,0.075,0.023488
15,0.00511712,0.006,0.010569,0.148676466,0.07100000000000001,0.056137
16,0.000514263,0.001,0.005239,0.01356437,0.023,0.003421
17,0.000366345,0.001,0.004319,0.043539482,0.008,0.003632
18,0.00989516,0.009,0.016886,0.149212692,0.058,0.038223
19,0.00507742,0.005,0.00899,0.111919693,0.107,0.03612
20,0.0140005,0.012,0.019769,0.124081948,0.114,0.047588
21,0.00318179,0.004,0.009362,0.141785219,0.088,0.045988
22,0.000425603,0.001,0.004996,0.010675023,0.046,0.003581
23,0.015688,0.017,0.022617,0.12826785,0.068,0.03194
24,0.00882182,0.009,0.014208,0.160520103,0.094,0.06309
25,0.0129322,0.011,0.021959,0.079552689,0.068,0.039011
26,0.00403681,0.004,0.012379,0.14447845,0.445,0.041144
27,0.00463461,0.004,0.010312,0.182286377,0.08700000000000001,0.067477
28,0.00629591,0.006,0.012498,0.481543246,0.962,0.040942
29,0.0113107,0.01,0.019361,0.129207776,0.079,0.038099
30,0.00972569,0.009,0.015861,0.111719069,0.061,0.046653
31,0.000496937,0.001,0.005606,0.010421661,1.239,0.003036
32,0.0110614,0.009,0.016731,0.13624207,0.335,0.062067
33,0.000515303,0.001,0.006203,0.010499614,0.017,0.003096
34,0.00039802,0.001,0.004334,0.006648055,0.03,0.003066
35,0.00418545,0.006,0.010258,0.154589405,0.372,0.04763
36,0.000359401,0.001,0.00699,0.011615281,0.019,0.004118
37,0.000435691,0.001,0.006329,0.01085027,0.007,0.002855
38,0.00901089,0.009,0.013117,0.092919401,0.075,0.046041
39,0.000856775,0.001,0.005262,0.109972455,0.458,0.053972
40,0.0148757,0.014,0.02234,0.115304289,0.073,0.032908
41,0.000555563,0.001,0.004315,0.00753359,0.019,0.002077
42,0.00872894,0.008,0.016312,0.119145921,0.063,0.069436
43,0.0154584,0.012,0.023761,0.160268544,0.088,0.052001
44,0.0100004,0.009,0.014363,0.089834848,0.047,0.025096
45,0.000435512,0.001,0.005126,0.019006727,0.022,0.003673
46,0.0114622,0.011,0.018881,0.087390333,0.056,0.016685
47,0.00487277,0.005,0.010803,0.113389807,0.053,0.02045
48,0.0122488,0.011,0.017779,0.154475033,0.082,0.082794
49,0.0159818,0.014,0.02181,0.123434071,0.11,0.056819
50,0.00254092,0.003,0.0061,0.133844385,0.085,0.056425
51,0.00430119,0.005,0.00858,0.11074195,0.07,0.041868
52,0.013063,0.012,0.018881,0.086296534,0.055,0.020193
53,0.0114071,0.009,0.017304,0.129407161,0.672,0.039728
54,0.0077766,0.008,0.014415,0.101993595,0.077,0.026041
55,0.0134404,0.013,0.021817,0.110215659,0.065,0.027042
56,0.00318358,0.004,0.007596,0.100800256,0.076,0.021967
57,0.000641161,0.001,0.005904,0.0124938,0.02,0.004889
58,0.0108472,0.009,0.015896,0.090968491,0.202,0.042803
59,0.00351582,0.004,0.008069,0.115772232,0.189,0.027448
60,0.00915125,0.004,0.015348,0.080660345,0.056,0.184461
61,0.011175,0.01,0.016523,0.109873853,0.069,0.024686
62,0.00517,0.005,0.009894,0.124425634,0.108,0.079869
63,0.000463586,0.001,0.004745,0.009609515,0.021,0.003784
64,0.000985599,0.001,0.00519,0.008975911,0.031,0.002361
65,0.000430053,0.001,0.005648,0.019919247,0.018000000000000002,0.003018
66,0.000562811,0.001,0.006431,0.02278764,0.02,0.003193
67,0.011161,0.01,0.017447,0.115653438,0.084,0.052601
68,0.0103929,0.011,0.017784,0.130459759,0.082,0.034886
69,0.00159216,0.002,0.005365,0.017089574,0.05,0.002688
70,0.012572,0.011,0.01843,0.140417649,0.094,0.077835
71,0.000315902,0.001,0.005334,0.017510464,0.019,0.002911
72,0.00646206,0.007,0.011757,0.132358686,0.11900000000000001,0.067077
73,0.00421276,0.004,0.008456,0.133944289,0.108,0.055161
74,0.000465921,0.001,0.005357,0.019079798,0.012,0.004465
75,0.0130536,0.012,0.019543,0.095263275,0.056,0.019487
76,0.000486671,0.001,0.005405,0.014711499,0.036000000000000004,0.0029
77,0.00177274,0.003,0.008162,0.0243126,0.063,0.005244
78,0.0156772,0.013,0.021759,0.104868865,0.092,0.046089
79,0.00464468,0.008,0.009858,0.151273034,0.331,0.062781
80,0.00317115,0.004,0.009831,0.333520038,0.051000000000000004,0.025022
81,0.000840523,0.001,0.005078,0.016502331,0.034,0.003222
82,0.000518466,0.001,0.005659,0.009849753,0.026000000000000002,0.003013
83,0.000389296,0.001,0.004436,0.007922668,0.027,0.003496
84,0.0136572,0.012,0.019748,0.128630662,0.074,0.047888
85,0.0145369,0.012,0.021468,0.163663958,0.109,0.082728
86,0.0110962,0.01,0.016465,0.133403337,0.066,0.40961
87,0.000436048,0.001,0.00559,0.018908041,0.011,0.003573
88,0.0025986,0.003,0.007942,0.108177991,0.048,0.057701
89,0.000744827,0.001,0.005377,0.01655635,0.05,0.002602
90,0.000353484,0.001,0.004838,0.008333897,0.014,0.002686
91,0.00610944,0.006,0.013209,0.104290443,0.082,0.035795
92,0.00040746,0.001,0.005039,0.010480896,0.09,0.003206
93,0.0103475,0.01,0.016166,0.107117806,0.084,0.036991
94,0.0163087,0.013,0.020928,0.128436479,0.091,0.05595
95,0.0207778,0.018,0.028667,0.098304894,0.057,0.021163
96,0.00939273,0.009,0.016717,0.103015148,0.055,0.02461
97,0.000312399,0.001,0.004724,0.00825725,0.013000000000000001,0.002923
98,0.0112537,0.01,0.017409,0.143438842,0.076,0.051145
99,0.00220532,0.003,0.006355,0.10658949,0.092,0.027228
100,0.000433338,0.001,0.006549,0.01138062,0.026000000000000002,0.005023
101,0.000612541,0.001,0.005405,0.017077223,0.02,0.003204
102,0.0129239,0.014,0.017922,0.169601714,0.097,0.06078
103,0.01051,0.008,0.015935,0.084644426,0.055,0.031918
104,0.00266952,0.003,0.007567,0.120972669,0.062,0.041946
105,0.000342965,0.001,0.003988,0.014852008,0.011,0.006535
106,0.0134299,0.014,0.019101,0.091430036,0.073,0.02575
107,0.000567171,0.001,0.00401,0.009209314,0.019,0.00278
108,0.00618847,0.008,0.012713,0.228257531,0.32,0.060414
109,0.00378455,0.004,0.009802,0.301407415,0.117,0.051001
110,0.0159168,0.014,0.021332,0.110764785,1.997,0.031611
111,0.00193556,0.003,0.005885,0.017949049,0.065,0.002481
112,0.00282913,0.003,0.006265,0.13916766,0.093,1.031197
113,0.0049106,0.005,0.011819,0.108282694,0.197,0.039925
114,0.000403303,0.001,0.003827,0.007241026,0.01,0.003324
115,0.0089609,0.009,0.016402,0.091289291,0.055,0.025397
116,0.01036,0.01,0.016675,0.149350875,0.052000000000000005,0.023116
117,0.0117789,0.013,0.019032,0.127146095,0.085,0.040387
118,0.00807135,0.009,0.012487,0.120086482,0.07200000000000001,0.051405
119,0.00174199,0.002,0.005843,0.100672337,0.07200000000000001,0.018423
120,0.0010743,0.002,0.006794,0.018106556,0.051000000000000004,0.005175
121,0.00182697,0.002,0.006114,0.023011184,0.037,0.005048
122,0.00084022,0.002,0.006217,0.010938016,0.017,0.00343
123,0.00904929,0.007,0.015581,0.137101436,0.061,0.021568
124,0.00255559,0.003,0.007645,0.162082806,0.07200000000000001,0.073261
125,0.00240289,0.003,0.00649,0.110450765,0.10200000000000001,0.040748
126,0.00105823,0.001,0.00641,0.017691927,0.061,0.003963
127,0.000330522,0.001,0.004686,0.00898431,0.021,0.003732
128,0.00690408,0.008,0.011625,0.143341978,0.458,0.052347
129,0.00564393,0.006,0.010848,0.080643969,0.059000000000000004,0.144665
130,0.00998813,0.009,0.015758,0.127795078,0.06,0.033365
131,0.0137874,0.015,0.019384,0.108810983,0.095,0.039718
132,0.00946674,0.009,0.017445,0.119005681,0.094,0.039519
133,0.00167691,0.002,0.006224,0.120615159,0.079,0.065432
134,0.000383463,0.001,0.004375,0.008042097,0.017,0.00337
135,0.00312402,0.003,0.007054,0.12936986,0.367,0.043727
136,0.0034371,0.004,0.009609,0.133159949,0.112,0.048813
137,0.00207011,0.002,0.007893,0.143155244,0.06,0.031034
138,0.000522725,0.001,0.010317,0.013324647,0.023,0.002996
139,0.00507946,0.005,0.011829,0.183913121,0.754,0.058593
140,0.000366497,0.001,0.006582,0.012199681,0.023,0.003882
141,0.00271016,0.003,0.006939,0.118985525,0.075,0.042843
142,0.000818754,0.001,0.005393,0.00960304,0.014,0.002459
143,0.0013456,0.002,0.006231,0.01561489,0.052000000000000005,0.0027
144,0.00948542,0.009,0.016113,0.091730274,0.058,0.02735
145,0.000435271,0.001,0.005597,0.009625676,0.013000000000000001,0.003839
146,0.00670642,0.005,0.01199,0.119670406,0.108,0.062371
147,0.00131026,0.002,0.008018,0.021915157,0.009000000000000001,0.005377
148,0.0127001,0.013,0.018061,0.107845131,0.653,0.045082
149,0.000305287,0.001,0.003802,0.007714285,0.031,0.00239
150,0.00760635,0.008,0.010826,0.129005081,0.467,0.045035
151,0.0100948,0.009,0.016175,0.142392419,0.091,0.070001
152,0.00282973,0.003,0.006332,0.109683672,0.053,0.046802
153,0.00296648,0.004,0.008595,0.110306234,0.078,0.064041
154,0.0229947,0.024,0.030724,0.076269975,0.055,0.022027
155,0.00334346,0.004,0.007841,0.074823648,0.059000000000000004,0.037161
156,0.00071823,0.001,0.007049,0.010785912,0.038,0.002875
157,0.0148061,0.014,0.023826,0.110889552,0.089,0.388326
158,0.0005105,0.001,0.006856,0.011533212,0.022,0.002456
159,0.0115168,0.012,0.016474,0.125622984,0.08,0.039824
160,0.00089284,0.001,0.00479,0.013878651,0.021,0.004132
161,0.0165449,0.015,0.025052,0.098439808,0.065,0.020128
162,0.0091671,0.008,0.015126,0.115062675,0.165,0.035762
163,0.00133434,0.002,0.005363,0.015522525,0.061,0.003991
164,0.0177547,0.019,0.022806,0.10719728,0.057,0.023734
165,0.00077908,0.001,0.005561,0.023120906,0.016,0.003728
166,0.00053555,0.001,0.007387,0.019474568,0.028,0.002683
167,0.00045002,0.001,0.004923,0.008281429,0.01,0.004375
168,0.0079155,0.009,0.013169,0.182225145,0.328,0.08023
169,0.000948671,0.002,0.008651,0.016760632,0.029,0.002952
170,0.0232297,0.018,0.03082,0.106706328,0.085,0.035797
171,0.00119877,0.002,0.006442,0.018438639,0.045,0.005059
172,0.00226266,0.002,0.007458,0.115603775,0.078,0.032653
173,0.0102772,0.01,0.015357,0.132295212,0.09,0.034401
174,0.00514856,0.005,0.009859,0.128389593,0.289,0.055295
175,0.0100072,0.009,0.015979,0.133027078,0.078,0.028385
176,0.0125026,0.011,0.017985,0.096621066,0.095,0.035102
177,0.00282124,0.003,0.007713,0.15561481,0.081,0.064077
178,0.00339227,0.004,0.007157,0.091917496,0.061,0.034832
179,0.000433939,0.001,0.00515,0.019384737,0.012,0.003811
