problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.00215636,0.003,0.011983,0.017929829,0.029,0.004153
12,0.00200657,0.002,0.008911,0.016774935,0.035,0.006547
13,0.000619227,0.001,0.00619,0.013986724,0.021,0.059639
14,0.00176245,0.002,0.012217,0.021147457,0.023,0.005917
15,0.00144607,0.002,0.008722,0.033092716,0.015,0.008429
16,0.00302724,0.002,0.009721,0.019611008,0.044,0.009274
17,0.00125928,0.002,0.00877,0.013281326,0.022,0.003187
18,0.00120696,0.003,0.010142,0.018310032,0.028,0.008302
19,0.00174245,0.002,0.011182,0.019608501,0.016,0.006978
20,0.00160209,0.002,0.01127,0.018535662,0.023,0.006864
21,0.00238076,0.002,0.009369,0.015287553,1.475,0.003703
22,0.00214676,0.002,0.01196,0.017189921,0.022,0.007022
23,0.000708253,0.001,0.006037,0.014666049,0.016,0.006188
24,0.00232787,0.004,0.011964,0.015277673,0.021,0.008553
25,0.00237644,0.001,0.011724,0.01436777,0.027,0.00362
26,0.00208757,0.002,0.008399,0.014211015,0.018000000000000002,0.007887
27,0.00179402,0.002,0.009311,0.015274762,0.027,0.006928
28,0.00203541,0.003,0.010195,0.013779784,0.015,0.003194
29,0.0015274,0.003,0.009887,0.015451729,0.053,0.009586
30,0.0014999,0.002,0.009408,0.010546618,0.021,0.004777
31,0.0015249,0.002,0.011984,0.01329038,0.028,0.003988
32,0.00298771,0.003,0.010441,0.010308049,0.016,0.007271
33,0.00110408,0.002,0.009895,0.023474204,0.026000000000000002,0.077637
34,0.00132974,0.002,0.008623,0.011263004,0.015,0.002571
35,0.000677914,0.003,0.008357,0.011568728,0.024,0.003687
36,0.00624005,0.007,0.013239,0.012230832,0.018000000000000002,0.006641
37,0.00186273,0.002,0.013191,0.01378652,0.032,0.004927
38,0.00169752,0.003,0.009769,0.014819084,0.029,0.007605
39,0.00126976,0.002,0.007381,0.008831468,0.027,0.00547
40,0.000550814,0.001,0.007788,0.009393925,0.019,0.002837
41,0.000613474,0.002,0.007374,0.01235728,0.024,0.004651
42,0.00119296,0.002,0.008509,0.012938546,0.027,0.005929
43,0.0020732,0.002,0.008774,0.011941681,0.036000000000000004,0.007
44,0.00294355,0.004,0.012469,0.015151788,0.04,0.007181
45,0.0018573,0.002,0.010235,0.012453857,0.018000000000000002,0.008134
46,0.00180244,0.003,0.009733,0.015474045,0.049,0.004917
47,0.00219359,0.003,0.010396,0.012781376,0.03,0.009804
48,0.00127929,0.002,0.008588,0.012292146,0.021,0.006703
49,0.00422023,0.005,0.010079,0.012697504,0.02,0.008275
50,0.00326272,0.003,0.009962,0.011338287,0.036000000000000004,0.007267
51,0.00391724,0.005,0.010289,0.01165046,0.016,0.007302
52,0.000793358,0.002,0.007651,0.014468485,0.022,0.006571
53,0.00172949,0.003,0.008374,0.011375725,0.023,0.008729
