problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.000537265,0.001,0.008213,0.03156071,0.037,0.004992
12,0.0015149,0.003,0.012407,0.049948801,0.517,0.007204
13,0.000896314,0.002,0.008061,0.033757544,0.105,0.006358
14,0.00257583,0.004,0.010951,0.208054598,0.158,0.104832
15,0.0151216,0.016,0.028975,0.225834586,0.149,0.03725
16,0.00202333,0.003,0.010254,0.097151374,0.095,0.034204
17,0.000625986,0.001,0.006566,0.01301824,0.047,0.002856
18,0.000473654,0.001,0.008362,0.017830958,0.07100000000000001,0.004189
19,0.0045942,0.005,0.010999,0.132495149,0.216,0.302847
20,0.00139664,0.001,0.008139,0.026928179,0.163,0.004707
21,0.000901853,0.002,0.007573,0.029711055,0.066,0.002509
22,0.000504692,0.001,0.00631,0.025552433,0.047,0.003077
23,0.000706996,0.001,0.010943,0.039565011,0.027,0.008472
24,0.000649616,0.001,0.009126,0.033301022,0.066,0.006376
25,0.000647599,0.001,0.008329,0.017837916,0.148,0.00458
26,0.000623289,0.002,0.00901,0.021807435,0.1,0.004606
27,0.0333692,0.033,0.066509,0.13627484,0.169,0.03876
28,0.0150062,0.016,0.025857,3.333060529,0.221,0.02839
29,0.00235855,0.003,0.009651,0.124972118,0.136,0.056204
30,0.000688721,0.002,0.00844,0.033907201,0.163,0.002935
31,0.000520051,0.002,0.007594,0.009817979,0.082,0.004256
32,0.000714592,0.002,0.009349,0.023386427,0.032,0.006681
33,0.000469911,0.001,0.006125,0.010379439,0.07200000000000001,0.00204
34,0.000527651,0.001,0.00733,0.015484843,0.041,0.003601
35,0.000657118,0.001,0.010656,0.016618181,0.053,0.003101
36,0.000531241,0.001,0.007415,0.033819425,0.055,0.003568
37,0.00538435,0.006,0.015633,0.833657258,0.195,0.090569
38,0.000600295,0.001,0.009582,0.037869864,0.042,0.008905
39,0.00485895,0.004,0.012279,0.16015354,4.855,0.090974
40,0.0109218,0.011,0.021405,0.197083714,0.18,0.088229
41,0.00870493,0.01,0.021645,0.128087298,0.145,0.025669
42,0.00183332,0.003,0.010825,0.040186003,23.017,0.009758
43,0.000897942,0.001,0.012303,0.040830336,0.044,0.00401
44,0.013191,0.014,0.022267,0.130998908,0.113,0.029998
45,0.00198218,0.002,0.012332,0.030847892,3.209,0.00588
46,0.00238819,0.003,0.011214,0.180508884,0.15,0.050557
47,0.0039718,0.005,0.011446,0.110109261,0.14100000000000001,0.042825
48,0.00475347,0.006,0.014248,0.149657119,0.193,0.10984
49,0.000565,0.001,0.009546,0.016792502,0.074,0.003965
50,0.000640818,0.001,0.008245,0.015657634,0.313,0.003361
51,0.00110569,0.001,0.009342,0.035023269,0.057,0.006319
52,0.000803693,0.001,0.008885,0.030848228,0.10400000000000001,0.007888
53,0.000634181,0.002,0.008557,0.013953673,0.105,0.004727
54,0.00863502,0.009,0.016596,0.192835317,0.129,0.038059
55,0.000719206,0.001,0.008855,0.018747946,0.12,0.006473
56,0.00263225,0.003,0.011307,0.158801079,0.095,0.02805
57,0.000830766,0.001,0.008601,0.03149227,0.07200000000000001,0.005213
58,0.00112915,0.001,0.008244,0.032438524,1.37,0.006652
59,0.00437208,0.005,0.014333,0.185815863,0.14,0.038745
60,0.000655593,0.002,0.008169,0.00699441,0.10400000000000001,0.00221
61,0.0160477,0.016,0.0297,0.16069403,0.155,0.057213
62,0.00426598,0.004,0.011431,0.09226117,0.11,0.034591
63,0.00464063,0.006,0.015764,0.185447245,0.165,0.076139
64,0.000847405,0.001,0.012702,0.023214154,0.051000000000000004,0.003554
65,0.00048496,0.002,0.008267,0.014016846,0.073,0.002147
66,0.00234257,0.003,0.010084,0.148694125,0.159,0.081242
67,0.00947347,0.009,0.017498,0.1781785,0.17300000000000001,0.093986
68,0.00428248,0.005,0.015419,0.145940515,0.203,0.069132
69,0.00742532,0.008,0.017069,0.158056786,0.167,0.061451
70,0.00521749,0.006,0.011014,0.164500888,0.098,0.025769
71,0.000756078,0.001,0.011671,0.034864196,0.043000000000000003,0.003153
72,0.000519124,0.001,0.006752,0.029280048,0.028,0.005365
73,0.000762233,0.001,0.009309,0.030320393,0.121,0.003806
74,0.00314365,0.004,0.010325,0.169825469,0.146,0.091027
75,0.000504097,0.001,0.007811,0.028575841,0.079,0.00437
76,0.011516,0.012,0.019578,0.157518132,0.152,0.063481
77,0.000584504,0.001,0.007023,0.026875791,0.038,0.004861
78,0.000733316,0.002,0.010289,0.017562825,0.066,0.003456
79,0.00367211,0.004,0.010883,0.135810973,0.132,0.071338
80,0.000659846,0.001,0.007923,0.030393089,1.345,0.005736
81,0.00197207,0.003,0.008833,0.035786238,0.154,0.005733
82,0.00514187,0.006,0.013726,0.156365838,0.181,0.052506
83,0.000814058,0.001,0.00808,0.027677195,0.213,0.004854
84,0.012557,0.016,0.02341,0.150742244,0.148,0.075608
85,0.00776859,0.008,0.015956,0.155305999,0.09,0.033328
86,0.000877445,0.001,0.009219,0.019131877,0.038,0.004582
87,0.00891286,0.01,0.020018,0.142864364,0.14400000000000002,0.047593
88,0.00093793,0.002,0.010796,0.03740926,0.132,0.006776
89,0.00113281,0.001,0.008986,0.032641565,0.066,0.005718
90,0.000687117,0.001,0.009183,0.019504476,0.046,0.005335
91,0.00638426,0.007,0.023441,0.195919672,0.091,0.02044
92,0.00705173,0.007,0.017631,0.101603572,0.11900000000000001,0.022227
93,0.00514478,0.006,0.012904,0.135005965,0.151,0.064316
94,0.016101,0.017,0.028397,0.119587201,0.134,0.033038
95,0.00855673,0.009,0.017254,0.199895331,0.20800000000000002,0.093484
96,0.00719699,0.008,0.014445,0.097195201,0.12,0.047125
97,0.006783,0.007,0.01346,0.103634695,0.17200000000000001,0.05879
98,0.00522997,0.006,0.01479,0.186973841,0.163,0.031921
99,0.0103827,0.011,0.02133,0.127820768,0.17500000000000002,0.029097
100,0.000795055,0.002,0.007316,0.027205533,0.115,0.004315
101,0.00165875,0.002,0.009217,0.036973258,2.217,0.007438
102,0.012529,0.013,0.011049,0.136891083,0.126,0.046918
103,0.00669948,0.008,0.017419,0.109773173,0.161,0.047484
104,0.000642787,0.001,0.012211,0.021257782,0.123,0.005905
105,0.00642851,0.007,0.013512,0.144478727,0.137,0.078874
106,0.0010272,0.002,0.008098,0.027661955,0.085,0.004824
107,0.00343178,0.004,0.009433,0.103108467,0.109,0.032352
108,0.00164952,0.003,0.009658,0.035185433,0.323,0.009254
109,0.00304087,0.003,0.009765,0.145720122,0.137,0.064675
110,0.00112312,0.002,0.011167,0.034615378,1.451,0.004605
111,0.000630862,0.001,0.009171,0.022472818,0.051000000000000004,0.006471
112,0.00958451,0.01,0.021523,0.14899413,0.17200000000000001,0.04849
113,0.000876139,0.001,0.009471,0.028380823,0.051000000000000004,0.00248
114,0.00784598,0.009,0.017003,0.150354892,0.184,0.047003
115,0.000478277,0.001,0.007528,0.016383349,1.562,0.003366
116,0.000705043,0.001,0.00878,0.015283368,0.17300000000000001,0.004154
117,0.00148838,0.002,0.008921,0.030408485,0.123,0.005686
118,0.00604038,0.007,0.013331,0.140664234,0.156,0.060114
119,0.0015967,0.003,0.008467,0.029489328,0.053,0.006354
120,0.00150447,0.002,0.008552,0.029193402,0.049,0.007077
121,0.000753,0.001,0.006188,0.024704578,0.17,0.003861
122,0.00932141,0.009,0.013731,0.157581037,0.129,0.023392
123,0.0159102,0.017,0.026867,0.130614239,0.151,0.048243
124,0.000702584,0.001,0.007775,0.018778944,0.034,0.003836
125,0.000757243,0.001,0.007584,0.030632919,0.05,0.00364
126,0.00871941,0.009,0.018629,0.123443929,0.12,0.047137
127,0.000636136,0.001,0.010076,0.018526349,0.076,0.006725
128,0.00221117,0.003,0.012106,0.179802392,0.22,0.061971
129,0.00866485,0.009,0.023702,0.14782636,0.125,0.03636
130,0.00271337,0.003,0.01236,0.165171253,0.17300000000000001,0.03117
131,0.00352026,0.004,0.012077,0.115965771,0.154,0.034179
132,0.00831351,0.008,0.017856,0.105101035,0.124,0.048297
133,0.000706709,0.001,0.008479,0.031660047,0.068,0.002677
134,0.000659466,0.001,0.008665,0.01739461,0.057,0.003404
135,0.000650101,0.001,0.008554,0.02776149,0.031,0.004505
136,0.00244717,0.003,0.010549,0.148319272,0.151,0.061546
137,0.000490377,0.001,0.00821,0.016348761,0.081,0.005941
138,0.00240297,0.004,0.012228,0.157213727,0.162,0.069894
139,0.000693501,0.002,0.011009,0.023579005,0.029,0.005407
140,0.000786154,0.001,0.006785,0.024557683,0.04,0.005443
141,0.000702905,0.002,0.009363,0.015955575,0.032,0.002669
142,0.00068055,0.001,0.010988,0.029096637,0.055,0.003116
143,0.00052396,0.001,0.006496,0.013993278,0.045,0.004428
144,0.00880402,0.009,0.015287,0.098025218,0.125,0.053542
145,0.0151725,0.016,0.027114,0.192322117,9.885,0.071034
146,0.0165086,0.017,0.029243,0.086341638,0.162,0.039212
147,0.0051449,0.005,0.024229,0.159917469,17.884,0.053899
148,0.00151782,0.002,0.008311,0.030892219,0.056,0.006775
149,0.0182973,0.019,0.035248,0.186309181,0.233,0.116784
150,0.000727841,0.001,0.009821,0.021130336,0.047,0.003895
151,0.0023498,0.003,0.013067,0.136891391,0.148,0.068152
152,0.0143171,0.015,0.021166,0.146271351,0.201,0.030087
153,0.000703313,0.001,0.00802,0.034197821,0.049,0.006825
154,0.00064158,0.001,0.009092,0.017880893,0.089,0.004523
155,0.00527393,0.005,0.011793,0.099637381,0.101,0.039296
156,0.00408448,0.004,0.011352,0.097572041,0.17,0.019836
157,0.000519609,0.001,0.008205,0.016354414,0.054,0.006634
158,0.000691274,0.001,0.007145,0.014336535,0.127,0.004306
159,0.000728086,0.001,0.009616,0.034178352,11.651,0.007562
160,0.00090515,0.002,0.008907,0.029443048,0.065,0.003165
161,0.000647899,0.001,0.009585,0.016528744,0.033,0.004184
162,0.000654173,0.001,0.010272,0.016917811,0.088,0.002529
163,0.000594615,0.002,0.009054,0.029066328,0.078,0.003871
164,0.000664195,0.002,0.009016,0.031172724,0.063,0.00252
165,0.00416624,0.004,0.011655,0.118991635,0.181,0.04068
166,0.00131111,0.002,0.006623,0.023604373,0.168,0.005864
167,0.00294157,0.004,0.01103,0.124305247,0.09,0.033927
168,0.00165286,0.003,0.009118,0.036078438,4.753,0.006533
169,0.00329661,0.004,0.012889,0.125479127,0.159,0.042445
170,0.0183938,0.009,0.031908,0.101646542,0.135,0.028081
171,0.000541802,0.001,0.006803,0.007264908,0.062,0.002856
172,0.00273444,0.004,0.010934,0.103574467,0.117,0.038778
173,0.0184497,0.02,0.032747,0.178099287,0.166,0.062178
174,0.00189051,0.003,0.010328,0.03644227,0.053,0.005472
175,0.000701568,0.001,0.010007,0.030953938,0.059000000000000004,0.005775
176,0.0129127,0.014,0.02161,0.167028931,0.202,0.100771
177,0.014724,0.016,0.024712,0.147743323,0.14,0.04246
178,0.00905327,0.009,0.017558,0.192167736,0.161,0.048581
179,0.00298337,0.004,0.010256,1.520108344,0.127,0.042944
180,0.0137059,0.014,0.024942,0.086931419,0.107,0.026909
181,0.00121845,0.002,0.011643,0.019474405,0.068,0.006035
182,0.000705943,0.002,0.009167,0.017205845,0.054,0.00561
183,0.000500219,0.001,0.008755,0.016494968,0.046,0.007057
184,0.000515585,0.001,0.007834,0.014239109,0.056,0.003239
185,0.000541921,0.001,0.007172,0.029812898,0.042,0.004317
186,0.00216173,0.003,0.013875,0.049256374,0.159,0.009594
187,0.00139629,0.001,0.008016,0.02587378,0.108,0.006145
188,0.00253132,0.004,0.011818,0.143071773,0.146,0.045835
189,0.0102351,0.011,0.021285,0.129046057,0.124,0.044882
190,0.00073833,0.002,0.009856,0.032328485,3.5060000000000002,0.004934
191,0.00198378,0.002,0.009744,0.148299824,0.10300000000000001,0.051822
192,0.00425429,0.005,0.010564,0.126348677,0.133,0.049751
193,0.000484413,0.001,0.007186,0.008840562,0.08700000000000001,0.004843
194,0.000501666,0.001,0.008013,0.006865702,0.096,0.005275
195,0.000925046,0.001,0.009376,0.033231986,0.149,0.004534
196,0.00881742,0.009,0.01486,0.131313553,0.137,0.074512
197,0.00561852,0.006,0.015104,0.190236935,0.17200000000000001,0.06967
198,0.00335044,0.004,0.012663,0.128565467,0.138,0.046058
199,0.000657963,0.001,0.010696,0.018746068,0.074,0.002871
200,0.00762896,0.008,0.018426,0.125368871,0.16,0.06183
201,0.000478866,0.001,0.006715,0.006224856,0.028,0.00295
202,0.000533483,0.001,0.00882,0.015361136,0.068,0.004509
203,0.00141922,0.002,0.007886,0.03062114,0.095,0.007688
204,0.000540497,0.001,0.00803,0.013844379,0.041,0.002206
205,0.002307,0.002,0.010136,0.164551087,0.182,0.098416
206,0.00194872,0.003,0.012663,0.031127053,0.051000000000000004,0.008471
207,0.000493355,0.001,0.0074,0.027755294,0.038,0.002806
208,0.00410113,0.11,0.012205,0.160526972,6.8260000000000005,0.081286
209,0.00874382,0.01,0.018871,0.123953727,0.161,0.054495
210,0.00285127,0.003,0.009595,0.116221139,0.14300000000000002,0.044172
