problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.05022,0.054,0.078552,0.179527138,0.251,0.180118
12,0.0323143,0.034,0.053477,0.107257015,0.195,0.761776
13,0.0115271,0.013,0.025416,0.168581443,0.23500000000000001,0.220184
14,0.0114472,0.013,0.024906,0.144856805,0.41300000000000003,0.152978
15,0.0643738,0.066,0.105984,0.152105547,0.264,0.648893
16,0.0671847,0.072,0.104012,0.161645509,0.271,0.578578
17,0.0842163,0.086,0.152644,0.145587719,0.252,0.343209
18,0.0387467,0.042,0.06351,0.158347709,0.203,0.206143
19,0.00961325,0.01,0.019169,0.119494628,0.20700000000000002,0.17935
20,0.143162,0.146,0.264194,0.172576931,0.28400000000000003,0.291891
21,0.309288,0.313,0.56959,0.149528567,0.257,1.518082
22,0.01718,0.019,0.032681,0.160454548,0.281,0.567541
23,0.171646,0.175,0.306711,0.150117866,0.249,0.246688
24,0.0113021,0.012,0.024783,0.118160132,0.23700000000000002,0.285995
25,0.00988139,0.011,0.020673,0.117498194,0.34900000000000003,0.164731
26,0.161837,0.159,0.301127,0.117766227,0.41500000000000004,0.249084
27,0.0131954,0.014,0.02603,0.122684628,0.224,0.279546
28,0.0692089,0.072,0.113411,0.13854152,0.244,0.603146
29,0.0141188,0.015,0.027663,0.124535035,0.219,0.532714
30,0.0409539,0.042,0.066705,0.122189882,0.201,0.090384
31,0.0129125,0.014,0.026112,0.12389929,0.229,0.14298
32,0.0581066,0.06,0.101192,0.174330565,0.298,0.232341
33,0.0133183,0.013,0.024014,0.122404185,0.203,0.252113
34,0.0120211,0.013,0.022322,0.125828123,0.203,0.38615
35,0.0558418,0.058,0.087683,0.143457226,0.251,0.173785
36,0.0441381,0.045,0.073339,0.189696658,0.262,0.797935
37,0.0132703,0.014,0.02358,0.122644609,0.201,0.33319
38,0.0370876,0.038,0.060157,0.11046064,0.20700000000000002,0.068732
39,0.0160038,0.017,0.031073,0.13834488,0.28400000000000003,0.101693
40,0.0129679,0.014,0.026119,0.133218946,0.242,0.366397
41,0.0487176,0.051,0.08241,0.153161748,0.244,0.521625
42,0.0162223,0.017,0.032268,0.147315391,0.245,0.558265
43,0.0474032,0.049,0.082134,0.123731101,0.266,0.384837
44,0.122542,0.123,0.226008,0.125560681,0.221,0.176461
45,0.0374565,0.038,0.065211,0.107285951,0.176,0.112194
46,0.0114564,0.012,0.02615,0.12642283,0.262,0.149177
47,0.127474,0.127,0.236952,0.136659604,0.247,0.107113
48,0.0549477,0.058,0.082334,0.134079442,0.198,0.25806
49,0.0154182,0.017,0.030493,0.146484801,0.27,0.108183
50,0.0148489,0.016,0.031489,0.146360702,0.263,0.310501
51,0.523263,0.517,1.02213,0.139528401,0.252,0.561862
52,0.0147328,0.015,0.028465,0.1325522,0.273,0.837598
53,0.0704131,0.074,0.109442,0.15998675,0.28500000000000003,0.623699
54,0.0559211,0.059,0.083737,0.138658727,0.224,0.466871
55,0.0599696,0.062,0.095669,0.113774465,0.20400000000000001,0.351668
56,0.0425758,0.046,0.068625,0.119558354,0.191,0.060244
57,0.0421946,0.044,0.068373,0.137651691,0.23600000000000002,0.107878
58,0.0376641,0.039,0.061825,0.129529279,0.23600000000000002,0.102833
59,0.231983,0.241,0.428306,0.174044523,0.294,0.111945
60,0.0127841,0.013,0.026132,0.124721223,0.224,0.156667
61,0.0176864,0.019,0.035869,0.159461895,0.276,0.719156
62,0.0431326,0.043,0.073741,0.128582071,0.234,0.149673
63,0.0670114,0.068,0.117345,0.104068304,0.20800000000000002,1.070376
64,0.0118999,0.012,0.025551,0.146078085,0.249,0.642046
65,0.057176,0.06,0.093661,0.163217964,0.23600000000000002,0.544992
66,0.0131923,0.014,0.030057,0.143346358,0.28,1.086063
67,0.0594127,0.062,0.092841,0.151029161,0.243,0.09812
68,0.0539839,0.056,0.087669,0.137755473,0.271,0.197845
69,0.0886802,0.091,0.161213,0.115698016,0.247,0.474966
70,0.0145415,0.016,0.028895,0.152853448,0.274,0.400602
71,0.0122376,0.012,0.022617,0.12676528,0.212,0.152873
72,0.0966741,0.098,0.161105,0.110309097,0.22,0.307531
73,0.0589365,0.062,0.09048,0.132443958,0.221,0.416232
74,0.0175252,0.018,0.030425,0.130183709,0.23700000000000002,1.69611
75,0.0106033,0.012,0.024505,0.131605313,0.40700000000000003,0.20515
76,0.0414381,0.043,0.064881,0.133699673,0.233,0.296991
77,0.010947,0.011,0.023796,0.118869878,0.218,0.876045
78,0.0655769,0.073,0.104674,0.153528279,0.216,0.89652
79,0.105529,0.105,0.200151,0.116124939,0.22,0.126854
80,0.0563884,0.061,0.086756,0.139468424,0.219,0.216909
81,0.0453577,0.049,0.075525,0.140145868,0.245,0.953959
82,0.0147747,0.014,0.026834,0.142586427,0.219,0.738993
83,0.0150881,0.016,0.030504,0.136891048,0.251,1.86828
84,0.0139444,0.015,0.026672,0.115059464,0.212,0.218306
85,0.05603,0.056,0.093423,0.111576934,0.23700000000000002,0.301431
86,0.0186456,0.018,0.030701,0.125018706,0.219,0.371812
87,0.0138012,0.014,0.024587,0.131642098,0.203,0.245124
88,0.0516144,0.053,0.080961,0.138149732,0.23600000000000002,0.287809
89,0.0463029,0.048,0.072921,0.155055124,0.26,0.194042
90,0.149759,0.149,0.278071,0.126052496,0.23600000000000002,0.464331
91,0.0162556,0.018,0.031513,0.169743872,0.28400000000000003,0.676816
92,0.0374967,0.039,0.061392,0.105818882,0.20800000000000002,1.177362
93,0.546768,0.534,1.06786,0.125595573,0.254,0.292407
94,0.0148333,0.016,0.031378,0.186997804,0.275,1.358844
95,0.101408,0.104,0.177835,0.146776266,0.277,0.100511
96,0.0399521,0.04,0.067287,0.237608726,0.227,0.14126
97,0.0126239,0.014,0.025475,0.131488437,0.229,0.140429
98,0.0383224,0.039,0.060745,0.111577898,0.195,0.10917
99,0.354562,0.355,0.646362,0.169845096,0.305,0.083552
100,0.0300568,0.031,0.047221,0.295441165,0.198,0.408416
101,0.0466633,0.049,0.072071,0.137922564,0.254,0.327656
102,0.0142746,0.015,0.030167,0.147115655,0.254,0.36968
103,0.0119161,0.013,0.024166,0.132780139,0.225,0.188072
104,0.0120336,0.013,0.023107,0.129030361,0.23900000000000002,0.216901
105,0.0176866,0.018,0.031815,0.153319107,0.28600000000000003,0.25668
106,0.0601102,0.063,0.089741,0.125097869,0.218,0.258843
107,0.0150281,0.016,0.029292,0.148244662,0.269,0.412294
108,0.0116961,0.031,0.022213,0.109161943,0.17500000000000002,0.405114
109,0.0135272,0.015,0.025368,0.148884778,0.20800000000000002,0.146219
110,0.0160879,0.017,0.029837,0.21126323,0.294,1.156544
111,0.014272,0.016,0.028295,0.111489448,0.215,0.427803
112,0.0783901,0.08,0.141253,0.216631695,0.261,0.800403
