problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000354111,0.002,0.035241,0.038807,0.004302734,0.049,0.001139
12,0.000300266,0.002,0.028532,0.031418,0.003189829,0.029,0.000944
13,0.000259537,0.002,0.025694,0.068575,0.003485879,0.276,0.000825
14,0.000301186,0.002,0.028052,0.082079,0.00405433,0.326,0.000968
15,0.000288001,0.002,0.026462,0.053473,0.003803724,0.295,0.000886
16,0.000343134,0.002,0.032965,0.063836,0.004735808,0.037,0.001107
17,0.000256395,0.002,0.022205,0.069849,0.003213007,0.024,0.000778
18,0.00032615,0.002,0.031872,0.033447,0.003566035,0.034,0.001044
19,0.000258477,0.001,0.025475,0.068335,0.003103508,0.028,0.000829
20,0.000353348,0.002,0.034608,0.060993,0.004243433,0.038,0.001126
21,0.000333463,0.002,0.030186,0.080127,0.003730071,0.035,0.00107
22,0.00030081,0.002,0.029256,0.082932,0.003351184,0.034,0.000955
23,0.000279971,0.001,0.026547,0.060778,0.003114609,0.035,0.000917
24,0.00028485,0.002,0.025493,0.073041,0.002875791,0.03,0.000888
25,0.000358303,0.002,0.035367,0.083056,0.004251542,0.214,0.001154
26,0.000351061,0.002,0.032302,0.083636,0.004075583,0.037,0.001108
27,0.000309522,0.002,0.029079,0.030436,0.003391486,0.034,0.000979
28,0.000240537,0.001,0.023174,0.074677,0.002709522,0.027,0.000763
29,0.000312107,0.001,0.031412,0.088129,0.003956954,0.033,0.000997
30,0.000354469,0.002,0.030626,0.084318,0.005841418,0.034,0.001096
31,0.000332765,0.002,0.032721,0.079505,0.002980154,0.035,0.001065
32,0.000304017,0.002,0.026715,0.062231,0.002961115,0.037,0.000927
33,0.000343784,0.002,0.031165,0.09469,0.003202527,0.042,0.001109
34,0.000341905,0.002,0.032346,0.033212,0.002726186,0.034,0.001099
35,0.000319599,0.002,0.030725,0.088926,0.002934539,0.032,0.001007
36,0.00025973,0.001,0.022309,0.025991,0.001792022,0.024,0.000756
37,0.000293404,0.002,0.027747,0.033543,0.001914382,0.028,0.000914
38,0.000311879,0.001,0.029775,0.082368,0.002615317,0.334,0.000958
39,0.000270517,0.001,0.024899,0.027438,0.001948394,0.029,0.000839
40,0.000285069,0.002,0.026891,0.085153,0.002815417,0.03,0.000914
41,0.000284716,0.001,0.027962,0.031104,0.002000841,0.028,0.000901
42,0.000295024,0.002,0.029279,0.084521,0.002550379,0.031,0.000936
43,0.000280811,0.001,0.027418,0.078967,0.002516902,0.029,0.000894
44,0.000289341,0.002,0.026108,0.072696,0.002385588,0.03,0.000881
45,0.0003129,0.002,0.031455,0.028008,0.002439366,0.033,0.001007
46,0.000319975,0.002,0.029908,0.081514,0.003019127,0.194,0.001028
47,0.000344969,0.002,0.033621,0.092445,0.002873974,0.356,0.001096
48,0.000336597,0.002,0.03171,0.06075,0.002962827,0.036000000000000004,0.001057
49,0.00028844,0.001,0.025314,0.052512,0.002349085,0.312,0.000867
50,0.000318561,0.002,0.030136,0.034569,0.00238042,0.032,0.001003
51,0.000330263,0.002,0.03261,0.089196,0.003028186,0.036000000000000004,0.001055
52,0.000281986,0.002,0.026613,0.066903,0.002521432,0.294,0.000893
53,0.000300368,0.002,0.029912,0.033403,0.002330091,0.033,0.000963
54,0.000283476,0.002,0.023325,0.079032,0.002433564,0.028,0.000864
55,0.000312337,0.002,0.029572,0.031649,0.002501391,0.031,0.000979
56,0.000305162,0.002,0.030305,0.074519,0.002547253,0.034,0.001008
57,0.000294453,0.001,0.027749,0.089495,0.002371884,0.336,0.000941
58,0.000333012,0.002,0.032889,0.081821,0.003082257,0.034,0.001088
59,0.000265477,0.002,0.025512,0.069363,0.002204706,0.028,0.000851
60,0.000296913,0.001,0.027634,0.069339,0.002498101,0.031,0.000928
61,0.000304679,0.001,0.028027,0.07363,0.002758069,0.03,0.00097
62,0.000292889,0.002,0.027922,0.079672,0.002599288,0.177,0.000944
63,0.000303506,0.002,0.029748,0.079366,0.002586096,0.321,0.000965
64,0.000335367,0.002,0.032466,0.083423,0.003255868,0.343,0.001077
65,0.000271518,0.002,0.025585,0.072925,0.002437252,0.158,0.000868
66,0.00030056,0.001,0.02818,0.032215,0.00248352,0.032,0.000936
67,0.000371521,0.002,0.03478,0.093433,0.003410356,0.038,0.001205
68,0.00031519,0.002,0.031639,0.090023,0.002809647,0.033,0.001012
69,0.000290231,0.002,0.028191,0.079847,0.002481447,0.3,0.00091
70,0.000336232,0.002,0.033166,0.034635,0.002593532,0.036000000000000004,0.00111
71,0.000322693,0.002,0.031776,0.030456,0.002437724,0.033,0.001041
72,0.000317081,0.002,0.031398,0.054798,0.002876746,0.034,0.001013
73,0.000345539,0.002,0.032418,0.094225,0.002952977,0.035,0.001053
74,0.00032237,0.002,0.030412,0.034666,0.002814345,0.035,0.001032
75,0.000255246,0.002,0.023284,0.066538,0.002171596,0.269,0.00081
76,0.000280591,0.002,0.027074,0.080265,0.002274753,0.03,0.000884
77,0.0002768,0.001,0.025559,0.054226,0.002384741,0.036000000000000004,0.000873
78,0.000303692,0.002,0.026987,0.071714,0.002502504,0.029,0.000937
79,0.000260051,0.002,0.023502,0.078852,0.002255545,0.308,0.000821
80,0.000291323,0.001,0.028187,0.075327,0.002539216,0.03,0.000926
81,0.000321242,0.002,0.030487,0.081265,0.002854069,0.034,0.001072
82,0.000303817,0.002,0.026665,0.076,0.002607024,0.033,0.000982
83,0.000326223,0.002,0.03157,0.034606,0.002459781,0.033,0.001069
84,0.000276249,0.002,0.026678,0.071431,0.00224284,0.28600000000000003,0.000875
85,0.000283794,0.002,0.02811,0.052823,0.002479877,0.03,0.000904
86,0.00031718,0.002,0.03081,0.030514,0.002600774,0.034,0.000993
87,0.000286462,0.002,0.026653,0.081668,0.002340577,0.032,0.000911
88,0.00030896,0.002,0.030647,0.0859,0.002779588,0.034,0.000987
89,0.000294332,0.002,0.027785,0.029518,0.00216756,0.03,0.000893
90,0.000293009,0.002,0.028776,0.083537,0.002549985,0.033,0.000949
91,0.00028862,0.002,0.028394,0.029027,0.00204199,0.028,0.000906
92,0.000314866,0.002,0.02922,0.084185,0.002895478,0.032,0.000975
93,0.000303816,0.002,0.029488,0.031974,0.002256037,0.031,0.000968
94,0.000334766,0.002,0.032253,0.032696,0.00252324,0.034,0.001063
95,0.000290671,0.002,0.026115,0.028481,0.002206588,0.029,0.000935
96,0.000322164,0.002,0.030008,0.053232,0.002757552,0.034,0.000989
97,0.000318693,0.002,0.029991,0.080305,0.002705761,0.036000000000000004,0.000982
98,0.000299786,0.002,0.02856,0.048857,0.00247231,0.031,0.000943
99,0.000284084,0.001,0.027241,0.074473,0.00239044,0.029,0.000884
100,0.000333785,0.002,0.030262,0.070557,0.002792899,0.034,0.001025
101,0.000299526,0.001,0.0285,0.031632,0.002235695,0.032,0.000944
102,0.000346328,0.002,0.030815,0.099306,0.002941313,0.036000000000000004,0.001065
103,0.000263149,0.002,0.024448,0.028268,0.002014954,0.026000000000000002,0.000834
104,0.000338494,0.002,0.030302,0.056958,0.002748251,0.034,0.001028
105,0.000282274,0.002,0.028159,0.08051,0.002431639,0.033,0.000906
106,0.000270972,0.002,0.025445,0.071201,0.002136392,0.029,0.000888
107,0.000260779,0.002,0.024896,0.072417,0.002238537,0.028,0.000836
108,0.000315237,0.002,0.029797,0.092627,0.002538449,0.032,0.001029
109,0.000291967,0.002,0.027487,0.074326,0.002453467,0.357,0.000931
110,0.000274716,0.002,0.024331,0.047904,0.002306295,0.029,0.000877
111,0.000352673,0.002,0.035861,0.096966,0.00300599,0.038,0.001141
112,0.000311686,0.002,0.030333,0.06839,0.002732134,0.034,0.001016
113,0.000293649,0.002,0.027105,0.06879,0.002387699,0.03,0.00091
114,0.000271286,0.002,0.02493,0.068373,0.002326692,0.029,0.000886
115,0.000330048,0.002,0.031929,0.033941,0.002417103,0.035,0.001073
116,0.00031887,0.001,0.029281,0.029956,0.002169759,0.031,0.001001
117,0.000281228,0.002,0.026741,0.044245,0.002368405,0.029,0.000871
118,0.000297791,0.002,0.026941,0.030749,0.001853633,0.027,0.000898
119,0.000314348,0.002,0.028492,0.069741,0.002642085,0.031,0.000956
120,0.000257555,0.002,0.022771,0.028195,0.002164915,0.025,0.0008
121,0.000308325,0.002,0.028946,0.031677,0.002836365,0.033,0.000989
122,0.000315743,0.002,0.031083,0.033072,0.002342896,0.031,0.001016
123,0.00026531,0.002,0.025112,0.074523,0.002206437,0.267,0.000834
124,0.00031596,0.002,0.030311,0.090036,0.002893994,0.039,0.001033
125,0.000279227,0.001,0.027806,0.082268,0.002415047,0.029,0.000893
126,0.000309468,0.002,0.02936,0.081386,0.002737014,0.033,0.000947
127,0.0002705,0.001,0.026164,0.07175,0.002324806,0.164,0.000853
128,0.000311168,0.001,0.029982,0.080641,0.003051693,0.036000000000000004,0.000998
129,0.000319616,0.002,0.028925,0.053439,0.002981256,0.035,0.001001
130,0.000322976,0.002,0.032133,0.034137,0.002506404,0.035,0.001056
