problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
11,0.00466377,0.007,0.038843,0.162622,0.100339393,0.027981
12,0.00354079,0.005,0.028216,0.072762,0.069382009,0.030864
13,0.00403603,0.006,0.033965,0.096147,0.081131003,0.026646
14,0.00430199,0.007,0.036343,0.115275,0.088435244,0.029528
15,0.00452738,0.006,0.036501,0.096762,0.095820566,0.038065
16,0.00379171,0.005,0.030624,0.095702,0.094821692,0.026328
17,0.00354748,0.005,0.02825,0.108695,0.067698903,0.026687
18,0.00367587,0.005,0.031962,0.13868,0.091673259,0.030269
19,0.00492379,0.006,0.034683,0.117788,0.073783183,0.027031
20,0.00349159,0.005,0.029584,0.123072,0.092420563,0.033907
21,0.00454262,0.006,0.039907,0.187323,0.095640007,0.028554
22,0.00305313,0.004,0.028534,0.112732,0.054161926,0.020741
23,0.00396119,0.006,0.030229,0.108157,0.078389385,0.030129
24,0.00479599,0.006,0.03639,0.097765,0.09435666,0.030793
25,0.00422292,0.006,0.031095,0.116782,0.060259981,0.027211
26,0.00403805,0.006,0.035596,0.14362,0.088105581,0.034093
27,0.00489412,0.007,0.040108,0.096837,0.101568595,0.037162
28,0.00403622,0.006,0.034209,0.12573,0.084887674,0.02792
29,0.00393025,0.006,0.032916,0.129904,0.077227528,0.024046
30,0.00306225,0.004,0.025345,0.07044,0.057967972,0.024298
31,0.00403778,0.006,0.034612,0.073823,0.074017706,0.028342
32,0.00328438,0.005,0.02811,0.117937,0.063818161,0.023997
33,0.00425798,0.006,0.038463,0.128656,0.100718789,0.031176
34,0.00391105,0.006,0.036246,0.110344,0.08030528,0.030963
35,0.00441604,0.007,0.039968,0.144702,0.107026029,0.036029
36,0.00403974,0.005,0.032202,0.130873,0.086088622,0.02735
37,0.00311889,0.004,0.0264,0.127629,0.054724529,0.01833
38,0.00404402,0.006,0.032835,0.154836,0.080147989,0.025626
39,0.00509711,0.007,0.036548,0.141814,0.097132572,0.033831
40,0.00400262,0.006,0.033858,0.115941,0.077494851,0.027457
41,0.00473614,0.007,0.04169,0.147483,0.087286128,0.029378
42,0.00426492,0.006,0.030407,0.090891,0.072345181,0.031778
43,0.00448134,0.006,0.036985,0.129659,0.101557216,0.033952
44,0.00449114,0.006,0.035011,0.158487,0.093302769,0.032743
45,0.00463997,0.007,0.03956,0.147707,0.094810695,0.033848
46,0.00339484,0.005,0.029158,0.117827,0.066317467,0.024791
47,0.0043711,0.006,0.032318,0.101013,0.062538023,0.026479
48,0.00350674,0.004,0.026096,0.089691,0.054768437,0.022232
49,0.00468355,0.006,0.036493,0.094323,0.096673279,0.033948
50,0.00420418,0.006,0.03265,0.126447,0.080260196,0.026315
51,0.00325136,0.004,0.029291,0.111507,0.057161369,0.022404
52,0.00386022,0.005,0.029048,0.052016,0.059752805,0.023706
53,0.00375667,0.005,0.03303,0.163677,0.076235832,0.029295
54,0.00360364,0.005,0.029954,0.074758,0.070073067,0.030774
55,0.00448627,0.006,0.034665,0.139185,0.0793522,0.024474
56,0.00408416,0.005,0.031214,0.120739,0.078361965,0.025883
57,0.00315129,0.004,0.027777,0.096354,0.090059455,0.03117
58,0.00334253,0.004,0.029497,0.118051,0.068517195,0.02614
59,0.00402105,0.005,0.034179,0.122143,0.072805706,0.02459
60,0.00393843,0.005,0.035239,0.086686,0.080581252,0.031005
61,0.00391955,0.005,0.032779,0.122645,0.075119367,0.032738
62,0.00431855,0.006,0.036653,0.116802,0.0815076,0.03573
63,0.00496182,0.007,0.041309,0.121154,0.09106496,0.02859
64,0.00395716,0.006,0.033788,0.129835,0.076701243,0.033841
65,0.0034132,0.005,0.028614,0.094923,0.066094946,0.022121
66,0.00442882,0.006,0.040107,0.135652,0.113073797,0.038744
67,0.00417278,0.005,0.030524,0.135161,0.066539007,0.023944
68,0.00455366,0.007,0.038012,0.123852,0.096524531,0.029484
69,0.00393269,0.006,0.029015,0.124471,0.058044938,0.025707
70,0.00470908,0.006,0.036204,0.14707,0.081553877,0.028343
71,0.00337358,0.004,0.027957,0.09161,0.059884278,0.01997
72,0.00321821,0.005,0.029262,0.112347,0.059488663,0.024775
73,0.00412016,0.005,0.034237,0.148821,0.084016302,0.031266
