problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
11,0.00280968,0.004,0.017579,0.020123,0.035952461,0.005095
12,0.00340533,0.005,0.025961,0.03902,0.042516402,0.00863
13,0.0025477,0.004,0.019092,0.024485,0.009814613,0.002295
14,0.00317177,0.005,0.024409,0.029394,0.052506056,0.006556
15,0.003065,0.005,0.023515,0.014443,0.042955877,0.003947
16,0.00311625,0.004,0.021737,0.012622,0.035810292,0.004983
17,0.00379001,0.005,0.025238,0.019891,0.03970503,0.007258
18,0.00305664,0.004,0.024736,0.041445,0.041795118,0.008102
19,0.00295408,0.005,0.025106,0.021377,0.034020897,0.006534
20,0.00302751,0.005,0.024759,0.071991,0.036122425,0.002731
21,0.00319699,0.005,0.024769,0.027659,0.034727767,0.003103
22,0.00234248,0.003,0.015357,0.011261,0.011460455,0.001517
23,0.00413054,0.005,0.028418,0.023268,0.036284754,0.006127
24,0.00280569,0.004,0.018608,0.01959,0.007287091,0.002866
25,0.00348127,0.005,0.021844,0.016429,0.035809961,0.00722
26,0.00361112,0.004,0.020524,0.024659,0.037315974,0.007327
27,0.00470365,0.006,0.030074,0.035451,0.040149556,0.00724
28,0.00254676,0.004,0.021099,0.023843,0.008447195,0.006612
29,0.00289119,0.004,0.020998,0.023852,0.034466851,0.0066
30,0.00423579,0.005,0.025482,0.022341,0.039181449,0.004817
31,0.00320609,0.004,0.020628,0.025798,0.031576872,0.006404
32,0.00369828,0.005,0.024445,0.029108,0.040996055,0.008607
33,0.00356921,0.005,0.023949,0.023968,0.023184426,0.002616
34,0.0030874,0.004,0.022993,0.030147,0.035670785,0.009343
35,0.00324587,0.005,0.02264,0.032152,0.032683225,0.007346
36,0.00315577,0.005,0.019061,0.026535,0.028705312,0.003288
37,0.00300121,0.004,0.021717,0.019968,0.035741131,0.006385
38,0.00341103,0.004,0.023123,0.027423,0.032327081,0.005818
39,0.00333291,0.004,0.02372,0.018279,0.035390785,0.006523
40,0.00318771,0.004,0.022611,0.021222,0.009083703,0.005344
41,0.00381645,0.005,0.024057,0.023663,0.035095015,0.006956
42,0.00272265,0.004,0.021173,0.019812,0.034147176,0.006441
43,0.00337357,0.004,0.0249,0.019225,0.025939993,0.002641
44,0.00300423,0.004,0.022769,0.027193,0.032056331,0.006385
45,0.00357306,0.005,0.024114,0.02489,0.038346973,0.008422
46,0.00439415,0.006,0.030301,0.036067,0.042381067,0.00719
47,0.00297265,0.004,0.019855,0.025934,0.007840765,0.002162
48,0.00287416,0.004,0.020237,0.022127,0.029172308,0.006929
49,0.00309958,0.004,0.02248,0.038132,0.032128602,0.006803
50,0.00272056,0.004,0.017151,0.024482,0.03359965,0.002437
51,0.0031879,0.005,0.019618,0.025881,0.033334843,0.006331
52,0.00334396,0.004,0.023633,0.010625,0.032724401,0.005539
53,0.00285605,0.004,0.024151,0.02659,0.007950985,0.002455
54,0.00271522,0.004,0.02006,0.016902,0.017456032,0.002109
55,0.00261226,0.004,0.023274,0.033061,0.009042423,0.005432
56,0.0030601,0.004,0.023185,0.03088,0.035966916,0.008308
57,0.00273518,0.004,0.018028,0.022233,0.007149561,0.004245
58,0.00357441,0.004,0.02443,0.025288,0.037798522,0.006981
59,0.00330722,0.004,0.021975,0.017553,0.022967866,0.007592
60,0.00411748,0.005,0.02356,0.026098,0.039205268,0.007307
61,0.00224219,0.003,0.020158,0.013803,0.026318278,0.005187
62,0.00392201,0.006,0.027581,0.020116,0.03708197,0.006522
63,0.00347649,0.004,0.022446,0.033175,0.037915233,0.008898
64,0.00265823,0.004,0.018805,0.02583,0.028751622,0.006655
65,0.00290844,0.004,0.020696,0.010854,0.032936977,0.007566
66,0.00334481,0.004,0.027895,0.014672,0.03309718,0.007108
67,0.00292889,0.005,0.022909,0.023856,0.030170034,0.005263
68,0.00235479,0.003,0.018001,0.020596,0.027962819,0.006489
69,0.00332026,0.005,0.025092,0.020521,0.036111769,0.008295
70,0.00275776,0.004,0.01739,0.018453,0.028742234,0.005707
71,0.00231673,0.004,0.015543,0.008996,0.024142308,0.005573
72,0.0036467,0.005,0.025395,0.022674,0.017887441,0.004934
73,0.0030407,0.005,0.022159,0.025001,0.03738904,0.007887
74,0.00310358,0.005,0.025028,0.017044,0.009122732,0.006031
75,0.00333319,0.004,0.020543,0.01492,0.032978947,0.007405
76,0.00342594,0.004,0.025477,0.030149,0.040603975,0.008185
77,0.000474486,0.002,0.020012,0.028661,0.00601303,0.002062
78,0.00325922,0.004,0.022181,0.033217,0.033217762,0.007208
79,0.00337631,0.005,0.022706,0.020503,0.037781308,0.007154
80,0.00248569,0.003,0.01684,0.01427,0.029021336,0.004846
81,0.00263702,0.004,0.016941,0.01171,0.026390844,0.003069
82,0.00303998,0.004,0.023567,0.019578,0.033528928,0.006336
83,0.00266728,0.004,0.016613,0.015603,0.030932377,0.005687
84,0.00335776,0.005,0.023402,0.027601,0.032801656,0.006486
85,0.00308775,0.004,0.026084,0.022963,0.038000646,0.009052
86,0.00397426,0.005,0.025824,0.036279,0.044235164,0.007911
87,0.00509394,0.006,0.028349,0.026227,0.034254692,0.007341
88,0.00310836,0.005,0.022471,0.028834,0.029423455,0.00774
89,0.00317012,0.004,0.022151,0.028946,0.028879644,0.002232
90,0.00287718,0.004,0.021311,0.012616,0.02045287,0.002633
91,0.00292308,0.005,0.019963,0.035551,0.034069705,0.006938
92,0.00289008,0.004,0.022832,0.012485,0.033992158,0.006176
93,0.0026752,0.004,0.020957,0.020265,0.00770372,0.004294
94,0.00331514,0.005,0.020666,0.012539,0.00765795,0.002768
95,0.00375563,0.005,0.023738,0.015954,0.034047876,0.003412
96,0.00259314,0.004,0.018039,0.029906,0.02546031,0.006102
