problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.00326712,0.005,0.023629,0.040346397,0.15,0.446197
12,0.0030033,0.005,0.017541,0.030167645,0.117,0.04495
13,0.00251647,0.003,0.015876,0.027753433,0.117,0.05449
14,0.00280201,0.003,0.02439,0.035756033,0.153,0.238601
15,0.00324919,0.004,0.024114,0.033907394,0.157,0.053097
16,0.00291768,0.004,0.025498,0.039432808,0.14100000000000001,3.045767
17,0.00272433,0.004,0.017737,0.022923322,0.112,0.121263
18,0.00291998,0.003,0.017006,0.021247801,0.132,0.031188
19,0.00417288,0.006,0.023587,0.029116518,0.135,0.336124
20,0.00319518,0.004,0.018147,0.02211362,0.114,0.168043
21,0.00344469,0.005,0.021852,0.026457846,0.134,0.030783
22,0.00361634,0.004,0.018878,0.027040284,0.13,0.109069
23,0.00325692,0.004,0.01676,0.020344919,0.111,0.313248
24,0.00338309,0.004,0.019529,0.02480522,0.124,0.084294
25,0.00454792,0.006,0.017904,0.020446247,0.108,0.022671
26,0.00128587,0.002,0.018879,0.029810471,0.138,0.10841
27,0.00279967,0.003,0.020943,0.027778255,0.136,0.015312
28,0.00298924,0.004,0.023405,0.030229131,0.117,0.193858
29,0.00274756,0.003,0.023585,0.028708293,0.152,0.224191
30,0.00306486,0.004,0.016894,0.022122959,0.106,0.188247
31,0.00278162,0.005,0.022865,0.027634796,0.152,0.167722
32,0.00315301,0.004,0.020431,0.021877639,0.13,0.045615
33,0.0031391,0.004,0.023541,0.029396079,0.159,0.084689
34,0.00302064,0.004,0.027784,0.03163988,0.153,0.13753
35,0.00285489,0.004,0.021565,0.029928424,0.156,0.119417
36,0.00267076,0.003,0.019377,0.022632796,0.124,0.26733
37,0.0031184,0.004,0.017379,0.019157006,0.12,0.146786
38,0.00314563,0.004,0.017985,0.020887355,0.113,0.043339
39,0.00273265,0.004,0.019616,0.023454803,0.123,0.049975
40,0.00287682,0.004,0.022093,0.032144152,0.14200000000000002,0.07838
41,0.00319476,0.005,0.026459,0.038215106,0.148,0.068863
42,0.00236939,0.003,0.01545,0.018176952,0.10200000000000001,0.076247
43,0.00318625,0.004,0.021466,0.026284776,0.131,0.439285
44,0.00298903,0.004,0.024931,0.030070927,0.16,0.179332
45,0.00329736,0.004,0.025794,0.027935599,0.137,0.099288
46,0.00293971,0.004,0.02212,0.02459518,0.16,0.055707
47,0.00322446,0.004,0.022776,0.032991725,0.147,0.122891
48,0.00355346,0.003,0.017244,0.019548498,0.113,0.114511
49,0.00191679,0.002,0.017361,0.026566401,0.114,0.014677
50,0.00299742,0.005,0.017757,0.023471461,0.111,0.234252
51,0.00282005,0.004,0.018377,0.02288611,0.127,0.027458
52,0.00355705,0.005,0.018848,0.02191144,0.125,0.014543
53,0.00263567,0.003,0.01836,0.024323699,0.125,0.29001
54,0.00287325,0.003,0.019542,0.03055729,0.135,0.037383
55,0.00337218,0.004,0.018843,0.027297143,0.121,0.103978
56,0.0030223,0.004,0.01992,0.022829988,0.121,0.201307
57,0.00322876,0.004,0.018552,0.025526705,0.138,0.154367
58,0.00358939,0.005,0.02269,0.025179068,0.124,0.087303
59,0.00201457,0.003,0.017696,0.023519272,0.139,0.012835
60,0.00313583,0.004,0.020837,0.021900835,0.133,0.112128
61,0.00285499,0.004,0.024027,0.02871162,0.17200000000000001,0.108516
62,0.00282706,0.004,0.020302,0.024832283,0.125,0.034791
63,0.00342046,0.005,0.026045,0.028705145,0.16,0.107039
64,0.00333691,0.004,0.021617,0.032758767,0.152,0.423622
65,0.00304108,0.004,0.021028,0.02647919,0.11900000000000001,0.033284
66,0.00309246,0.005,0.023327,0.025969858,0.14300000000000002,0.032386
67,0.00317271,0.004,0.016462,0.021329091,0.107,0.234511
68,0.00340601,0.005,0.02238,0.028902472,0.137,0.14793
69,0.00292447,0.004,0.020435,0.023376964,0.128,0.116348
