problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
11,0.000360594,0.002,0.035125,0.038747,0.004075719,0.039,0.001148
12,0.000302235,0.002,0.028207,0.031354,0.003015651,0.029,0.000953
13,0.000264905,0.001,0.025526,0.068889,0.003254764,0.289,0.000825
14,0.000307179,0.002,0.028126,0.082322,0.003995126,0.326,0.000966
15,0.000286031,0.002,0.02663,0.053303,0.003696622,0.316,0.000889
16,0.000349395,0.002,0.03311,0.063974,0.004563361,0.037,0.00111
17,0.000249337,0.002,0.02234,0.068835,0.003052878,0.024,0.000777
18,0.00033043,0.002,0.031694,0.033426,0.003459881,0.035,0.001049
19,0.000264798,0.001,0.025538,0.067936,0.003155538,0.027,0.000824
20,0.000353536,0.002,0.034736,0.060969,0.004022691,0.038,0.001129
21,0.000338932,0.002,0.030107,0.082316,0.003541997,0.036000000000000004,0.001068
22,0.000307241,0.002,0.029162,0.082862,0.003389661,0.033,0.000962
23,0.000286702,0.002,0.026605,0.0607,0.003222784,0.035,0.000896
24,0.000279526,0.002,0.025484,0.072875,0.002830991,0.034,0.000867
25,0.000363719,0.002,0.035505,0.082886,0.0042038,0.20700000000000002,0.001156
26,0.000347775,0.002,0.032388,0.083455,0.003978586,0.037,0.001103
27,0.000315848,0.002,0.029046,0.030375,0.003134151,0.034,0.00098
28,0.000245813,0.001,0.023227,0.074718,0.002762394,0.028,0.000761
29,0.000318495,0.002,0.030995,0.087795,0.003706155,0.033,0.001001
30,0.000342515,0.002,0.030613,0.080518,0.003809516,0.033,0.001082
31,0.000338649,0.002,0.032971,0.079872,0.002690926,0.035,0.001069
32,0.000297438,0.002,0.026613,0.062205,0.002662776,0.03,0.000933
33,0.000349971,0.002,0.030865,0.094505,0.003059391,0.035,0.001101
34,0.000338559,0.002,0.032547,0.033163,0.002682861,0.034,0.001064
35,0.000320822,0.002,0.030497,0.088904,0.0029488,0.032,0.001011
36,0.000245636,0.002,0.022323,0.0261,0.00183078,0.024,0.000752
37,0.000300318,0.001,0.028016,0.033397,0.001957651,0.028,0.000916
38,0.000305783,0.002,0.029651,0.082002,0.002706298,0.353,0.000957
39,0.000272738,0.001,0.024957,0.027337,0.001959977,0.028,0.00084
40,0.00029204,0.002,0.027157,0.085079,0.00263861,0.03,0.000914
41,0.000292422,0.001,0.027834,0.031163,0.001937088,0.029,0.000895
42,0.000302042,0.002,0.02951,0.084461,0.002605731,0.033,0.000935
43,0.000287831,0.001,0.027405,0.078853,0.00241167,0.028,0.000894
44,0.000282107,0.001,0.026276,0.072484,0.00241062,0.03,0.000883
45,0.000318508,0.002,0.030777,0.028001,0.002491157,0.032,0.000995
46,0.00032486,0.002,0.030345,0.081509,0.002855373,0.202,0.001018
47,0.000346878,0.003,0.034052,0.092053,0.002831633,0.367,0.00109
48,0.000332097,0.002,0.031856,0.060645,0.002957401,0.036000000000000004,0.001057
49,0.000281915,0.001,0.02551,0.052246,0.002504442,0.319,0.000868
50,0.000321618,0.002,0.030442,0.034474,0.002452999,0.032,0.001006
51,0.000335305,0.002,0.032843,0.088776,0.003004663,0.038,0.001061
52,0.00028562,0.001,0.027131,0.067088,0.002512943,0.296,0.000889
53,0.000307227,0.002,0.030185,0.033505,0.002299826,0.033,0.000963
54,0.000283575,0.001,0.023652,0.077108,0.002336498,0.028,0.000862
55,0.000309998,0.002,0.02936,0.031767,0.002471024,0.031,0.000967
56,0.00031243,0.002,0.0306,0.074196,0.002522697,0.033,0.00098
57,0.000300315,0.002,0.027995,0.0892,0.002374425,0.33,0.000955
58,0.000336529,0.002,0.032892,0.081648,0.003075916,0.035,0.001064
59,0.000272203,0.001,0.025615,0.069073,0.002259627,0.027,0.000848
60,0.000288775,0.002,0.027737,0.069176,0.005169751,0.031,0.000902
61,0.000308058,0.002,0.02842,0.073514,0.002818093,0.03,0.00097
62,0.000297773,0.002,0.028213,0.079524,0.002505259,0.164,0.000926
63,0.000309848,0.002,0.029576,0.078823,0.002688592,0.343,0.000964
64,0.000341172,0.002,0.031878,0.083315,0.003043616,0.33,0.001075
65,0.000278103,0.002,0.025778,0.072164,0.002483448,0.152,0.00087
66,0.000297948,0.002,0.028193,0.032166,0.002385734,0.031,0.000938
67,0.000377677,0.002,0.034899,0.092824,0.003294389,0.038,0.001197
68,0.000322165,0.002,0.031804,0.0901,0.002905864,0.033,0.001011
69,0.000294177,0.002,0.028181,0.079862,0.002474449,0.299,0.000911
70,0.000343319,0.002,0.033121,0.03454,0.002630006,0.036000000000000004,0.001074
71,0.000334907,0.002,0.031684,0.030309,0.002395544,0.035,0.001027
72,0.000321094,0.002,0.031324,0.054689,0.002776235,0.034,0.001015
73,0.000333369,0.002,0.032793,0.094093,0.003054083,0.035,0.001053
74,0.000328789,0.002,0.030721,0.032898,0.002811623,0.035,0.001028
75,0.000260274,0.002,0.023129,0.066979,0.002176941,0.278,0.000813
76,0.000285485,0.001,0.027206,0.080635,0.002353324,0.031,0.000885
77,0.000279351,0.001,0.02577,0.054006,0.002316663,0.035,0.000871
78,0.000296268,0.002,0.026595,0.071604,0.002499904,0.03,0.000926
79,0.000266269,0.001,0.023604,0.078598,0.002262955,0.302,0.000823
80,0.000296759,0.002,0.027629,0.075326,0.002444636,0.031,0.000927
81,0.000326678,0.002,0.030341,0.081185,0.002753052,0.034,0.001034
82,0.000310216,0.002,0.026516,0.075905,0.002581114,0.033,0.000976
83,0.00033278,0.002,0.031536,0.034656,0.002510421,0.033,0.001049
84,0.000281781,0.002,0.026317,0.070336,0.002477162,0.289,0.000879
85,0.00028858,0.001,0.027941,0.05269,0.002411771,0.03,0.000902
86,0.000316258,0.002,0.030783,0.030495,0.002511818,0.033,0.000991
87,0.000291067,0.002,0.026557,0.081507,0.002325021,0.031,0.000903
88,0.000312812,0.002,0.030776,0.085769,0.002849749,0.041,0.000988
89,0.000287909,0.001,0.02767,0.029372,0.00207372,0.03,0.000893
90,0.000296114,0.002,0.028819,0.083804,0.002439923,0.033,0.000931
91,0.000292721,0.001,0.02736,0.028943,0.002106873,0.029,0.000905
92,0.000309535,0.002,0.02928,0.081441,0.002787446,0.031,0.000979
93,0.000311447,0.002,0.02964,0.031806,0.002340889,0.031,0.000967
94,0.000334081,0.002,0.032414,0.032607,0.002535729,0.034,0.001062
95,0.000298067,0.001,0.026203,0.028452,0.002321394,0.029,0.000929
96,0.000314329,0.001,0.029944,0.053111,0.002782898,0.034,0.00099
97,0.000311799,0.001,0.030021,0.080096,0.00280277,0.035,0.000984
98,0.000299408,0.002,0.028459,0.048748,0.002542825,0.031,0.000943
99,0.000282015,0.001,0.027266,0.074258,0.002353693,0.029,0.000874
100,0.000324946,0.002,0.030642,0.069723,0.002833428,0.034,0.001024
