problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.0598492,0.053,0.078567,0.181521096,0.261,0.500888
12,0.0397835,0.033,0.053441,0.107002904,0.195,0.406996
13,0.0135946,0.013,0.02536,0.167323243,0.233,0.543428
14,0.0133801,0.013,0.024712,0.140686763,0.433,0.15433
15,0.0811211,0.066,0.10606,0.147985311,0.277,0.202832
16,0.0827813,0.071,0.102575,0.162309697,0.272,1.212058
17,0.119721,0.085,0.152564,0.14725501,0.249,0.210454
18,0.0496228,0.041,0.062404,0.155522042,0.221,0.386543
19,0.0112127,0.011,0.018919,0.120360157,0.20500000000000002,0.263622
20,0.205608,0.144,0.258294,0.17193904,0.298,0.317876
21,0.471521,0.308,0.568547,0.149731586,0.273,0.207529
22,0.0200752,0.018,0.032375,0.160007976,0.28200000000000003,0.677275
23,0.24789,0.173,0.300225,0.150254394,0.248,0.347285
24,0.0130482,0.012,0.024445,0.116721691,0.234,0.379358
25,0.0115322,0.011,0.020352,0.116142844,0.353,0.086653
26,0.244358,0.16,0.297621,0.116654266,0.41400000000000003,0.673912
27,0.015609,0.014,0.025391,0.122345161,0.223,0.583971
28,0.0899933,0.073,0.112176,0.136074291,0.23800000000000002,0.556691
29,0.01654,0.014,0.027332,0.122685573,0.222,0.124197
30,0.0513498,0.042,0.065759,0.116291926,0.199,0.291996
31,0.015126,0.014,0.025942,0.125388243,0.231,0.290515
32,0.0754041,0.06,0.099068,0.170610953,0.297,0.23268
33,0.0153471,0.014,0.023809,0.124418317,0.197,0.143138
34,0.0139421,0.013,0.022076,0.12605341,0.201,0.185592
35,0.0698084,0.058,0.08641,0.143802677,0.242,0.422537
36,0.0548622,0.046,0.072346,0.189779623,0.262,0.252291
37,0.0154128,0.015,0.023486,0.122719553,0.20500000000000002,0.090376
38,0.0440392,0.038,0.059558,0.11415695,0.209,0.317462
39,0.0186115,0.018,0.030795,0.14175194,0.28400000000000003,0.274113
40,0.0150906,0.014,0.025496,0.135393199,0.242,0.595933
41,0.0611567,0.051,0.080621,0.152149522,0.251,0.623328
42,0.0189167,0.017,0.031911,0.149505655,0.245,0.644261
43,0.0612117,0.048,0.080755,0.124417876,0.263,0.174827
44,0.180017,0.123,0.224371,0.128246984,0.223,0.090763
45,0.0474265,0.038,0.060661,0.109721991,0.179,0.195201
46,0.0132444,0.012,0.025866,0.127751727,0.263,0.272941
47,0.191133,0.127,0.234527,0.135081556,0.249,0.221306
48,0.0653122,0.058,0.080943,0.133148717,0.198,0.307707
49,0.0179525,0.016,0.029833,0.142978416,0.274,1.08647
50,0.0174061,0.015,0.031147,0.143361654,0.265,1.095447
51,0.807888,0.516,0.996946,0.139127413,0.244,0.177578
52,0.0169897,0.015,0.028151,0.130560585,0.272,0.345512
53,0.0883233,0.074,0.109169,0.158349216,0.28200000000000003,0.544695
54,0.0687021,0.059,0.082255,0.137025338,0.216,1.27652
55,0.0761892,0.062,0.093911,0.111956883,0.20800000000000002,0.119315
56,0.0529191,0.046,0.064482,0.117760345,0.197,0.145944
57,0.0522566,0.044,0.067235,0.135619862,0.234,0.109505
58,0.0468012,0.039,0.061142,0.129213358,0.23800000000000002,0.243444
59,0.346145,0.241,0.421334,0.172529003,0.29,0.128173
60,0.0148753,0.013,0.025639,0.123508978,0.222,0.295899
61,0.0209051,0.019,0.035738,0.159489788,0.267,0.605471
62,0.055857,0.043,0.072888,0.127697433,0.23700000000000002,0.496122
63,0.0896294,0.068,0.114797,0.103948692,0.213,0.143989
64,0.0137386,0.012,0.025089,0.147308606,0.246,1.512712
65,0.0734849,0.059,0.091862,0.162974118,0.23900000000000002,0.358437
66,0.0155492,0.014,0.029555,0.143638334,0.28600000000000003,2.162515
67,0.0712095,0.062,0.091834,0.150619096,0.247,0.158188
68,0.0670723,0.056,0.085647,0.137158955,0.262,1.511882
69,0.125783,0.091,0.157237,0.116159766,0.246,0.463649
70,0.0170611,0.016,0.028375,0.154014406,0.275,0.137866
71,0.0141622,0.012,0.022342,0.126073952,0.219,0.132192
72,0.125911,0.098,0.159042,0.111481587,0.20400000000000001,0.434984
73,0.0733056,0.062,0.088788,0.132473523,0.232,2.586879
74,0.020784,0.018,0.029985,0.128493437,0.24,0.356505
75,0.0122797,0.011,0.024346,0.132972147,0.406,0.410526
76,0.0492002,0.043,0.064048,0.132283885,0.231,0.657994
77,0.0127062,0.012,0.023701,0.118984336,0.212,0.489504
78,0.0878035,0.074,0.102843,0.152840338,0.222,1.656109
79,0.16168,0.104,0.195523,0.116310162,0.221,0.221494
80,0.0701707,0.062,0.086495,0.138571441,0.223,0.242729
81,0.058443,0.049,0.074078,0.141544755,0.251,0.858083
82,0.017107,0.015,0.026066,0.141731227,0.226,0.15736
83,0.0177453,0.016,0.029518,0.136839576,0.247,0.660135
84,0.0161408,0.015,0.026278,0.112861671,0.20800000000000002,0.128068
85,0.0745365,0.056,0.092532,0.113747464,0.232,0.558788
86,0.0216412,0.018,0.030468,0.125285846,0.219,0.124913
87,0.0156361,0.014,0.024634,0.130893385,0.203,0.201135
88,0.0648771,0.054,0.08105,0.138890776,0.228,0.213305
89,0.0550501,0.048,0.073152,0.153957201,0.275,0.14512
90,0.226647,0.149,0.276859,0.127375201,0.23500000000000001,0.111946
91,0.0190888,0.017,0.031772,0.1683347,0.289,0.388711
92,0.0465679,0.039,0.061271,0.106235771,0.20800000000000002,1.025162
93,0.89355,0.534,1.07298,0.123631523,0.247,0.106724
94,0.0173399,0.016,0.031532,0.188313402,0.279,0.328691
