problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.000554208,0.001,0.008145,0.032445508,0.036000000000000004,0.004784
12,0.00157143,0.002,0.012265,0.051390893,0.17300000000000001,0.007266
13,0.000928313,0.002,0.008084,0.034202014,0.11,0.006632
14,0.00280831,0.004,0.011004,0.214272841,0.165,0.078444
15,0.0180627,0.016,0.029392,0.232509129,0.15,0.044399
16,0.00211579,0.002,0.010673,0.099090125,0.098,0.026337
17,0.00066364,0.001,0.006777,0.016907396,0.063,0.00274
18,0.000486209,0.002,0.008459,0.019667895,0.064,0.004167
19,0.00463314,0.005,0.011004,0.13826589,0.215,0.074989
20,0.0013162,0.001,0.008226,0.027685344,0.165,0.004697
21,0.00093386,0.002,0.0076,0.029985044,0.063,0.002561
22,0.000519174,0.001,0.006421,0.025607818,0.047,0.003057
23,0.000740031,0.001,0.011192,0.039356447,0.033,0.008461
24,0.000671592,0.001,0.009124,0.033110896,0.068,0.006275
25,0.000678774,0.001,0.008367,0.017784965,0.14200000000000002,0.004584
26,0.000647825,0.002,0.00903,0.021611338,0.10300000000000001,0.004536
27,0.0487083,0.033,0.066517,0.136038729,0.17,0.032641
28,0.0145451,0.016,0.026351,3.323098168,0.3,0.03439
29,0.00235181,0.003,0.009888,0.125421349,0.131,0.047132
30,0.000726661,0.001,0.008474,0.034627208,0.155,0.002648
31,0.000537011,0.002,0.007602,0.009714162,0.07200000000000001,0.004201
32,0.000764064,0.002,0.009533,0.023087551,0.03,0.006244
33,0.000481217,0.001,0.006149,0.010416972,0.074,0.002025
34,0.000548102,0.001,0.007386,0.014874661,0.044,0.003579
35,0.000679247,0.001,0.010751,0.016311636,0.053,0.003173
36,0.000556352,0.001,0.007393,0.033193208,0.055,0.003721
37,0.00516105,0.006,0.015953,0.82700861,0.197,0.093545
38,0.000614305,0.001,0.009597,0.038455333,0.042,0.008944
39,0.00484204,0.005,0.012504,0.158701121,5.304,0.090005
40,0.0119231,0.011,0.022055,0.190656387,0.183,0.085959
41,0.00908881,0.01,0.02212,0.125965987,0.145,0.027949
42,0.00175635,0.003,0.01097,0.040491778,23.025000000000002,0.009572
43,0.000934263,0.001,0.012693,0.041013531,0.042,0.003965
44,0.0150148,0.013,0.022648,0.131172775,0.116,0.042529
45,0.00187819,0.002,0.01249,0.031175002,3.219,0.006086
46,0.0024138,0.003,0.01141,0.184268528,0.257,0.051101
47,0.00392604,0.005,0.011672,0.109232022,0.15,0.1936
48,0.0047144,0.006,0.014439,0.150172388,0.21,0.110739
49,0.00057833,0.001,0.009689,0.017440004,0.075,0.004155
50,0.000667085,0.001,0.008178,0.015893227,0.308,0.003243
51,0.00109815,0.001,0.009469,0.034306379,0.165,0.006328
52,0.000846587,0.001,0.009034,0.030952051,0.037,0.008433
53,0.000644281,0.002,0.008639,0.014155016,0.114,0.005067
54,0.00827551,0.009,0.016838,0.194870089,0.122,0.045825
55,0.000753903,0.001,0.008981,0.019770824,0.105,0.005918
56,0.00270923,0.003,0.011359,0.159846092,0.10200000000000001,0.028801
