problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
11,0.00451063,0.006,0.038814,0.162083,0.099227928,0.028224
12,0.00346233,0.005,0.028209,0.072771,0.066641954,0.030669
13,0.00389906,0.005,0.0339,0.096564,0.081308906,0.026846
14,0.00414603,0.006,0.036296,0.11467,0.087899232,0.02941
15,0.00449038,0.007,0.036007,0.096761,0.094784467,0.037998
16,0.00368889,0.006,0.030588,0.095803,0.094633269,0.026687
17,0.0034384,0.005,0.028217,0.108646,0.067302284,0.02666
18,0.00354724,0.005,0.031868,0.138472,0.091741243,0.030213
19,0.00482731,0.007,0.034683,0.11779,0.071688115,0.027023
20,0.00339017,0.005,0.029832,0.123826,0.091518677,0.033843
21,0.00441942,0.007,0.039931,0.184952,0.095254716,0.028687
22,0.00290884,0.004,0.028292,0.112475,0.053952795,0.020688
23,0.00384021,0.005,0.030572,0.108166,0.078184395,0.030051
24,0.00465955,0.007,0.036245,0.097229,0.093862501,0.030373
25,0.00416647,0.005,0.031262,0.116801,0.059882107,0.027303
26,0.00388386,0.006,0.035557,0.143368,0.087309843,0.033858
27,0.0047188,0.007,0.039533,0.09668,0.101366136,0.037356
28,0.00393531,0.006,0.033963,0.126854,0.081910373,0.027941
29,0.00382602,0.005,0.032774,0.129999,0.076434803,0.024007
30,0.00292579,0.004,0.025231,0.06987,0.058095347,0.024444
31,0.00388982,0.005,0.034107,0.073638,0.073614564,0.028268
32,0.0031894,0.005,0.028034,0.117965,0.062551659,0.024026
33,0.0041035,0.006,0.038645,0.128719,0.10023962,0.03115
34,0.00372322,0.006,0.035914,0.109488,0.07866471,0.031364
35,0.00423353,0.006,0.040019,0.144379,0.105412072,0.036506
36,0.00392616,0.005,0.03199,0.130827,0.085891599,0.02741
37,0.00301961,0.004,0.026227,0.127852,0.052173413,0.018454
38,0.00392791,0.006,0.032502,0.154603,0.08084952,0.025779
39,0.00501973,0.007,0.036333,0.141546,0.09627474,0.033686
40,0.00389676,0.006,0.033594,0.115823,0.077129332,0.027434
41,0.00455341,0.007,0.041478,0.147656,0.086355112,0.029813
42,0.00417015,0.005,0.030582,0.090729,0.072339305,0.030941
43,0.00438895,0.006,0.037074,0.129278,0.101732949,0.033796
44,0.00436612,0.006,0.035129,0.158441,0.092445977,0.032769
45,0.00445924,0.006,0.039455,0.147345,0.095453849,0.034528
46,0.00330518,0.005,0.029154,0.118043,0.062947361,0.024944
47,0.00436626,0.006,0.03251,0.100697,0.062904743,0.026644
48,0.0034088,0.004,0.0263,0.087883,0.054776494,0.021926
49,0.00462755,0.006,0.036275,0.096338,0.097429939,0.033941
50,0.00409369,0.006,0.032622,0.127056,0.080063929,0.026452
51,0.00315245,0.004,0.029186,0.11157,0.057382786,0.022463
52,0.00374877,0.005,0.028994,0.05185,0.058157518,0.023952
53,0.00363636,0.005,0.033047,0.163817,0.075964423,0.029297
54,0.00352955,0.005,0.029934,0.07472,0.069657286,0.030721
55,0.00436251,0.006,0.034979,0.138984,0.078116066,0.024337
56,0.00404709,0.005,0.03143,0.120268,0.075630877,0.025777
57,0.00306348,0.004,0.027498,0.095776,0.088639251,0.030823
58,0.00320715,0.004,0.029122,0.11632,0.067610877,0.026139
59,0.00389684,0.005,0.033461,0.121767,0.071820747,0.024727
60,0.00385117,0.005,0.035023,0.086852,0.079556248,0.031694
61,0.00381396,0.006,0.032837,0.122256,0.0756129,0.032783
62,0.00416275,0.006,0.036716,0.116529,0.080425379,0.035264
63,0.00485249,0.007,0.041423,0.121091,0.090787575,0.028817
64,0.0038757,0.006,0.033789,0.130048,0.077525274,0.033544
65,0.00331893,0.005,0.028536,0.094689,0.063139345,0.022111
66,0.00432205,0.006,0.039678,0.135445,0.115528146,0.038721
67,0.00409012,0.005,0.030433,0.135668,0.066133053,0.024057
68,0.00443283,0.006,0.037804,0.123883,0.096014807,0.029511
69,0.00389227,0.006,0.028724,0.124687,0.057633166,0.025645
70,0.00464193,0.006,0.036175,0.147313,0.080306449,0.028259
71,0.00329234,0.004,0.028285,0.091493,0.058853522,0.019791
72,0.00308106,0.005,0.029097,0.112238,0.05886343,0.025024
73,0.00401088,0.006,0.034306,0.149205,0.084382021,0.031443
74,0.00458779,0.006,0.036271,0.132741,0.087767652,0.032681
75,0.00440276,0.006,0.032028,0.058771,0.072539463,0.024852
76,0.00433147,0.006,0.03518,0.130278,0.088623958,0.032593
77,0.00456496,0.006,0.037646,0.138732,0.087314772,0.033406
78,0.00319689,0.004,0.028342,0.117715,0.069350492,0.02547
79,0.00391439,0.006,0.031465,0.118417,0.069231539,0.027804
80,0.00376577,0.005,0.03103,0.117839,0.069665998,0.029106
81,0.00407862,0.006,0.034679,0.125195,0.078343634,0.028908
82,0.00366139,0.005,0.028559,0.052644,0.074895675,0.024132
83,0.00454925,0.006,0.033788,0.115681,0.071484145,0.022241
84,0.00420829,0.006,0.032453,0.096837,0.05841672,0.022768
85,0.00407683,0.006,0.03409,0.118513,0.090246023,0.036676
86,0.00390624,0.006,0.032548,0.140447,0.072569535,0.036794
87,0.00445867,0.005,0.030649,0.093611,0.067881135,0.025439
88,0.00453518,0.006,0.032865,0.109369,0.080215619,0.032307
89,0.00464653,0.007,0.040363,0.176678,0.114558918,0.034444
90,0.00410353,0.006,0.035528,0.127236,0.079844932,0.030116
91,0.00392316,0.005,0.034615,0.156016,0.07388062,0.02352
92,0.0040461,0.005,0.031163,0.107621,0.065545504,0.029538
93,0.00365773,0.007,0.033366,0.102149,0.083280594,0.03436
94,0.00411736,0.006,0.040366,0.121357,0.110599867,0.043453
