problem_number,FLINT,FORM,Mathematica,Rings,Singular,Symbolica
11,0.00327274,1.744,0.023742,0.043167238,0.147,0.075675
12,0.00301125,1.356,0.017601,0.03116261,0.149,0.025081
13,0.00251348,1.745,0.015913,0.02947518,0.11900000000000001,0.013096
14,0.00278844,1.743,0.024423,0.040139725,0.147,1.020051
15,0.00319864,2.258,0.024378,0.035396502,0.156,0.113693
16,0.00289932,1.721,0.025565,0.040183065,0.14200000000000002,0.062302
17,0.00272904,1.326,0.017466,0.023374534,0.112,0.013992
18,0.00290485,1.66,0.016922,0.021443207,0.132,0.135098
19,0.00420773,3.042,0.023522,0.029236366,0.137,0.420154
20,0.00317142,1.392,0.018155,0.02171594,0.1,0.041526
21,0.00343026,2.647,0.021845,0.026474698,0.136,0.07347
22,0.00366971,2.733,0.018866,0.027262544,0.131,0.215651
23,0.0032092,1.781,0.016617,0.019949777,0.113,0.363503
24,0.00337146,1.835,0.018999,0.024791349,0.123,0.27738
25,0.00451865,1.063,0.01779,0.020689122,0.108,0.043187
26,0.00129229,1.952,0.018758,0.030466739,0.136,0.118687
27,0.0028136,1.119,0.020751,0.027534076,0.136,0.364212
28,0.00297103,1.442,0.023225,0.029505164,0.116,0.034649
29,0.00269988,2.411,0.023565,0.028443475,0.166,0.187903
30,0.00308965,1.907,0.016816,0.021747404,0.108,0.112355
31,0.00278654,2.491,0.022966,0.027762737,0.156,0.016207
32,0.00322573,1.557,0.020571,0.021625847,0.11900000000000001,0.013326
33,0.00312445,4.04,0.023742,0.028982197,0.158,0.032334
34,0.00302855,2.129,0.02798,0.033884269,0.15,0.287662
35,0.00284838,2.02,0.02141,0.030919391,0.155,0.052035
36,0.0026557,2.541,0.019212,0.022817732,0.124,0.046733
37,0.003142,1.604,0.017359,0.019257211,0.11900000000000001,0.025559
38,0.00315161,2.063,0.017647,0.021313364,0.113,0.014295
39,0.00276635,1.997,0.019743,0.023725967,0.121,0.097533
40,0.00288272,2.231,0.02201,0.032067839,0.14200000000000002,0.012031
41,0.00317957,1.021,0.026811,0.037944236,0.147,0.239421
42,0.002383,2.044,0.015664,0.017960325,0.101,0.036319
43,0.00320313,2.592,0.021518,0.025957029,0.131,0.139021
44,0.00300053,2.409,0.024703,0.030048777,0.162,0.118099
45,0.00331797,1.59,0.02594,0.027989917,0.139,0.061184
46,0.00296549,1.83,0.022274,0.026344691,0.162,0.195865
47,0.00324715,2.857,0.022826,0.033402012,0.149,0.037845
48,0.00357982,1.817,0.016758,0.019435168,0.1,0.06791
49,0.00194592,1.996,0.017351,0.026051226,0.11800000000000001,0.054304
50,0.00302735,1.493,0.017633,0.022994914,0.109,0.017096
51,0.00282132,0.786,0.018337,0.022573744,0.126,0.063916
52,0.00360396,1.407,0.018832,0.022039536,0.125,0.130888
53,0.00264481,1.992,0.018305,0.023529494,0.126,0.054573
54,0.00289383,2.122,0.019302,0.027398542,0.138,0.211176
55,0.00343277,1.772,0.018846,0.029806508,0.123,0.045492
56,0.00302233,1.654,0.019828,0.021747901,0.122,0.130736
57,0.00325857,0.652,0.018463,0.025213793,0.14300000000000002,0.050494
58,0.00362685,2.159,0.02263,0.02541764,0.122,0.205703
59,0.00200737,2.816,0.017752,0.023256572,0.136,0.021507
60,0.00315177,2.062,0.02111,0.021824802,0.132,0.171507
61,0.00286987,1.766,0.024242,0.02913071,0.17300000000000001,0.059187
62,0.00282148,1.727,0.020202,0.025021634,0.121,0.021493
63,0.00347297,1.454,0.026261,0.029061835,0.156,0.146036
64,0.00337072,1.285,0.021678,0.03327089,0.152,0.022821
65,0.00305416,1.953,0.020989,0.026078105,0.121,0.097105
66,0.00312023,3.064,0.023798,0.026085667,0.14100000000000001,0.067118
67,0.00319636,0.929,0.016354,0.018711968,0.108,0.01399
68,0.0034078,1.549,0.022377,0.02904869,0.14200000000000002,0.038268
69,0.00294741,3.318,0.020372,0.02258112,0.129,0.055768
70,0.00316404,1.813,0.02188,0.026535711,0.156,0.337155
71,0.00296464,0.729,0.017335,0.021121003,0.124,0.024397
72,0.00335765,1.897,0.021308,0.025147582,0.134,0.010073
73,0.00441163,0.729,0.02031,0.024390914,0.108,0.081092
74,0.00284358,1.581,0.019519,0.022087921,0.117,0.047977
75,0.0026221,1.132,0.023013,0.025117269,0.149,0.034683
76,0.0029203,2.002,0.017543,0.022344518,0.124,0.231716
77,0.00317105,0.715,0.020735,0.026235405,0.14300000000000002,0.295118
78,0.00293481,1.263,0.020535,0.025297193,0.154,0.177409
79,0.00314197,1.402,0.019521,0.025926762,0.10400000000000001,0.335955
80,0.00122594,1.851,0.019257,0.025135838,0.116,0.157165
81,0.00283004,1.987,0.020015,0.023673895,0.139,0.034408
82,0.00288674,1.201,0.018795,0.01988201,0.116,0.184449
83,0.00317514,3.223,0.019924,0.028635467,0.127,0.28397
84,0.00354967,2.25,0.022203,0.027409125,0.16,0.016159
85,0.00287209,2.234,0.018739,0.02427086,0.139,0.550689
86,0.00126857,1.482,0.018639,0.024141878,0.14200000000000002,0.336333
87,0.00283042,1.57,0.016685,0.023304002,0.109,0.131257
88,0.00259753,1.013,0.021346,0.024349524,0.135,0.027582
89,0.00311672,2.011,0.023578,0.033219745,0.152,0.018069
90,0.00294859,2.13,0.027335,0.031672602,0.149,0.070461
91,0.0030774,1.309,0.022016,0.02720087,0.127,0.081833
92,0.00347285,1.197,0.019026,0.020952183,0.116,0.029421
93,0.00344287,2.619,0.023672,0.030262938,0.148,0.24903
94,0.00304351,2.311,0.026308,0.029880588,0.14,0.027789
95,0.0035102,1.676,0.018925,0.025607893,0.132,0.013517
96,0.00295798,0.779,0.024696,0.028713733,0.147,0.076928
97,0.00316611,2.228,0.021087,0.026178974,0.136,0.096905
98,0.00300957,2.96,0.023541,0.030214011,0.157,0.729974
99,0.00369349,2.763,0.020776,0.030374437,0.126,0.089158
100,0.00309192,1.118,0.015623,0.017899803,0.105,0.165253
101,0.00285662,1.511,0.018788,0.022371794,0.12,0.016811
102,0.00260308,1.964,0.015135,0.018433419,0.112,0.024472
103,0.0028284,1.701,0.022152,0.025944486,0.126,0.049631
104,0.00300961,2.259,0.022933,0.025966028,0.123,0.574639
105,0.00287265,3.454,0.020087,0.024630558,0.115,0.019068
106,0.000769656,0.959,0.017961,0.024003072,0.128,0.186084
107,0.00358803,3.094,0.020992,0.02669043,0.146,0.181794
108,0.00325832,2.898,0.024936,0.027154037,0.148,0.233312
109,0.00273189,1.93,0.02226,0.03093673,0.147,0.137995
110,0.00285108,2.771,0.018639,0.024605301,0.124,0.182672
111,0.00312941,2.072,0.023025,0.025562451,0.16,0.043616
112,0.0029512,1.947,0.022189,0.024020994,0.135,0.058186
113,0.00541959,2.871,0.021231,0.025105327,0.126,0.105376
114,0.00268049,1.334,0.02422,0.027585324,0.158,0.138396
115,0.00293122,3.355,0.020769,0.02476035,0.135,0.013131
116,0.00130897,1.931,0.017003,0.021662755,0.10300000000000001,0.012053
117,0.00334248,2.463,0.022993,0.026889289,0.138,0.083866
118,0.00298427,2.196,0.01839,0.021802681,0.116,0.033775
119,0.00315093,1.945,0.017893,0.022449285,0.123,0.087863
120,0.00280276,3.904,0.019181,0.024812437,0.122,0.147666
121,0.00298936,2.051,0.018834,0.02192813,0.13,0.02447
